"human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","mouse_symbol","score_type"
"CHAF1B","Inhibits","Chaf1b",138,"ENSG00000159259","138.1.1","ENSMUSG00000022945","chromatin assembly factor 1, subunit B [Source:MGI Symbol;Acc:MGI:1314881]",1,1,"Chaf1b","CellAge_inhibits"
"CHD5","Induces","Chd5",139,"ENSG00000116254","139.1.1","ENSMUSG00000005045","chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258]",1,1,"Chd5","CellAge_induces"
"CHEK1","Induces","Chek1",140,"ENSG00000149554","140.1.1","ENSMUSG00000032113","checkpoint kinase 1 [Source:MGI Symbol;Acc:MGI:1202065]",1,1,"Chek1","CellAge_induces"
"CHEK2","Induces","Chek2",141,"ENSG00000183765","141.1.1","ENSMUSG00000029521","checkpoint kinase 2 [Source:MGI Symbol;Acc:MGI:1355321]",1,1,"Chek2","CellAge_induces"
"CHUK","Induces","Chuk",142,"ENSG00000213341","142.1.1","ENSMUSG00000025199","conserved helix-loop-helix ubiquitous kinase [Source:MGI Symbol;Acc:MGI:99484]",1,1,"Chuk","CellAge_induces"
"CIP2A","Inhibits","Cip2a",143,"ENSG00000163507","143.1.1","ENSMUSG00000033031","cell proliferation regulating inhibitor of protein phosphatase 2A [Source:MGI Symbol;Acc:MGI:2146335]",1,1,"Cip2a","CellAge_inhibits"
"CIT","Inhibits","Cit",144,"ENSG00000122966","144.1.1","ENSMUSG00000029516","citron [Source:MGI Symbol;Acc:MGI:105313]",1,1,"Cit","CellAge_inhibits"
"CKAP2","Inhibits","Ckap2",145,"ENSG00000136108","145.1.1","ENSMUSG00000037725","cytoskeleton associated protein 2 [Source:MGI Symbol;Acc:MGI:1931797]",1,1,"Ckap2","CellAge_inhibits"
"CKB","Induces","Ckb",146,"ENSG00000166165","146.1.1","ENSMUSG00000001270","creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]",1,1,"Ckb","CellAge_induces"
"CLCA2","Induces","Clca2",147,"ENSG00000137975","147.1.1","ENSMUSG00000036960","chloride channel accessory 2 [Source:MGI Symbol;Acc:MGI:2139758]",1,1,"Clca2","CellAge_induces"
"CLPP","Inhibits","Clpp",148,"ENSG00000125656","148.1.1","ENSMUSG00000002660","caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]",1,1,"Clpp","CellAge_inhibits"
"CLSPN","Inhibits","Clspn",149,"ENSG00000092853","149.1.1","ENSMUSG00000042489","claspin [Source:MGI Symbol;Acc:MGI:2445153]",1,1,"Clspn","CellAge_inhibits"
"CLU","Inhibits","Clu",150,"ENSG00000120885","150.1.1","ENSMUSG00000022037","clusterin [Source:MGI Symbol;Acc:MGI:88423]",1,1,"Clu","CellAge_inhibits"
"CNOT6","Inhibits","Cnot6",151,"ENSG00000113300","151.1.1","ENSMUSG00000020362","CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]",1,1,"Cnot6","CellAge_inhibits"
"CNOT6L","Inhibits","Cnot6l",152,"ENSG00000138767","152.1.1","ENSMUSG00000034724","CCR4-NOT transcription complex, subunit 6-like [Source:MGI Symbol;Acc:MGI:2443154]",1,1,"Cnot6l","CellAge_inhibits"
"CPEB1","Induces","Cpeb1",154,"ENSG00000214575","154.1.1","ENSMUSG00000025586","cytoplasmic polyadenylation element binding protein 1 [Source:MGI Symbol;Acc:MGI:108442]",1,1,"Cpeb1","CellAge_induces"
"CPT1C","Inhibits","Cpt1c",155,"ENSG00000169169","155.1.1","ENSMUSG00000007783","carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]",1,1,"Cpt1c","CellAge_inhibits"
"CREG1","Induces","Creg1",156,"ENSG00000143162","156.1.1","ENSMUSG00000040713","cellular repressor of E1A-stimulated genes 1 [Source:MGI Symbol;Acc:MGI:1344382]",1,1,"Creg1","CellAge_induces"
"CRISPLD2","Inhibits","Crispld2",157,"ENSG00000103196","157.1.1","ENSMUSG00000031825","cysteine-rich secretory protein LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1926142]",1,1,"Crispld2","CellAge_inhibits"
"CSNK1A1","Inhibits","Csnk1a1",158,"ENSG00000113712","158.1.1","ENSMUSG00000024576","casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]",1,1,"Csnk1a1","CellAge_inhibits"
"CSNK2A1","Inhibits","Csnk2a1",159,"ENSG00000101266","159.1.1","ENSMUSG00000074698","casein kinase 2, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88543]",1,1,"Csnk2a1","CellAge_inhibits"
"CTH","Inhibits","Cth",160,"ENSG00000116761","160.1.1","ENSMUSG00000028179","cystathionine gamma lyase [Source:MGI Symbol;Acc:MGI:1339968]",1,1,"Cth","CellAge_inhibits"
"CTNNAL1","Inhibits","Ctnnal1",161,"ENSG00000119326","161.1.1","ENSMUSG00000038816","catenin alpha like 1 [Source:MGI Symbol;Acc:MGI:1859649]",1,1,"Ctnnal1","CellAge_inhibits"
"CTNNB1","Induces","Ctnnb1",162,"ENSG00000168036","162.1.1","ENSMUSG00000006932","catenin beta 1 [Source:MGI Symbol;Acc:MGI:88276]",1,1,"Ctnnb1","CellAge_induces"
"CTSB","Inhibits","Ctsb",163,"ENSG00000164733","163.1.1","ENSMUSG00000021939","cathepsin B [Source:MGI Symbol;Acc:MGI:88561]",1,1,"Ctsb","CellAge_inhibits"
"CTSD","Inhibits","Ctsd",164,"ENSG00000117984","164.1.1","ENSMUSG00000007891","cathepsin D [Source:MGI Symbol;Acc:MGI:88562]",1,1,"Ctsd","CellAge_inhibits"
"CUL4B","Inhibits","Cul4b",165,"ENSG00000158290","165.1.1","ENSMUSG00000031095","cullin 4B [Source:MGI Symbol;Acc:MGI:1919834]",1,1,"Cul4b","CellAge_inhibits"
"CUX1","Inhibits","Cux1",166,"ENSG00000257923","166.1.1","ENSMUSG00000029705","cut-like homeobox 1 [Source:MGI Symbol;Acc:MGI:88568]",1,1,"Cux1","CellAge_inhibits"
"CXCR2","Induces","Cxcr2",168,"ENSG00000180871","168.1.1","ENSMUSG00000026180","C-X-C motif chemokine receptor 2 [Source:MGI Symbol;Acc:MGI:105303]",1,1,"Cxcr2","CellAge_induces"
"CYB5R3","Inhibits","Cyb5r3",169,"ENSG00000100243","169.1.1","ENSMUSG00000018042","cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]",1,1,"Cyb5r3","CellAge_inhibits"
"CYBB","Induces","Cybb",170,"ENSG00000165168","170.1.1","ENSMUSG00000015340","cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]",1,1,"Cybb","CellAge_induces"
"CYP26A1","Inhibits","Cyp26a1",171,"ENSG00000095596","171.1.1","ENSMUSG00000024987","cytochrome P450, family 26, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1096359]",1,1,"Cyp26a1","CellAge_inhibits"
"DAO","Induces","Dao",172,"ENSG00000110887","172.1.1","ENSMUSG00000042096","D-amino acid oxidase [Source:MGI Symbol;Acc:MGI:94859]",1,1,"Dao","CellAge_induces"
"DDAH2","Inhibits","Ddah2",173,"ENSG00000213722","173.1.1","ENSMUSG00000007039","DDAH family member 2, ADMA independent [Source:MGI Symbol;Acc:MGI:1859016]",1,1,"Ddah2","CellAge_inhibits"
"DDB1","Inhibits","Ddb1",174,"ENSG00000167986","174.1.1","ENSMUSG00000024740","damage specific DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1202384]",1,1,"Ddb1","CellAge_inhibits"
"DDB2","Induces","Ddb2",175,"ENSG00000134574","175.1.1","ENSMUSG00000002109","damage specific DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1355314]",1,1,"Ddb2","CellAge_induces"
"DDIT4","Inhibits","Ddit4",176,"ENSG00000168209","176.1.1","ENSMUSG00000020108","DNA-damage-inducible transcript 4 [Source:MGI Symbol;Acc:MGI:1921997]",1,1,"Ddit4","CellAge_inhibits"
"DEK","Inhibits","Dek",177,"ENSG00000124795","177.1.1","ENSMUSG00000021377","DEK proto-oncogene [Source:MGI Symbol;Acc:MGI:1926209]",1,1,"Dek","CellAge_inhibits"
"DEPTOR","Inhibits","Deptor",178,"ENSG00000155792","178.1.1","ENSMUSG00000022419","DEP domain containing MTOR-interacting protein [Source:MGI Symbol;Acc:MGI:2146322]",1,1,"Deptor","CellAge_inhibits"
"DGCR8","Inhibits","Dgcr8",179,"ENSG00000128191","179.1.1","ENSMUSG00000022718","DGCR8, microprocessor complex subunit [Source:MGI Symbol;Acc:MGI:2151114]",1,1,"Dgcr8","CellAge_inhibits"
"DHCR24","Induces","Dhcr24",180,"ENSG00000116133","180.1.1","ENSMUSG00000034926","24-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1922004]",1,1,"Dhcr24","CellAge_induces"
"DHRS2","Induces","Dhrs2",181,"ENSG00000100867","181.1.1","ENSMUSG00000022209","dehydrogenase/reductase member 2 [Source:MGI Symbol;Acc:MGI:1918662]",1,1,"Dhrs2","CellAge_induces"
"DHX9","Inhibits","Dhx9",182,"ENSG00000135829","182.1.1","ENSMUSG00000042699","DExH-box helicase 9 [Source:MGI Symbol;Acc:MGI:108177]",1,1,"Dhx9","CellAge_inhibits"
"DICER1","Inhibits","Dicer1",183,"ENSG00000100697","183.1.1","ENSMUSG00000041415","dicer 1, ribonuclease type III [Source:MGI Symbol;Acc:MGI:2177178]",1,1,"Dicer1","CellAge_inhibits"
"DIDO1","Inhibits","Dido1",184,"ENSG00000101191","184.1.1","ENSMUSG00000038914","death inducer-obliterator 1 [Source:MGI Symbol;Acc:MGI:1344352]",1,1,"Dido1","CellAge_inhibits"
"DKC1","Inhibits","Dkc1",186,"ENSG00000130826","186.1.1","ENSMUSG00000031403","dyskeratosis congenita 1, dyskerin [Source:MGI Symbol;Acc:MGI:1861727]",1,1,"Dkc1","CellAge_inhibits"
"DLC1","Induces","Dlc1",187,"ENSG00000164741","187.1.1","ENSMUSG00000031523","deleted in liver cancer 1 [Source:MGI Symbol;Acc:MGI:1354949]",1,1,"Dlc1","CellAge_induces"
"DNMT1","Inhibits","Dnmt1",189,"ENSG00000130816","189.1.1","ENSMUSG00000004099","DNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:94912]",1,1,"Dnmt1","CellAge_inhibits"
"DNMT3A","Inhibits","Dnmt3a",190,"ENSG00000119772","190.1.1","ENSMUSG00000020661","DNA methyltransferase 3A [Source:MGI Symbol;Acc:MGI:1261827]",1,1,"Dnmt3a","CellAge_inhibits"
"DOT1L","Inhibits","Dot1l",192,"ENSG00000104885","192.1.1","ENSMUSG00000061589","DOT1 like histone lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2143886]",1,1,"Dot1l","CellAge_inhibits"
"DPP4","Induces","Dpp4",193,"ENSG00000197635","193.1.1","ENSMUSG00000035000","dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]",1,1,"Dpp4","CellAge_induces"
"DPY30","Inhibits","Dpy30",194,"ENSG00000162961","194.1.1","ENSMUSG00000024067","dpy-30, histone methyltransferase complex regulatory subunit [Source:MGI Symbol;Acc:MGI:1913560]",1,1,"Dpy30","CellAge_inhibits"
"DTL","Inhibits","Dtl",195,"ENSG00000143476","195.1.1","ENSMUSG00000037474","denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093]",1,1,"Dtl","CellAge_inhibits"
"DUSP1","Induces","Dusp1",196,"ENSG00000120129","196.1.1","ENSMUSG00000024190","dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]",1,1,"Dusp1","CellAge_induces"
"DUSP16","Inhibits","Dusp16",197,"ENSG00000111266","197.1.1","ENSMUSG00000030203","dual specificity phosphatase 16 [Source:MGI Symbol;Acc:MGI:1917936]",1,1,"Dusp16","CellAge_inhibits"
"DUSP21","Inhibits","Dusp21",198,"ENSG00000189037","198.1.1","ENSMUSG00000025043","dual specificity phosphatase 21 [Source:MGI Symbol;Acc:MGI:1920797]",1,1,"Dusp21","CellAge_inhibits"
"DUSP6","Inhibits","Dusp6",200,"ENSG00000139318","200.1.1","ENSMUSG00000019960","dual specificity phosphatase 6 [Source:MGI Symbol;Acc:MGI:1914853]",1,1,"Dusp6","CellAge_inhibits"
"DYRK1A","Induces","Dyrk1a",201,"ENSG00000157540","201.1.1","ENSMUSG00000022897","dual-specificity tyrosine phosphorylation regulated kinase 1a [Source:MGI Symbol;Acc:MGI:1330299]",1,1,"Dyrk1a","CellAge_induces"
"E2F1","Induces","E2f1",202,"ENSG00000101412","202.1.1","ENSMUSG00000027490","E2F transcription factor 1 [Source:MGI Symbol;Acc:MGI:101941]",1,1,"E2f1","CellAge_induces"
"E2F3","Inhibits","E2f3",203,"ENSG00000112242","203.1.1","ENSMUSG00000016477","E2F transcription factor 3 [Source:MGI Symbol;Acc:MGI:1096340]",1,1,"E2f3","CellAge_inhibits"
"E2F7","Induces","E2f7",204,"ENSG00000165891","204.1.1","ENSMUSG00000020185","E2F transcription factor 7 [Source:MGI Symbol;Acc:MGI:1289147]",1,1,"E2f7","CellAge_induces"
"ECT2","Inhibits","Ect2",205,"ENSG00000114346","205.1.1","ENSMUSG00000027699","ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281]",1,1,"Ect2","CellAge_inhibits"
"EEF1E1","Induces","Eef1e1",206,"ENSG00000124802","206.1.1","ENSMUSG00000001707","eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]",1,1,"Eef1e1","CellAge_induces"
"EGFR","Inhibits","Egfr",207,"ENSG00000146648","207.1.1","ENSMUSG00000020122","epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]",1,1,"Egfr","CellAge_inhibits"
"EGLN1","Induces","Egln1",208,"ENSG00000135766","208.1.1","ENSMUSG00000031987","egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]",1,1,"Egln1","CellAge_induces"
"EGR2","Induces","Egr2",209,"ENSG00000122877","209.1.1","ENSMUSG00000037868","early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]",1,1,"Egr2","CellAge_induces"
"EHF","Induces","Ehf",210,"ENSG00000135373","210.1.1","ENSMUSG00000012350","ets homologous factor [Source:MGI Symbol;Acc:MGI:1270840]",1,1,"Ehf","CellAge_induces"
"EHMT2","Inhibits","Ehmt2",211,"ENSG00000204371","211.1.1","ENSMUSG00000013787","euchromatic histone lysine N-methyltransferase 2 [Source:MGI Symbol;Acc:MGI:2148922]",1,1,"Ehmt2","CellAge_inhibits"
"EID3","Induces","Eid3",212,"ENSG00000255150","212.1.1","ENSMUSG00000109864","EP300 interacting inhibitor of differentiation 3 [Source:MGI Symbol;Acc:MGI:1913591]",1,1,"Eid3","CellAge_induces"
"EIF2AK2","Induces","Eif2ak2",213,"ENSG00000055332","213.1.1","ENSMUSG00000024079","eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]",1,1,"Eif2ak2","CellAge_induces"
"EIF2AK3","Inhibits","Eif2ak3",214,"ENSG00000172071","214.1.1","ENSMUSG00000031668","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830]",1,1,"Eif2ak3","CellAge_inhibits"
"EIF4E","Unclear","Eif4e",215,"ENSG00000151247","215.1.1","ENSMUSG00000028156","eukaryotic translation initiation factor 4E [Source:MGI Symbol;Acc:MGI:95305]",1,1,"Eif4e","CellAge_all_only"
"EIF4EBP1","Inhibits","Eif4ebp1",216,"ENSG00000187840","216.1.1","ENSMUSG00000031490","eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267]",1,1,"Eif4ebp1","CellAge_inhibits"
"EIF4G2","Inhibits","Eif4g2",217,"ENSG00000110321","217.1.1","ENSMUSG00000005610","eukaryotic translation initiation factor 4, gamma 2 [Source:MGI Symbol;Acc:MGI:109207]",1,1,"Eif4g2","CellAge_inhibits"
"ELAVL1","Inhibits","Elavl1",218,"ENSG00000066044","218.1.1","ENSMUSG00000040028","ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100851]",1,1,"Elavl1","CellAge_inhibits"
"ELOA","Inhibits","Eloa",219,"ENSG00000011007","219.1.1","ENSMUSG00000028668","elongin A [Source:MGI Symbol;Acc:MGI:1351315]",1,1,"Eloa","CellAge_inhibits"
"ENDOG","Inhibits","Endog",220,"ENSG00000167136","220.1.1","ENSMUSG00000015337","endonuclease G [Source:MGI Symbol;Acc:MGI:1261433]",1,1,"Endog","CellAge_inhibits"
"ENG","Induces","Eng",221,"ENSG00000106991","221.1.1","ENSMUSG00000026814","endoglin [Source:MGI Symbol;Acc:MGI:95392]",1,1,"Eng","CellAge_induces"
"ENTPD7","Induces","Entpd7",223,"ENSG00000198018","223.1.1","ENSMUSG00000025192","ectonucleoside triphosphate diphosphohydrolase 7 [Source:MGI Symbol;Acc:MGI:2135885]",1,1,"Entpd7","CellAge_induces"
"EP300","Induces","Ep300",224,"ENSG00000100393","224.1.1","ENSMUSG00000055024","E1A binding protein p300 [Source:MGI Symbol;Acc:MGI:1276116]",1,1,"Ep300","CellAge_induces"
"EPAS1","Inhibits","Epas1",225,"ENSG00000116016","225.1.1","ENSMUSG00000024140","endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]",1,1,"Epas1","CellAge_inhibits"
"EPHA3","Inhibits","Epha3",226,"ENSG00000044524","226.1.1","ENSMUSG00000052504","Eph receptor A3 [Source:MGI Symbol;Acc:MGI:99612]",1,1,"Epha3","CellAge_inhibits"
"EPHA5","Inhibits","Epha5",227,"ENSG00000145242","227.1.1","ENSMUSG00000029245","Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654]",1,1,"Epha5","CellAge_inhibits"
"EPOR","Inhibits","Epor",228,"ENSG00000187266","228.1.1","ENSMUSG00000006235","erythropoietin receptor [Source:MGI Symbol;Acc:MGI:95408]",1,1,"Epor","CellAge_inhibits"
"ERBB2","Induces","Erbb2",229,"ENSG00000141736","229.1.1","ENSMUSG00000062312","erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410]",1,1,"Erbb2","CellAge_induces"
"ERCC1","Inhibits","Ercc1",230,"ENSG00000012061","230.1.1","ENSMUSG00000003549","excision repair cross-complementing rodent repair deficiency, complementation group 1 [Source:MGI Symbol;Acc:MGI:95412]",1,1,"Ercc1","CellAge_inhibits"
"ERRFI1","Induces","Errfi1",231,"ENSG00000116285","231.1.1","ENSMUSG00000028967","ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405]",1,1,"Errfi1","CellAge_induces"
"ESPL1","Inhibits","Espl1",233,"ENSG00000135476","233.1.1","ENSMUSG00000058290","extra spindle pole bodies 1, separase [Source:MGI Symbol;Acc:MGI:2146156]",1,1,"Espl1","CellAge_inhibits"
"ESR1","Inhibits","Esr1",234,"ENSG00000091831","234.1.1","ENSMUSG00000019768","estrogen receptor 1 (alpha) [Source:MGI Symbol;Acc:MGI:1352467]",1,1,"Esr1","CellAge_inhibits"
"ESRRB","Induces","Esrrb",235,"ENSG00000119715","235.1.1","ENSMUSG00000021255","estrogen related receptor, beta [Source:MGI Symbol;Acc:MGI:1346832]",1,1,"Esrrb","CellAge_induces"
"ETS1","Induces","Ets1",236,"ENSG00000134954","236.1.1","ENSMUSG00000032035","E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]",1,1,"Ets1","CellAge_induces"
"ETS2","Induces","Ets2",237,"ENSG00000157557","237.1.1","ENSMUSG00000022895","E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]",1,1,"Ets2","CellAge_induces"
"ETV6","Induces","Etv6",238,"ENSG00000139083","238.1.1","ENSMUSG00000030199","ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]",1,1,"Etv6","CellAge_induces"
"EWSR1","Induces","Ewsr1",239,"ENSG00000182944","239.1.1","ENSMUSG00000009079","Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]",1,1,"Ewsr1","CellAge_induces"
"EZH2","Inhibits","Ezh2",240,"ENSG00000106462","240.1.1","ENSMUSG00000029687","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]",1,1,"Ezh2","CellAge_inhibits"
"FANCD2","Induces","Fancd2",241,"ENSG00000144554","241.1.1","ENSMUSG00000034023","Fanconi anemia, complementation group D2 [Source:MGI Symbol;Acc:MGI:2448480]",1,1,"Fancd2","CellAge_induces"
"FASN","Induces","Fasn",242,"ENSG00000169710","242.1.1","ENSMUSG00000025153","fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]",1,1,"Fasn","CellAge_induces"
"FASTK","Induces","Fastk",243,"ENSG00000164896","243.1.1","ENSMUSG00000028959","Fas-activated serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1913837]",1,1,"Fastk","CellAge_induces"
"FBXO22","Induces","Fbxo22",244,"ENSG00000167196","244.1.1","ENSMUSG00000032309","F-box protein 22 [Source:MGI Symbol;Acc:MGI:1926014]",1,1,"Fbxo22","CellAge_induces"
"FBXO31","Induces","Fbxo31",245,"ENSG00000103264","245.1.1","ENSMUSG00000052934","F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]",1,1,"Fbxo31","CellAge_induces"
"FBXO4","Induces","Fbxo4",246,"ENSG00000151876","246.1.1","ENSMUSG00000022184","F-box protein 4 [Source:MGI Symbol;Acc:MGI:2146220]",1,1,"Fbxo4","CellAge_induces"
"FBXO5","Inhibits","Fbxo5",247,"ENSG00000112029","247.1.1","ENSMUSG00000019773","F-box protein 5 [Source:MGI Symbol;Acc:MGI:1914391]",1,1,"Fbxo5","CellAge_inhibits"
"FBXW11","Inhibits","Fbxw11",248,"ENSG00000072803","248.1.1","ENSMUSG00000020271","F-box and WD-40 domain protein 11 [Source:MGI Symbol;Acc:MGI:2144023]",1,1,"Fbxw11","CellAge_inhibits"
"FDPS","Inhibits","Fdps",249,"ENSG00000160752","249.1.1","ENSMUSG00000059743","farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]",1,1,"Fdps","CellAge_inhibits"
"FERMT1","Inhibits","Fermt1",250,"ENSG00000101311","250.1.1","ENSMUSG00000027356","fermitin family member 1 [Source:MGI Symbol;Acc:MGI:2443583]",1,1,"Fermt1","CellAge_inhibits"
"FERMT2","Inhibits","Fermt2",251,"ENSG00000073712","251.1.1","ENSMUSG00000037712","fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]",1,1,"Fermt2","CellAge_inhibits"
"FGF21","Inhibits","Fgf21",252,"ENSG00000105550","252.1.1","ENSMUSG00000030827","fibroblast growth factor 21 [Source:MGI Symbol;Acc:MGI:1861377]",1,1,"Fgf21","CellAge_inhibits"
"FGFR1","Induces","Fgfr1",253,"ENSG00000077782","253.1.1","ENSMUSG00000031565","fibroblast growth factor receptor 1 [Source:MGI Symbol;Acc:MGI:95522]",1,1,"Fgfr1","CellAge_induces"
"FGFR2","Unclear","Fgfr2",254,"ENSG00000066468","254.1.1","ENSMUSG00000030849","fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523]",1,1,"Fgfr2","CellAge_all_only"
"FGFR3","Induces","Fgfr3",255,"ENSG00000068078","255.1.1","ENSMUSG00000054252","fibroblast growth factor receptor 3 [Source:MGI Symbol;Acc:MGI:95524]",1,1,"Fgfr3","CellAge_induces"
"FIS1","Inhibits","Fis1",256,"ENSG00000214253","256.1.1","ENSMUSG00000019054","fission, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1913687]",1,1,"Fis1","CellAge_inhibits"
"FLT1","Inhibits","Flt1",257,"ENSG00000102755","257.1.1","ENSMUSG00000029648","FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558]",1,1,"Flt1","CellAge_inhibits"
"FNTB","Inhibits","Fntb",258,"ENSG00000257365","258.1.1","ENSMUSG00000033373","farnesyltransferase, CAAX box, beta [Source:MGI Symbol;Acc:MGI:1861305]",1,1,"Fntb","CellAge_inhibits"
"FOS","Inhibits","Fos",259,"ENSG00000170345","259.1.1","ENSMUSG00000021250","FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]",1,1,"Fos","CellAge_inhibits"
"FOXA1","Induces","Foxa1",260,"ENSG00000129514","260.1.1","ENSMUSG00000035451","forkhead box A1 [Source:MGI Symbol;Acc:MGI:1347472]",1,1,"Foxa1","CellAge_induces"
"FOXD1","Unclear","Foxd1",261,"ENSG00000251493","261.1.1","ENSMUSG00000078302","forkhead box D1 [Source:MGI Symbol;Acc:MGI:1347463]",1,1,"Foxd1","CellAge_all_only"
"FOXM1","Inhibits","Foxm1",262,"ENSG00000111206","262.1.1","ENSMUSG00000001517","forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]",1,1,"Foxm1","CellAge_inhibits"
"FOXO1","Induces","Foxo1",263,"ENSG00000150907","263.1.1","ENSMUSG00000044167","forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]",1,1,"Foxo1","CellAge_induces"
"FOXO3","Inhibits","Foxo3",264,"ENSG00000118689","264.1.1","ENSMUSG00000048756","forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]",1,1,"Foxo3","CellAge_inhibits"
"FOXO4","Induces","Foxo4",265,"ENSG00000184481","265.1.1","ENSMUSG00000042903","forkhead box O4 [Source:MGI Symbol;Acc:MGI:1891915]",1,1,"Foxo4","CellAge_induces"
"FOXP3","Induces","Foxp3",267,"ENSG00000049768","267.1.1","ENSMUSG00000039521","forkhead box P3 [Source:MGI Symbol;Acc:MGI:1891436]",1,1,"Foxp3","CellAge_induces"
"FOXQ1","Inhibits","Foxq1",268,"ENSG00000164379","268.1.1","ENSMUSG00000038415","forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]",1,1,"Foxq1","CellAge_inhibits"
"FSCN1","Inhibits","Fscn1",269,"ENSG00000075618","269.1.1","ENSMUSG00000029581","fascin actin-bundling protein 1 [Source:MGI Symbol;Acc:MGI:1352745]",1,1,"Fscn1","CellAge_inhibits"
"FXR1","Inhibits","Fxr1",271,"ENSG00000114416","271.1.1","ENSMUSG00000027680","FMR1 autosomal homolog 1 [Source:MGI Symbol;Acc:MGI:104860]",1,1,"Fxr1","CellAge_inhibits"
"GADD45G","Induces","Gadd45g",273,"ENSG00000130222","273.1.1","ENSMUSG00000021453","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]",1,1,"Gadd45g","CellAge_induces"
"GATA4","Induces","Gata4",275,"ENSG00000136574","275.1.1","ENSMUSG00000021944","GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]",1,1,"Gata4","CellAge_induces"
"GDF15","Induces","Gdf15",276,"ENSG00000130513","276.1.1","ENSMUSG00000038508","growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]",1,1,"Gdf15","CellAge_induces"
"GEMIN2","Induces","Gemin2",277,"ENSG00000092208","277.1.1","ENSMUSG00000060121","gem nuclear organelle associated protein 2 [Source:MGI Symbol;Acc:MGI:1913853]",1,1,"Gemin2","CellAge_induces"
"GGCT","Inhibits","Ggct",278,"ENSG00000006625","278.1.1","ENSMUSG00000002797","gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]",1,1,"Ggct","CellAge_inhibits"
