"item_id","required_class","category","role","basename_exact","dest_rel","required","used_by","required_reason","preferred_rel"
"062","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_source_file_audit.csv","step22_methods_12_1_source_file_audit.csv","optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_source_file_audit.csv",FALSE,"Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_source_file_audit.csv"
"063","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_summary_to_send_me.txt","step22_methods_12_1_summary_to_send_me.txt","optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_summary_to_send_me.txt",FALSE,"Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_summary_to_send_me.txt"
"064","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_script_archive_note.txt","step22_methods_12_1_script_archive_note.txt","optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_script_archive_note.txt",FALSE,"Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_script_archive_note.txt"
"065","REQUIRED","06_required_Figure5A_signature_score","chronic_step2_current78_TMM_aligned_signature_gene_metadata_used.csv","chronic_step2_current78_TMM_aligned_signature_gene_metadata_used.csv","tables_required/06_Figure5A_signature_score/chronic_step2_current78_TMM_aligned_signature_gene_metadata_used.csv",TRUE,"Figure5A and Figure5D chronic signature-score input","These files are the minimum source data/statistics/metadata for the chronic 75-gene signature score panel.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_gene_metadata_used.csv"
"066","REQUIRED","06_required_Figure5A_signature_score","chronic_step2_current78_TMM_aligned_signature_scores_by_sample.csv","chronic_step2_current78_TMM_aligned_signature_scores_by_sample.csv","tables_required/06_Figure5A_signature_score/chronic_step2_current78_TMM_aligned_signature_scores_by_sample.csv",TRUE,"Figure5A and Figure5D chronic signature-score input","These files are the minimum source data/statistics/metadata for the chronic 75-gene signature score panel.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_scores_by_sample.csv"
"067","REQUIRED","06_required_Figure5A_signature_score","chronic_step2_current78_TMM_aligned_signature_score_group_comparisons.csv","chronic_step2_current78_TMM_aligned_signature_score_group_comparisons.csv","tables_required/06_Figure5A_signature_score/chronic_step2_current78_TMM_aligned_signature_score_group_comparisons.csv",TRUE,"Figure5A and Figure5D chronic signature-score input","These files are the minimum source data/statistics/metadata for the chronic 75-gene signature score panel.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_score_group_comparisons.csv"
"068","REQUIRED","06_required_Figure5A_signature_score","chronic_step2_current78_TMM_aligned_sample_metadata_used.csv","chronic_step2_current78_TMM_aligned_sample_metadata_used.csv","tables_required/06_Figure5A_signature_score/chronic_step2_current78_TMM_aligned_sample_metadata_used.csv",TRUE,"Figure5A and Figure5D chronic signature-score input","These files are the minimum source data/statistics/metadata for the chronic 75-gene signature score panel.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_sample_metadata_used.csv"
"069","REQUIRED","06_required_Figure5A_signature_score","chronic_step2_current78_TMM_aligned_signature_score_run_summary.csv","chronic_step2_current78_TMM_aligned_signature_score_run_summary.csv","tables_required/06_Figure5A_signature_score/chronic_step2_current78_TMM_aligned_signature_score_run_summary.csv",TRUE,"Figure5A and Figure5D chronic signature-score input","These files are the minimum source data/statistics/metadata for the chronic 75-gene signature score panel.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_score_run_summary.csv"
"070","REQUIRED","06_required_Figure5A_signature_score_figures","Figure5A_current78_chronic_signature_scores_TMM_aligned.png","Figure5A_current78_chronic_signature_scores_TMM_aligned.png","figures_required/Figure5A_signature_score/Figure5A_current78_chronic_signature_scores_TMM_aligned.png",TRUE,"Figure5A","Final Figure5A image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5A_current78_chronic_signature_score_TMM_aligned/Figure5A_current78_chronic_signature_scores_TMM_aligned.png"
"071","REQUIRED","06_required_Figure5A_signature_score_figures","Figure5A_current78_chronic_signature_scores_TMM_aligned.pdf","Figure5A_current78_chronic_signature_scores_TMM_aligned.pdf","figures_required/Figure5A_signature_score/Figure5A_current78_chronic_signature_scores_TMM_aligned.pdf",TRUE,"Figure5A","Final Figure5A image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5A_current78_chronic_signature_score_TMM_aligned/Figure5A_current78_chronic_signature_scores_TMM_aligned.pdf"
"072","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv","chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv"
"073","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv","chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv"
"074","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_signature_scores_long.csv","chronic_step2_current78_TMM_aligned_signature_scores_long.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_signature_scores_long.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_scores_long.csv"
"075","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_plot_files.csv","chronic_step2_current78_TMM_aligned_plot_files.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_plot_files.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_plot_files.csv"
"076","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_normalization_summary.csv","chronic_step2_current78_TMM_aligned_normalization_summary.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_normalization_summary.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_normalization_summary.csv"
"077","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_library_summary.csv","chronic_step2_current78_TMM_aligned_library_summary.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_library_summary.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_library_summary.csv"
"078","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_input_file_audit.csv","chronic_step2_current78_TMM_aligned_input_file_audit.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_input_file_audit.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_input_file_audit.csv"
"079","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_versions_and_method_records.csv","chronic_step2_current78_TMM_aligned_versions_and_method_records.csv","optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_versions_and_method_records.csv",FALSE,"Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_versions_and_method_records.csv"
"080","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset.csv","chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset.csv"
"081","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_ranked_genes_ACLT_alone_52W_vs_Control_52W.csv","chronic_step4_ranked_genes_ACLT_alone_52W_vs_Control_52W.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_ranked_genes_ACLT_alone_52W_vs_Control_52W.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_ranked_genes_ACLT_alone_52W_vs_Control_52W.csv"
"082","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_fgsea_full_hallmark_ACLT_alone_52W_vs_Control_52W.csv","chronic_step4_fgsea_full_hallmark_ACLT_alone_52W_vs_Control_52W.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_fgsea_full_hallmark_ACLT_alone_52W_vs_Control_52W.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_fgsea_full_hallmark_ACLT_alone_52W_vs_Control_52W.csv"
"083","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_target_pathway_results_from_full_hallmark.csv","chronic_step4_target_pathway_results_from_full_hallmark.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_target_pathway_results_from_full_hallmark.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_target_pathway_results_from_full_hallmark.csv"
"084","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_target_pathway_running_curve_source_data.csv","chronic_step4_target_pathway_running_curve_source_data.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_target_pathway_running_curve_source_data.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_target_pathway_running_curve_source_data.csv"
"085","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_sample_metadata_used.csv","chronic_step4_sample_metadata_used.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_sample_metadata_used.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_sample_metadata_used.csv"
"086","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_DE_run_summary.csv","chronic_step4_DE_run_summary.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_DE_run_summary.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_DE_run_summary.csv"
"087","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_GSEA_run_summary.csv","chronic_step4_GSEA_run_summary.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_GSEA_run_summary.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_GSEA_run_summary.csv"
"088","REQUIRED","07_required_Figure5B_DE_GSEA","chronic_step4_fgsea_reproducibility_settings.csv","chronic_step4_fgsea_reproducibility_settings.csv","tables_required/07_Figure5B_DE_GSEA/chronic_step4_fgsea_reproducibility_settings.csv",TRUE,"Figure5B, J2 core DE audit, K Figure5C, and L Figure5D","These files are the minimum genome-wide DE/GSEA outputs and source data needed for the chronic GSEA panel and downstream core-gene audit.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_fgsea_reproducibility_settings.csv"
"089","REQUIRED","07_required_Figure5B_GSEA_figures","Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.png","Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.png","figures_required/Figure5B_Hallmark_GSEA/Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.png",TRUE,"Figure5B","Final Figure5B image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5B_current78_chronic_Hallmark_GSEA/Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.png"
"090","REQUIRED","07_required_Figure5B_GSEA_figures","Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.pdf","Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.pdf","figures_required/Figure5B_Hallmark_GSEA/Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.pdf",TRUE,"Figure5B","Final Figure5B image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5B_current78_chronic_Hallmark_GSEA/Figure5B_current78_chronic_Hallmark_GSEA_running_curves_mouse_style.pdf"
"091","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_gene_id_to_symbol_map_used_for_GSEA.csv","chronic_step4_gene_id_to_symbol_map_used_for_GSEA.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_gene_id_to_symbol_map_used_for_GSEA.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_gene_id_to_symbol_map_used_for_GSEA.csv"
"092","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset_sorted_by_PValue.csv","chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset_sorted_by_PValue.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset_sorted_by_PValue.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_DE_ACLT_alone_52W_vs_Control_52W_edgeR_QLF_tximport_offset_sorted_by_PValue.csv"
"093","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_strict_DEGs_FDR0.05_abslogFC1.csv","chronic_step4_strict_DEGs_FDR0.05_abslogFC1.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_strict_DEGs_FDR0.05_abslogFC1.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_strict_DEGs_FDR0.05_abslogFC1.csv"
"094","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_MDS_Control52W_vs_ACLTalone52W_colored_points_coordinates.csv","chronic_step4_MDS_Control52W_vs_ACLTalone52W_colored_points_coordinates.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_MDS_Control52W_vs_ACLTalone52W_colored_points_coordinates.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_MDS_Control52W_vs_ACLTalone52W_colored_points_coordinates.csv"
"095","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_sus_scrofa_hallmark_membership.csv","chronic_step4_sus_scrofa_hallmark_membership.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_sus_scrofa_hallmark_membership.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_sus_scrofa_hallmark_membership.csv"
"096","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_hallmark_gene_set_coverage.csv","chronic_step4_hallmark_gene_set_coverage.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_hallmark_gene_set_coverage.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_hallmark_gene_set_coverage.csv"
"097","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_versions_and_method_records.csv","chronic_step4_versions_and_method_records.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_versions_and_method_records.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_versions_and_method_records.csv"
"098","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_input_file_audit.csv","chronic_step4_input_file_audit.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_input_file_audit.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_input_file_audit.csv"
"099","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_plot_files.csv","chronic_step4_plot_files.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_plot_files.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_plot_files.csv"
"100","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_current78_DE_GSEA_overall_summary.csv","chronic_step4_current78_DE_GSEA_overall_summary.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_current78_DE_GSEA_overall_summary.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_current78_DE_GSEA_overall_summary.csv"
"101","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_length_matrix_file_candidates.csv","chronic_step4_length_matrix_file_candidates.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_length_matrix_file_candidates.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_length_matrix_file_candidates.csv"
"102","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_genes_removed_due_to_invalid_effective_length.csv","chronic_step4_genes_removed_due_to_invalid_effective_length.csv","optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_genes_removed_due_to_invalid_effective_length.csv",FALSE,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_genes_removed_due_to_invalid_effective_length.csv"
"103","OPTIONAL","07_optional_Step4_QC_figures","chronic_step4_PCA_Control52W_vs_ACLTalone52W.png","chronic_step4_PCA_Control52W_vs_ACLTalone52W.png","optional_QC_audit/07_Step4_QC_figures/chronic_step4_PCA_Control52W_vs_ACLTalone52W.png",FALSE,"QC visualization only","Optional QC figures; they are useful but are not part of the main Figure5 manuscript panels unless you choose to submit them as supplement.","rebuild_submission/03_pig_chronic/figures/chronic_step4_current78_QC/chronic_step4_PCA_Control52W_vs_ACLTalone52W.png"
"104","OPTIONAL","07_optional_Step4_QC_figures","chronic_step4_PCA_Control52W_vs_ACLTalone52W.pdf","chronic_step4_PCA_Control52W_vs_ACLTalone52W.pdf","optional_QC_audit/07_Step4_QC_figures/chronic_step4_PCA_Control52W_vs_ACLTalone52W.pdf",FALSE,"QC visualization only","Optional QC figures; they are useful but are not part of the main Figure5 manuscript panels unless you choose to submit them as supplement.","rebuild_submission/03_pig_chronic/figures/chronic_step4_current78_QC/chronic_step4_PCA_Control52W_vs_ACLTalone52W.pdf"
"105","OPTIONAL","07_optional_Step4_QC_figures","chronic_step4_MDS_Control52W_vs_ACLTalone52W.png","chronic_step4_MDS_Control52W_vs_ACLTalone52W.png","optional_QC_audit/07_Step4_QC_figures/chronic_step4_MDS_Control52W_vs_ACLTalone52W.png",FALSE,"QC visualization only","Optional QC figures; they are useful but are not part of the main Figure5 manuscript panels unless you choose to submit them as supplement.","rebuild_submission/03_pig_chronic/figures/chronic_step4_current78_QC/chronic_step4_MDS_Control52W_vs_ACLTalone52W.png"
"106","OPTIONAL","07_optional_Step4_QC_figures","chronic_step4_MDS_Control52W_vs_ACLTalone52W.pdf","chronic_step4_MDS_Control52W_vs_ACLTalone52W.pdf","optional_QC_audit/07_Step4_QC_figures/chronic_step4_MDS_Control52W_vs_ACLTalone52W.pdf",FALSE,"QC visualization only","Optional QC figures; they are useful but are not part of the main Figure5 manuscript panels unless you choose to submit them as supplement.","rebuild_submission/03_pig_chronic/figures/chronic_step4_current78_QC/chronic_step4_MDS_Control52W_vs_ACLTalone52W.pdf"
"107","REQUIRED","08_required_Step5B_core_DE_audit","chronic_step5B_early_defined_24_core_chronic_DE_audit_table.csv","chronic_step5B_early_defined_24_core_chronic_DE_audit_table.csv","tables_required/08_Step5B_core_DE_audit/chronic_step5B_early_defined_24_core_chronic_DE_audit_table.csv",TRUE,"Figure5C source classification and Figure5D core-gene status","These files are the minimum core-gene DE audit outputs needed for Figure5C and Figure5D.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_early_defined_24_core_chronic_DE_audit_table.csv"
"108","REQUIRED","08_required_Step5B_core_DE_audit","chronic_step5B_early_defined_24_core_chronic_DE_audit_summary.csv","chronic_step5B_early_defined_24_core_chronic_DE_audit_summary.csv","tables_required/08_Step5B_core_DE_audit/chronic_step5B_early_defined_24_core_chronic_DE_audit_summary.csv",TRUE,"Figure5C source classification and Figure5D core-gene status","These files are the minimum core-gene DE audit outputs needed for Figure5C and Figure5D.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_early_defined_24_core_chronic_DE_audit_summary.csv"
"109","REQUIRED","08_required_Step5B_core_DE_audit","chronic_step5B_core_retention_class_summary.csv","chronic_step5B_core_retention_class_summary.csv","tables_required/08_Step5B_core_DE_audit/chronic_step5B_core_retention_class_summary.csv",TRUE,"Figure5C source classification and Figure5D core-gene status","These files are the minimum core-gene DE audit outputs needed for Figure5C and Figure5D.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_retention_class_summary.csv"
"110","REQUIRED","08_required_Step5B_core_DE_audit","chronic_step5B_core_genes_chronic_strict_and_direction_consistent.csv","chronic_step5B_core_genes_chronic_strict_and_direction_consistent.csv","tables_required/08_Step5B_core_DE_audit/chronic_step5B_core_genes_chronic_strict_and_direction_consistent.csv",TRUE,"Figure5C source classification and Figure5D core-gene status","These files are the minimum core-gene DE audit outputs needed for Figure5C and Figure5D.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_genes_chronic_strict_and_direction_consistent.csv"
"111","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_chronic_DE_audit_by_early_direction.csv","chronic_step5B_core_chronic_DE_audit_by_early_direction.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_chronic_DE_audit_by_early_direction.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_chronic_DE_audit_by_early_direction.csv"
"112","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_genes_chronic_strict_DEG.csv","chronic_step5B_core_genes_chronic_strict_DEG.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_genes_chronic_strict_DEG.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_genes_chronic_strict_DEG.csv"
