"mouse_symbol","human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","score_type","gene_id","source"
"Epas1","EPAS1","Inhibits","Epas1",225,"ENSG00000116016","225.1.1","ENSMUSG00000024140","endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]",1,1,"CellAge_inhibits","G10090_24863","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Epha3","EPHA3","Inhibits","Epha3",226,"ENSG00000044524","226.1.1","ENSMUSG00000052504","Eph receptor A3 [Source:MGI Symbol;Acc:MGI:99612]",1,1,"CellAge_inhibits","G10090_19693","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Epha5","EPHA5","Inhibits","Epha5",227,"ENSG00000145242","227.1.1","ENSMUSG00000029245","Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654]",1,1,"CellAge_inhibits","G10090_3085","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Epor","EPOR","Inhibits","Epor",228,"ENSG00000187266","228.1.1","ENSMUSG00000006235","erythropoietin receptor [Source:MGI Symbol;Acc:MGI:95408]",1,1,"CellAge_inhibits","G10090_19492","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Erbb2","ERBB2","Induces","Erbb2",229,"ENSG00000141736","229.1.1","ENSMUSG00000062312","erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410]",1,1,"CellAge_induces","G10090_29004","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Ercc1","ERCC1","Inhibits","Ercc1",230,"ENSG00000012061","230.1.1","ENSMUSG00000003549","excision repair cross-complementing rodent repair deficiency, complementation group 1 [Source:MGI Symbol;Acc:MGI:95412]",1,1,"CellAge_inhibits","G10090_1233","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Errfi1","ERRFI1","Induces","Errfi1",231,"ENSG00000116285","231.1.1","ENSMUSG00000028967","ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405]",1,1,"CellAge_induces","G10090_13843","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Espl1","ESPL1","Inhibits","Espl1",233,"ENSG00000135476","233.1.1","ENSMUSG00000058290","extra spindle pole bodies 1, separase [Source:MGI Symbol;Acc:MGI:2146156]",1,1,"CellAge_inhibits","G10090_7033","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Esr1","ESR1","Inhibits","Esr1",234,"ENSG00000091831","234.1.1","ENSMUSG00000019768","estrogen receptor 1 (alpha) [Source:MGI Symbol;Acc:MGI:1352467]",1,1,"CellAge_inhibits","G10090_3392","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Esrrb","ESRRB","Induces","Esrrb",235,"ENSG00000119715","235.1.1","ENSMUSG00000021255","estrogen related receptor, beta [Source:MGI Symbol;Acc:MGI:1346832]",1,1,"CellAge_induces","G10090_12634","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Ets1","ETS1","Induces","Ets1",236,"ENSG00000134954","236.1.1","ENSMUSG00000032035","E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]",1,1,"CellAge_induces","G10090_223","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Ets2","ETS2","Induces","Ets2",237,"ENSG00000157557","237.1.1","ENSMUSG00000022895","E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]",1,1,"CellAge_induces","G10090_18479","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Etv6","ETV6","Induces","Etv6",238,"ENSG00000139083","238.1.1","ENSMUSG00000030199","ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]",1,1,"CellAge_induces","G10090_14511","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Ewsr1","EWSR1","Induces","Ewsr1",239,"ENSG00000182944","239.1.1","ENSMUSG00000009079","Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]",1,1,"CellAge_induces","G10090_2649","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Ezh2","EZH2","Inhibits","Ezh2",240,"ENSG00000106462","240.1.1","ENSMUSG00000029687","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]",1,1,"CellAge_inhibits","G10090_9161","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Fancd2","FANCD2","Induces","Fancd2",241,"ENSG00000144554","241.1.1","ENSMUSG00000034023","Fanconi anemia, complementation group D2 [Source:MGI Symbol;Acc:MGI:2448480]",1,1,"CellAge_induces","G10090_12644","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Fasn","FASN","Induces","Fasn",242,"ENSG00000169710","242.1.1","ENSMUSG00000025153","fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]",1,1,"CellAge_induces","G10090_29400","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Fastk","FASTK","Induces","Fastk",243,"ENSG00000164896","243.1.1","ENSMUSG00000028959","Fas-activated serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1913837]",1,1,"CellAge_induces","G10090_9762","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Fbxo22","FBXO22","Induces","Fbxo22",244,"ENSG00000167196","244.1.1","ENSMUSG00000032309","F-box protein 22 [Source:MGI Symbol;Acc:MGI:1926014]",1,1,"CellAge_induces","G10090_11172","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Fbxo31","FBXO31","Induces","Fbxo31",245,"ENSG00000103264","245.1.1","ENSMUSG00000052934","F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]",1,1,"CellAge_induces","G10090_25812","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Fbxo4","FBXO4","Induces","Fbxo4",246,"ENSG00000151876","246.1.1","ENSMUSG00000022184","F-box protein 4 [Source:MGI Symbol;Acc:MGI:2146220]",1,1,"CellAge_induces","G10090_29977","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Fbxo5","FBXO5","Inhibits","Fbxo5",247,"ENSG00000112029","247.1.1","ENSMUSG00000019773","F-box protein 5 [Source:MGI Symbol;Acc:MGI:1914391]",1,1,"CellAge_inhibits","G10090_28034","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Fbxw11","FBXW11","Inhibits","Fbxw11",248,"ENSG00000072803","248.1.1","ENSMUSG00000020271","F-box and WD-40 domain protein 11 [Source:MGI Symbol;Acc:MGI:2144023]",1,1,"CellAge_inhibits","G10090_4105","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Fdps","FDPS","Inhibits","Fdps",249,"ENSG00000160752","249.1.1","ENSMUSG00000059743","farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]",1,1,"CellAge_inhibits","G10090_21886","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Fermt1","FERMT1","Inhibits","Fermt1",250,"ENSG00000101311","250.1.1","ENSMUSG00000027356","fermitin family member 1 [Source:MGI Symbol;Acc:MGI:2443583]",1,1,"CellAge_inhibits","G10090_4308","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Fermt2","FERMT2","Inhibits","Fermt2",251,"ENSG00000073712","251.1.1","ENSMUSG00000037712","fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]",1,1,"CellAge_inhibits","G10090_21829","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Fgf21","FGF21","Inhibits","Fgf21",252,"ENSG00000105550","252.1.1","ENSMUSG00000030827","fibroblast growth factor 21 [Source:MGI Symbol;Acc:MGI:1861377]",1,1,"CellAge_inhibits","G10090_14124","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Fgfr1","FGFR1","Induces","Fgfr1",253,"ENSG00000077782","253.1.1","ENSMUSG00000031565","fibroblast growth factor receptor 1 [Source:MGI Symbol;Acc:MGI:95522]",1,1,"CellAge_induces","G10090_3470","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Fgfr2","FGFR2","Unclear","Fgfr2",254,"ENSG00000066468","254.1.1","ENSMUSG00000030849","fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523]",1,1,"CellAge_all_only","G10090_1723","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Fgfr3","FGFR3","Induces","Fgfr3",255,"ENSG00000068078","255.1.1","ENSMUSG00000054252","fibroblast growth factor receptor 3 [Source:MGI Symbol;Acc:MGI:95524]",1,1,"CellAge_induces","G10090_2050","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Fis1","FIS1","Inhibits","Fis1",256,"ENSG00000214253","256.1.1","ENSMUSG00000019054","fission, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1913687]",1,1,"CellAge_inhibits","G10090_18284","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Flt1","FLT1","Inhibits","Flt1",257,"ENSG00000102755","257.1.1","ENSMUSG00000029648","FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558]",1,1,"CellAge_inhibits","G10090_8983","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Fntb","FNTB","Inhibits","Fntb",258,"ENSG00000257365","258.1.1","ENSMUSG00000033373","farnesyltransferase, CAAX box, beta [Source:MGI Symbol;Acc:MGI:1861305]",1,1,"CellAge_inhibits","G10090_17690","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Fos","FOS","Inhibits","Fos",259,"ENSG00000170345","259.1.1","ENSMUSG00000021250","FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]",1,1,"CellAge_inhibits","G10090_30826","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Foxa1","FOXA1","Induces","Foxa1",260,"ENSG00000129514","260.1.1","ENSMUSG00000035451","forkhead box A1 [Source:MGI Symbol;Acc:MGI:1347472]",1,1,"CellAge_induces","G10090_8788","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Foxd1","FOXD1","Unclear","Foxd1",261,"ENSG00000251493","261.1.1","ENSMUSG00000078302","forkhead box D1 [Source:MGI Symbol;Acc:MGI:1347463]",1,1,"CellAge_all_only","G10090_4010","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Foxm1","FOXM1","Inhibits","Foxm1",262,"ENSG00000111206","262.1.1","ENSMUSG00000001517","forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]",1,1,"CellAge_inhibits","G10090_29840","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Foxo1","FOXO1","Induces","Foxo1",263,"ENSG00000150907","263.1.1","ENSMUSG00000044167","forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]",1,1,"CellAge_induces","G10090_25988","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Foxo3","FOXO3","Inhibits","Foxo3",264,"ENSG00000118689","264.1.1","ENSMUSG00000048756","forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]",1,1,"CellAge_inhibits","G10090_23462","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Foxo4","FOXO4","Induces","Foxo4",265,"ENSG00000184481","265.1.1","ENSMUSG00000042903","forkhead box O4 [Source:MGI Symbol;Acc:MGI:1891915]",1,1,"CellAge_induces","G10090_28035","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Foxp3","FOXP3","Induces","Foxp3",267,"ENSG00000049768","267.1.1","ENSMUSG00000039521","forkhead box P3 [Source:MGI Symbol;Acc:MGI:1891436]",1,1,"CellAge_induces","G10090_26189","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Foxq1","FOXQ1","Inhibits","Foxq1",268,"ENSG00000164379","268.1.1","ENSMUSG00000038415","forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]",1,1,"CellAge_inhibits","G10090_31776","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Fscn1","FSCN1","Inhibits","Fscn1",269,"ENSG00000075618","269.1.1","ENSMUSG00000029581","fascin actin-bundling protein 1 [Source:MGI Symbol;Acc:MGI:1352745]",1,1,"CellAge_inhibits","G10090_30523","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Fxr1","FXR1","Inhibits","Fxr1",271,"ENSG00000114416","271.1.1","ENSMUSG00000027680","FMR1 autosomal homolog 1 [Source:MGI Symbol;Acc:MGI:104860]",1,1,"CellAge_inhibits","G10090_4416","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Gadd45g","GADD45G","Induces","Gadd45g",273,"ENSG00000130222","273.1.1","ENSMUSG00000021453","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]",1,1,"CellAge_induces","G10090_31750","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Gata4","GATA4","Induces","Gata4",275,"ENSG00000136574","275.1.1","ENSMUSG00000021944","GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]",1,1,"CellAge_induces","G10090_1740","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Gdf15","GDF15","Induces","Gdf15",276,"ENSG00000130513","276.1.1","ENSMUSG00000038508","growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]",1,1,"CellAge_induces","G10090_16668","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Gemin2","GEMIN2","Induces","Gemin2",277,"ENSG00000092208","277.1.1","ENSMUSG00000060121","gem nuclear organelle associated protein 2 [Source:MGI Symbol;Acc:MGI:1913853]",1,1,"CellAge_induces","G10090_21648","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Ggct","GGCT","Inhibits","Ggct",278,"ENSG00000006625","278.1.1","ENSMUSG00000002797","gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]",1,1,"CellAge_inhibits","G10090_28279","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Gja6","GJA1","Induces","Gja6",279,"ENSG00000152661","279.1.1","ENSMUSG00000055691","gap junction protein, alpha 6 [Source:MGI Symbol;Acc:MGI:95717]",1,1,"CellAge_induces","G10090_19054","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Gkn1","GKN1","Induces","Gkn1",280,"ENSG00000169605","280.1.1","ENSMUSG00000030050","gastrokine 1 [Source:MGI Symbol;Acc:MGI:1913533]",1,1,"CellAge_induces","G10090_29424","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Gli1","GLI1","Inhibits","Gli1",281,"ENSG00000111087","281.1.1","ENSMUSG00000025407","GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]",1,1,"CellAge_inhibits","G10090_30611","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Gmnn","GMNN","Inhibits","Gmnn",282,"ENSG00000112312","282.1.1","ENSMUSG00000006715","geminin [Source:MGI Symbol;Acc:MGI:1927344]",1,1,"CellAge_inhibits","G10090_10445","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Gmps","GMPS","Inhibits","Gmps",283,"ENSG00000163655","283.1.1","ENSMUSG00000027823","guanine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:2448526]",1,1,"CellAge_inhibits","G10090_2997","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Gng11","GNG11","Induces","Gng11",284,"ENSG00000127920","284.1.1","ENSMUSG00000032766","guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]",1,1,"CellAge_induces","G10090_30607","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Gnmt","GNMT","Induces","Gnmt",285,"ENSG00000124713","285.1.1","ENSMUSG00000002769","glycine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1202304]",1,1,"CellAge_induces","G10090_1615","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Gpc3","GPC3","Inhibits","Gpc3",286,"ENSG00000147257","286.1.1","ENSMUSG00000055653","glypican 3 [Source:MGI Symbol;Acc:MGI:104903]",1,1,"CellAge_inhibits","G10090_15876","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Grik2","GRIK2","Induces","Grik2",287,"ENSG00000164418","287.1.1","ENSMUSG00000056073","glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]",1,1,"CellAge_induces","G10090_13179","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Grk4","GRK4","Induces","Grk4",288,"ENSG00000125388","288.1.1","ENSMUSG00000052783","G protein-coupled receptor kinase 4 [Source:MGI Symbol;Acc:MGI:95801]",1,1,"CellAge_induces","G10090_9686","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Grk6","GRK6","Induces","Grk6",289,"ENSG00000198055","289.1.1","ENSMUSG00000074886","G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]",1,1,"CellAge_induces","G10090_5971","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Grn","GRN","Inhibits","Grn",290,"ENSG00000030582","290.1.1","ENSMUSG00000034708","granulin [Source:MGI Symbol;Acc:MGI:95832]",1,1,"CellAge_inhibits","G10090_22706","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Grpr","GRPR","Inhibits","Grpr",291,"ENSG00000126010","291.1.1","ENSMUSG00000031364","gastrin releasing peptide receptor [Source:MGI Symbol;Acc:MGI:95836]",1,1,"CellAge_inhibits","G10090_16279","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Grsf1","GRSF1","Inhibits","Grsf1",292,"ENSG00000132463","292.1.1","ENSMUSG00000044221","G-rich RNA sequence binding factor 1 [Source:MGI Symbol;Acc:MGI:106479]",1,1,"CellAge_inhibits","G10090_2573","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Gsk3a","GSK3A","Inhibits","Gsk3a",293,"ENSG00000105723","293.1.1","ENSMUSG00000057177","glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]",1,1,"CellAge_inhibits","G10090_20693","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Gsk3b","GSK3B","Inhibits","Gsk3b",294,"ENSG00000082701","294.1.1","ENSMUSG00000022812","glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]",1,1,"CellAge_inhibits","G10090_7304","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Gtse1","GTSE1","Inhibits","Gtse1",295,"ENSG00000075218","295.1.1","ENSMUSG00000022385","G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]",1,1,"CellAge_inhibits","G10090_699","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Has1","HAS1","Inhibits","Has1",296,"ENSG00000105509","296.1.1","ENSMUSG00000003665","hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590]",1,1,"CellAge_inhibits","G10090_24385","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Haus4","HAUS4","Inhibits","Haus4",297,"ENSG00000092036","297.1.1","ENSMUSG00000022177","HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]",1,1,"CellAge_inhibits","G10090_19894","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Hbp1","HBP1","Induces","Hbp1",298,"ENSG00000105856","298.1.1","ENSMUSG00000002996","high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]",1,1,"CellAge_induces","G10090_22441","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Hdac1","HDAC1","Induces","Hdac1",299,"ENSG00000116478","299.1.1","ENSMUSG00000028800","histone deacetylase 1 [Source:MGI Symbol;Acc:MGI:108086]",1,1,"CellAge_induces","G10090_2455","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Hdac2","HDAC2","Inhibits","Hdac2",300,"ENSG00000196591","300.1.1","ENSMUSG00000019777","histone deacetylase 2 [Source:MGI Symbol;Acc:MGI:1097691]",1,1,"CellAge_inhibits","G10090_14374","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Hdac3","HDAC3","Inhibits","Hdac3",301,"ENSG00000171720","301.1.1","ENSMUSG00000024454","histone deacetylase 3 [Source:MGI Symbol;Acc:MGI:1343091]",1,1,"CellAge_inhibits","G10090_9955","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Hdac4","HDAC4","Inhibits","Hdac4",302,"ENSG00000068024","302.1.1","ENSMUSG00000026313","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]",1,1,"CellAge_inhibits","G10090_5786","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Hdac7","HDAC7","Inhibits","Hdac7",303,"ENSG00000061273","303.1.1","ENSMUSG00000022475","histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835]",1,1,"CellAge_inhibits","G10090_2296","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Hells","HELLS","Inhibits","Hells",304,"ENSG00000119969","304.1.1","ENSMUSG00000025001","helicase, lymphoid specific [Source:MGI Symbol;Acc:MGI:106209]",1,1,"CellAge_inhibits","G10090_18050","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Hepacam","HEPACAM","Induces","Hepacam",305,"ENSG00000165478","305.1.1","ENSMUSG00000046240","hepatocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1920177]",1,1,"CellAge_induces","G10090_3346","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
