"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs"
"Ddb1","DDB1",174,"ENSG00000167986","174.1.1","ENSMUSG00000024740","damage specific DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1202384]",1,1
"Ddb2","DDB2",175,"ENSG00000134574","175.1.1","ENSMUSG00000002109","damage specific DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1355314]",1,1
"Ddit4","DDIT4",176,"ENSG00000168209","176.1.1","ENSMUSG00000020108","DNA-damage-inducible transcript 4 [Source:MGI Symbol;Acc:MGI:1921997]",1,1
"Dek","DEK",177,"ENSG00000124795","177.1.1","ENSMUSG00000021377","DEK proto-oncogene [Source:MGI Symbol;Acc:MGI:1926209]",1,1
"Deptor","DEPTOR",178,"ENSG00000155792","178.1.1","ENSMUSG00000022419","DEP domain containing MTOR-interacting protein [Source:MGI Symbol;Acc:MGI:2146322]",1,1
"Dgcr8","DGCR8",179,"ENSG00000128191","179.1.1","ENSMUSG00000022718","DGCR8, microprocessor complex subunit [Source:MGI Symbol;Acc:MGI:2151114]",1,1
"Dhcr24","DHCR24",180,"ENSG00000116133","180.1.1","ENSMUSG00000034926","24-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1922004]",1,1
"Dhrs2","DHRS2",181,"ENSG00000100867","181.1.1","ENSMUSG00000022209","dehydrogenase/reductase member 2 [Source:MGI Symbol;Acc:MGI:1918662]",1,1
"Dhx9","DHX9",182,"ENSG00000135829","182.1.1","ENSMUSG00000042699","DExH-box helicase 9 [Source:MGI Symbol;Acc:MGI:108177]",1,1
"Dicer1","DICER1",183,"ENSG00000100697","183.1.1","ENSMUSG00000041415","dicer 1, ribonuclease type III [Source:MGI Symbol;Acc:MGI:2177178]",1,1
"Dido1","DIDO1",184,"ENSG00000101191","184.1.1","ENSMUSG00000038914","death inducer-obliterator 1 [Source:MGI Symbol;Acc:MGI:1344352]",1,1
"Dkc1","DKC1",186,"ENSG00000130826","186.1.1","ENSMUSG00000031403","dyskeratosis congenita 1, dyskerin [Source:MGI Symbol;Acc:MGI:1861727]",1,1
"Dlc1","DLC1",187,"ENSG00000164741","187.1.1","ENSMUSG00000031523","deleted in liver cancer 1 [Source:MGI Symbol;Acc:MGI:1354949]",1,1
"Dnmt1","DNMT1",189,"ENSG00000130816","189.1.1","ENSMUSG00000004099","DNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:94912]",1,1
"Dnmt3a","DNMT3A",190,"ENSG00000119772","190.1.1","ENSMUSG00000020661","DNA methyltransferase 3A [Source:MGI Symbol;Acc:MGI:1261827]",1,1
"Dot1l","DOT1L",192,"ENSG00000104885","192.1.1","ENSMUSG00000061589","DOT1 like histone lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2143886]",1,1
"Dpp4","DPP4",193,"ENSG00000197635","193.1.1","ENSMUSG00000035000","dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]",1,1
"Dpy30","DPY30",194,"ENSG00000162961","194.1.1","ENSMUSG00000024067","dpy-30, histone methyltransferase complex regulatory subunit [Source:MGI Symbol;Acc:MGI:1913560]",1,1
"Dtl","DTL",195,"ENSG00000143476","195.1.1","ENSMUSG00000037474","denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093]",1,1
"Dusp1","DUSP1",196,"ENSG00000120129","196.1.1","ENSMUSG00000024190","dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]",1,1
"Dusp16","DUSP16",197,"ENSG00000111266","197.1.1","ENSMUSG00000030203","dual specificity phosphatase 16 [Source:MGI Symbol;Acc:MGI:1917936]",1,1
"Dusp21","DUSP21",198,"ENSG00000189037","198.1.1","ENSMUSG00000025043","dual specificity phosphatase 21 [Source:MGI Symbol;Acc:MGI:1920797]",1,1
"Dusp6","DUSP6",200,"ENSG00000139318","200.1.1","ENSMUSG00000019960","dual specificity phosphatase 6 [Source:MGI Symbol;Acc:MGI:1914853]",1,1
"Dyrk1a","DYRK1A",201,"ENSG00000157540","201.1.1","ENSMUSG00000022897","dual-specificity tyrosine phosphorylation regulated kinase 1a [Source:MGI Symbol;Acc:MGI:1330299]",1,1
"E2f1","E2F1",202,"ENSG00000101412","202.1.1","ENSMUSG00000027490","E2F transcription factor 1 [Source:MGI Symbol;Acc:MGI:101941]",1,1
"E2f3","E2F3",203,"ENSG00000112242","203.1.1","ENSMUSG00000016477","E2F transcription factor 3 [Source:MGI Symbol;Acc:MGI:1096340]",1,1
"E2f7","E2F7",204,"ENSG00000165891","204.1.1","ENSMUSG00000020185","E2F transcription factor 7 [Source:MGI Symbol;Acc:MGI:1289147]",1,1
"Ect2","ECT2",205,"ENSG00000114346","205.1.1","ENSMUSG00000027699","ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281]",1,1
"Eef1e1","EEF1E1",206,"ENSG00000124802","206.1.1","ENSMUSG00000001707","eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]",1,1
"Egfr","EGFR",207,"ENSG00000146648","207.1.1","ENSMUSG00000020122","epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]",1,1
"Egln1","EGLN1",208,"ENSG00000135766","208.1.1","ENSMUSG00000031987","egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]",1,1
"Egr2","EGR2",209,"ENSG00000122877","209.1.1","ENSMUSG00000037868","early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]",1,1
"Ehf","EHF",210,"ENSG00000135373","210.1.1","ENSMUSG00000012350","ets homologous factor [Source:MGI Symbol;Acc:MGI:1270840]",1,1
"Ehmt2","EHMT2",211,"ENSG00000204371","211.1.1","ENSMUSG00000013787","euchromatic histone lysine N-methyltransferase 2 [Source:MGI Symbol;Acc:MGI:2148922]",1,1
"Eid3","EID3",212,"ENSG00000255150","212.1.1","ENSMUSG00000109864","EP300 interacting inhibitor of differentiation 3 [Source:MGI Symbol;Acc:MGI:1913591]",1,1
"Eif2ak2","EIF2AK2",213,"ENSG00000055332","213.1.1","ENSMUSG00000024079","eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]",1,1
"Eif2ak3","EIF2AK3",214,"ENSG00000172071","214.1.1","ENSMUSG00000031668","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830]",1,1
"Eif4e","EIF4E",215,"ENSG00000151247","215.1.1","ENSMUSG00000028156","eukaryotic translation initiation factor 4E [Source:MGI Symbol;Acc:MGI:95305]",1,1
"Eif4ebp1","EIF4EBP1",216,"ENSG00000187840","216.1.1","ENSMUSG00000031490","eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267]",1,1
"Eif4g2","EIF4G2",217,"ENSG00000110321","217.1.1","ENSMUSG00000005610","eukaryotic translation initiation factor 4, gamma 2 [Source:MGI Symbol;Acc:MGI:109207]",1,1
"Elavl1","ELAVL1",218,"ENSG00000066044","218.1.1","ENSMUSG00000040028","ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100851]",1,1
"Eloa","ELOA",219,"ENSG00000011007","219.1.1","ENSMUSG00000028668","elongin A [Source:MGI Symbol;Acc:MGI:1351315]",1,1
"Endog","ENDOG",220,"ENSG00000167136","220.1.1","ENSMUSG00000015337","endonuclease G [Source:MGI Symbol;Acc:MGI:1261433]",1,1
"Eng","ENG",221,"ENSG00000106991","221.1.1","ENSMUSG00000026814","endoglin [Source:MGI Symbol;Acc:MGI:95392]",1,1
"Entpd7","ENTPD7",223,"ENSG00000198018","223.1.1","ENSMUSG00000025192","ectonucleoside triphosphate diphosphohydrolase 7 [Source:MGI Symbol;Acc:MGI:2135885]",1,1
"Ep300","EP300",224,"ENSG00000100393","224.1.1","ENSMUSG00000055024","E1A binding protein p300 [Source:MGI Symbol;Acc:MGI:1276116]",1,1
"Epas1","EPAS1",225,"ENSG00000116016","225.1.1","ENSMUSG00000024140","endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]",1,1
"Epha3","EPHA3",226,"ENSG00000044524","226.1.1","ENSMUSG00000052504","Eph receptor A3 [Source:MGI Symbol;Acc:MGI:99612]",1,1
"Epha5","EPHA5",227,"ENSG00000145242","227.1.1","ENSMUSG00000029245","Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654]",1,1
"Epor","EPOR",228,"ENSG00000187266","228.1.1","ENSMUSG00000006235","erythropoietin receptor [Source:MGI Symbol;Acc:MGI:95408]",1,1
"Erbb2","ERBB2",229,"ENSG00000141736","229.1.1","ENSMUSG00000062312","erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410]",1,1
"Ercc1","ERCC1",230,"ENSG00000012061","230.1.1","ENSMUSG00000003549","excision repair cross-complementing rodent repair deficiency, complementation group 1 [Source:MGI Symbol;Acc:MGI:95412]",1,1
"Errfi1","ERRFI1",231,"ENSG00000116285","231.1.1","ENSMUSG00000028967","ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405]",1,1
"Espl1","ESPL1",233,"ENSG00000135476","233.1.1","ENSMUSG00000058290","extra spindle pole bodies 1, separase [Source:MGI Symbol;Acc:MGI:2146156]",1,1
"Esr1","ESR1",234,"ENSG00000091831","234.1.1","ENSMUSG00000019768","estrogen receptor 1 (alpha) [Source:MGI Symbol;Acc:MGI:1352467]",1,1
"Esrrb","ESRRB",235,"ENSG00000119715","235.1.1","ENSMUSG00000021255","estrogen related receptor, beta [Source:MGI Symbol;Acc:MGI:1346832]",1,1
"Ets1","ETS1",236,"ENSG00000134954","236.1.1","ENSMUSG00000032035","E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]",1,1
"Ets2","ETS2",237,"ENSG00000157557","237.1.1","ENSMUSG00000022895","E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]",1,1
"Etv6","ETV6",238,"ENSG00000139083","238.1.1","ENSMUSG00000030199","ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]",1,1
"Ewsr1","EWSR1",239,"ENSG00000182944","239.1.1","ENSMUSG00000009079","Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]",1,1
"Ezh2","EZH2",240,"ENSG00000106462","240.1.1","ENSMUSG00000029687","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]",1,1
"Fancd2","FANCD2",241,"ENSG00000144554","241.1.1","ENSMUSG00000034023","Fanconi anemia, complementation group D2 [Source:MGI Symbol;Acc:MGI:2448480]",1,1
"Fasn","FASN",242,"ENSG00000169710","242.1.1","ENSMUSG00000025153","fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]",1,1
"Fastk","FASTK",243,"ENSG00000164896","243.1.1","ENSMUSG00000028959","Fas-activated serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1913837]",1,1
"Fbxo22","FBXO22",244,"ENSG00000167196","244.1.1","ENSMUSG00000032309","F-box protein 22 [Source:MGI Symbol;Acc:MGI:1926014]",1,1
"Fbxo31","FBXO31",245,"ENSG00000103264","245.1.1","ENSMUSG00000052934","F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]",1,1
"Fbxo4","FBXO4",246,"ENSG00000151876","246.1.1","ENSMUSG00000022184","F-box protein 4 [Source:MGI Symbol;Acc:MGI:2146220]",1,1
"Fbxo5","FBXO5",247,"ENSG00000112029","247.1.1","ENSMUSG00000019773","F-box protein 5 [Source:MGI Symbol;Acc:MGI:1914391]",1,1
"Fbxw11","FBXW11",248,"ENSG00000072803","248.1.1","ENSMUSG00000020271","F-box and WD-40 domain protein 11 [Source:MGI Symbol;Acc:MGI:2144023]",1,1
"Fdps","FDPS",249,"ENSG00000160752","249.1.1","ENSMUSG00000059743","farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]",1,1
"Fermt1","FERMT1",250,"ENSG00000101311","250.1.1","ENSMUSG00000027356","fermitin family member 1 [Source:MGI Symbol;Acc:MGI:2443583]",1,1
"Fermt2","FERMT2",251,"ENSG00000073712","251.1.1","ENSMUSG00000037712","fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]",1,1
"Fgf21","FGF21",252,"ENSG00000105550","252.1.1","ENSMUSG00000030827","fibroblast growth factor 21 [Source:MGI Symbol;Acc:MGI:1861377]",1,1
"Fgfr1","FGFR1",253,"ENSG00000077782","253.1.1","ENSMUSG00000031565","fibroblast growth factor receptor 1 [Source:MGI Symbol;Acc:MGI:95522]",1,1
"Fgfr2","FGFR2",254,"ENSG00000066468","254.1.1","ENSMUSG00000030849","fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523]",1,1
"Fgfr3","FGFR3",255,"ENSG00000068078","255.1.1","ENSMUSG00000054252","fibroblast growth factor receptor 3 [Source:MGI Symbol;Acc:MGI:95524]",1,1
"Fis1","FIS1",256,"ENSG00000214253","256.1.1","ENSMUSG00000019054","fission, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1913687]",1,1
"Flt1","FLT1",257,"ENSG00000102755","257.1.1","ENSMUSG00000029648","FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558]",1,1
"Fntb","FNTB",258,"ENSG00000257365","258.1.1","ENSMUSG00000033373","farnesyltransferase, CAAX box, beta [Source:MGI Symbol;Acc:MGI:1861305]",1,1
"Fos","FOS",259,"ENSG00000170345","259.1.1","ENSMUSG00000021250","FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]",1,1
"Foxa1","FOXA1",260,"ENSG00000129514","260.1.1","ENSMUSG00000035451","forkhead box A1 [Source:MGI Symbol;Acc:MGI:1347472]",1,1
"Foxd1","FOXD1",261,"ENSG00000251493","261.1.1","ENSMUSG00000078302","forkhead box D1 [Source:MGI Symbol;Acc:MGI:1347463]",1,1
"Foxm1","FOXM1",262,"ENSG00000111206","262.1.1","ENSMUSG00000001517","forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]",1,1
"Foxo1","FOXO1",263,"ENSG00000150907","263.1.1","ENSMUSG00000044167","forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]",1,1
"Foxo3","FOXO3",264,"ENSG00000118689","264.1.1","ENSMUSG00000048756","forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]",1,1
"Foxo4","FOXO4",265,"ENSG00000184481","265.1.1","ENSMUSG00000042903","forkhead box O4 [Source:MGI Symbol;Acc:MGI:1891915]",1,1
"Foxp3","FOXP3",267,"ENSG00000049768","267.1.1","ENSMUSG00000039521","forkhead box P3 [Source:MGI Symbol;Acc:MGI:1891436]",1,1
"Foxq1","FOXQ1",268,"ENSG00000164379","268.1.1","ENSMUSG00000038415","forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]",1,1
"Fscn1","FSCN1",269,"ENSG00000075618","269.1.1","ENSMUSG00000029581","fascin actin-bundling protein 1 [Source:MGI Symbol;Acc:MGI:1352745]",1,1
"Fxr1","FXR1",271,"ENSG00000114416","271.1.1","ENSMUSG00000027680","FMR1 autosomal homolog 1 [Source:MGI Symbol;Acc:MGI:104860]",1,1
"Gadd45g","GADD45G",273,"ENSG00000130222","273.1.1","ENSMUSG00000021453","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]",1,1
"Gata4","GATA4",275,"ENSG00000136574","275.1.1","ENSMUSG00000021944","GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]",1,1
"Gdf15","GDF15",276,"ENSG00000130513","276.1.1","ENSMUSG00000038508","growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]",1,1
"Gemin2","GEMIN2",277,"ENSG00000092208","277.1.1","ENSMUSG00000060121","gem nuclear organelle associated protein 2 [Source:MGI Symbol;Acc:MGI:1913853]",1,1
"Ggct","GGCT",278,"ENSG00000006625","278.1.1","ENSMUSG00000002797","gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]",1,1
"Gja6","GJA1",279,"ENSG00000152661","279.1.1","ENSMUSG00000055691","gap junction protein, alpha 6 [Source:MGI Symbol;Acc:MGI:95717]",1,1
"Gkn1","GKN1",280,"ENSG00000169605","280.1.1","ENSMUSG00000030050","gastrokine 1 [Source:MGI Symbol;Acc:MGI:1913533]",1,1
"Gli1","GLI1",281,"ENSG00000111087","281.1.1","ENSMUSG00000025407","GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]",1,1
"Gmnn","GMNN",282,"ENSG00000112312","282.1.1","ENSMUSG00000006715","geminin [Source:MGI Symbol;Acc:MGI:1927344]",1,1
"Gmps","GMPS",283,"ENSG00000163655","283.1.1","ENSMUSG00000027823","guanine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:2448526]",1,1
"Gng11","GNG11",284,"ENSG00000127920","284.1.1","ENSMUSG00000032766","guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]",1,1
"Gnmt","GNMT",285,"ENSG00000124713","285.1.1","ENSMUSG00000002769","glycine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1202304]",1,1
"Gpc3","GPC3",286,"ENSG00000147257","286.1.1","ENSMUSG00000055653","glypican 3 [Source:MGI Symbol;Acc:MGI:104903]",1,1
"Grik2","GRIK2",287,"ENSG00000164418","287.1.1","ENSMUSG00000056073","glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]",1,1
"Grk4","GRK4",288,"ENSG00000125388","288.1.1","ENSMUSG00000052783","G protein-coupled receptor kinase 4 [Source:MGI Symbol;Acc:MGI:95801]",1,1
"Grk6","GRK6",289,"ENSG00000198055","289.1.1","ENSMUSG00000074886","G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]",1,1
"Grn","GRN",290,"ENSG00000030582","290.1.1","ENSMUSG00000034708","granulin [Source:MGI Symbol;Acc:MGI:95832]",1,1
"Grpr","GRPR",291,"ENSG00000126010","291.1.1","ENSMUSG00000031364","gastrin releasing peptide receptor [Source:MGI Symbol;Acc:MGI:95836]",1,1
"Grsf1","GRSF1",292,"ENSG00000132463","292.1.1","ENSMUSG00000044221","G-rich RNA sequence binding factor 1 [Source:MGI Symbol;Acc:MGI:106479]",1,1
"Gsk3a","GSK3A",293,"ENSG00000105723","293.1.1","ENSMUSG00000057177","glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]",1,1
"Gsk3b","GSK3B",294,"ENSG00000082701","294.1.1","ENSMUSG00000022812","glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]",1,1
"Gtse1","GTSE1",295,"ENSG00000075218","295.1.1","ENSMUSG00000022385","G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]",1,1
"Has1","HAS1",296,"ENSG00000105509","296.1.1","ENSMUSG00000003665","hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590]",1,1
"Haus4","HAUS4",297,"ENSG00000092036","297.1.1","ENSMUSG00000022177","HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]",1,1
"Hbp1","HBP1",298,"ENSG00000105856","298.1.1","ENSMUSG00000002996","high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]",1,1
"Hdac1","HDAC1",299,"ENSG00000116478","299.1.1","ENSMUSG00000028800","histone deacetylase 1 [Source:MGI Symbol;Acc:MGI:108086]",1,1
"Hdac2","HDAC2",300,"ENSG00000196591","300.1.1","ENSMUSG00000019777","histone deacetylase 2 [Source:MGI Symbol;Acc:MGI:1097691]",1,1
"Hdac3","HDAC3",301,"ENSG00000171720","301.1.1","ENSMUSG00000024454","histone deacetylase 3 [Source:MGI Symbol;Acc:MGI:1343091]",1,1
"Hdac4","HDAC4",302,"ENSG00000068024","302.1.1","ENSMUSG00000026313","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]",1,1
"Hdac7","HDAC7",303,"ENSG00000061273","303.1.1","ENSMUSG00000022475","histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835]",1,1
"Hells","HELLS",304,"ENSG00000119969","304.1.1","ENSMUSG00000025001","helicase, lymphoid specific [Source:MGI Symbol;Acc:MGI:106209]",1,1
"Hepacam","HEPACAM",305,"ENSG00000165478","305.1.1","ENSMUSG00000046240","hepatocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1920177]",1,1
"Hif1a","HIF1A",306,"ENSG00000100644","306.1.1","ENSMUSG00000021109","hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]",1,1
"Hipk2","HIPK2",307,"ENSG00000064393","307.1.1","ENSMUSG00000061436","homeodomain interacting protein kinase 2 [Source:MGI Symbol;Acc:MGI:1314872]",1,1
"Hira","HIRA",308,"ENSG00000100084","308.1.1","ENSMUSG00000022702","histone cell cycle regulator [Source:MGI Symbol;Acc:MGI:99430]",1,1
"Hivep1","HIVEP1",309,"ENSG00000095951","309.1.1","ENSMUSG00000021366","human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]",1,1
"Hjurp","HJURP",310,"ENSG00000123485","310.1.1","ENSMUSG00000044783","Holliday junction recognition protein [Source:MGI Symbol;Acc:MGI:2685821]",1,1
"Hk3","HK3",311,"ENSG00000160883","311.1.1","ENSMUSG00000025877","hexokinase 3 [Source:MGI Symbol;Acc:MGI:2670962]",1,1
"Hmga1","HMGA1",312,"ENSG00000137309","312.1.1","ENSMUSG00000046711","high mobility group AT-hook 1 [Source:MGI Symbol;Acc:MGI:96160]",1,1
"Hmga2","HMGA2",313,"ENSG00000149948","313.1.1","ENSMUSG00000056758","high mobility group AT-hook 2 [Source:MGI Symbol;Acc:MGI:101761]",1,1
"Hmgb1","HMGB1",314,"ENSG00000189403","314.1.1","ENSMUSG00000066551","high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113]",1,1
"Hmgb2","HMGB2",315,"ENSG00000164104","315.1.1","ENSMUSG00000054717","high mobility group box 2 [Source:MGI Symbol;Acc:MGI:96157]",1,1
"Hmgb3","HMGB3",316,"ENSG00000029993","316.1.1","ENSMUSG00000015217","high mobility group box 3 [Source:MGI Symbol;Acc:MGI:1098219]",1,1
"Hmgcr","HMGCR",317,"ENSG00000113161","317.1.1","ENSMUSG00000021670","3-hydroxy-3-methylglutaryl-Coenzyme A reductase [Source:MGI Symbol;Acc:MGI:96159]",1,1
"Hnrnpa1","HNRNPA1",318,"ENSG00000135486","318.1.1","ENSMUSG00000046434","heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]",1,1
"Hnrnpa3","HNRNPA3",319,"ENSG00000170144","319.1.1","ENSMUSG00000059005","heterogeneous nuclear ribonucleoprotein A3 [Source:MGI Symbol;Acc:MGI:1917171]",1,1
"Hnrnpab","HNRNPAB",320,"ENSG00000197451","320.1.1","ENSMUSG00000020358","heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]",1,1
"Hnrnpd","HNRNPD",322,"ENSG00000138668","322.1.1","ENSMUSG00000000568","heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]",1,1
"Hopx","HOPX",323,"ENSG00000171476","323.1.1","ENSMUSG00000059325","HOP homeobox [Source:MGI Symbol;Acc:MGI:1916782]",1,1
"Hoxa9","HOXA9",324,"ENSG00000078399","324.1.1","ENSMUSG00000038227","homeobox A9 [Source:MGI Symbol;Acc:MGI:96180]",1,1
"Hras","HRAS",325,"ENSG00000174775","325.1.1","ENSMUSG00000025499","Harvey rat sarcoma virus oncogene [Source:MGI Symbol;Acc:MGI:96224]",1,1
"Hs2st1","HS2ST1",326,"ENSG00000153936","326.1.1","ENSMUSG00000040151","heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]",1,1
"Hsf1","HSF1",327,"ENSG00000185122","327.1.1","ENSMUSG00000022556","heat shock factor 1 [Source:MGI Symbol;Acc:MGI:96238]",1,1
"Hsp90aa1","HSP90AA1",328,"ENSG00000080824","328.1.1","ENSMUSG00000021270","heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]",1,1
"Hsp90ab1","HSP90AB1",329,"ENSG00000096384","329.1.1","ENSMUSG00000023944","heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",1,1
"Hspa2","HSPA2",331,"ENSG00000126803","331.1.1","ENSMUSG00000059970","heat shock protein 2 [Source:MGI Symbol;Acc:MGI:96243]",1,1
"Hspa5","HSPA5",332,"ENSG00000044574","332.1.1","ENSMUSG00000026864","heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]",1,1
"Hspa9","HSPA9",333,"ENSG00000113013","333.1.1","ENSMUSG00000024359","heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245]",1,1
"Hspb1","HSPB1",334,"ENSG00000106211","334.1.1","ENSMUSG00000004951","heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]",1,1
"Htra1","HTRA1",335,"ENSG00000166033","335.1.1","ENSMUSG00000006205","HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076]",1,1
"Hyou1","HYOU1",336,"ENSG00000149428","336.1.1","ENSMUSG00000032115","hypoxia up-regulated 1 [Source:MGI Symbol;Acc:MGI:108030]",1,1
"Id1","ID1",337,"ENSG00000125968","337.1.1","ENSMUSG00000042745","inhibitor of DNA binding 1, HLH protein [Source:MGI Symbol;Acc:MGI:96396]",1,1
"Ifng","IFNG",339,"ENSG00000111537","339.1.1","ENSMUSG00000055170","interferon gamma [Source:MGI Symbol;Acc:MGI:107656]",1,1
"Igfbp1","IGFBP1",340,"ENSG00000146678","340.1.1","ENSMUSG00000020429","insulin-like growth factor binding protein 1 [Source:MGI Symbol;Acc:MGI:96436]",1,1
"Igfbp3","IGFBP3",341,"ENSG00000146674","341.1.1","ENSMUSG00000020427","insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438]",1,1
"Igfbp5","IGFBP5",342,"ENSG00000115461","342.1.1","ENSMUSG00000026185","insulin-like growth factor binding protein 5 [Source:MGI Symbol;Acc:MGI:96440]",1,1
"Igfbp7","IGFBP7",343,"ENSG00000163453","343.1.1","ENSMUSG00000036256","insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480]",1,1
"Ikbkg","IKBKG",344,"ENSG00000269335","344.1.1","ENSMUSG00000004221","inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074]",1,1
"Il1a","IL1A",345,"ENSG00000115008","345.1.1","ENSMUSG00000027399","interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]",1,1
"Il1r1","IL1R1",346,"ENSG00000115594","346.1.1","ENSMUSG00000026072","interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]",1,1
"Il1rn","IL1RN",347,"ENSG00000136689","347.1.1","ENSMUSG00000026981","interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]",1,1
"Il24","IL24",348,"ENSG00000162892","348.1.1","ENSMUSG00000026420","interleukin 24 [Source:MGI Symbol;Acc:MGI:2135548]",1,1
"Il6","IL6",349,"ENSG00000136244","349.1.1","ENSMUSG00000025746","interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]",1,1
