"mouse_symbol_clean","step07_row_id","mouse_symbol_raw","human_symbol_clean","has_valid_mouse_symbol","has_strict_1to1_human_ortholog","is_CellAge_overlap"
"Gsta3",402,"Gsta3","GSTA5",TRUE,TRUE,FALSE
"Glb1l2",403,"Glb1l2","GLB1L2",TRUE,TRUE,FALSE
"Ddit4l",405,"Ddit4l","DDIT4L",TRUE,TRUE,FALSE
"Plin1",406,"Plin1","PLIN1",TRUE,TRUE,FALSE
"Gpt",407,"Gpt","GPT",TRUE,TRUE,FALSE
"Fbxl13",408,"Fbxl13","FBXL13",TRUE,TRUE,FALSE
"Dact3",409,"Dact3","DACT3",TRUE,TRUE,FALSE
"Pcx",411,"Pcx","PC",TRUE,TRUE,FALSE
"Gli3",413,"Gli3","GLI3",TRUE,TRUE,FALSE
"Trim55",414,"Trim55","TRIM55",TRUE,TRUE,FALSE
"Ppp1r3a",415,"Ppp1r3a","PPP1R3A",TRUE,TRUE,FALSE
"Tmem254",416,"Tmem254","TMEM254",TRUE,TRUE,FALSE
"Il1rn",417,"Il1rn","IL1RN",TRUE,TRUE,TRUE
"Clec11a",418,"Clec11a","CLEC11A",TRUE,TRUE,FALSE
"Chia1",419,"Chia1","CHIA",TRUE,TRUE,FALSE
"Cyp1a1",420,"Cyp1a1","CYP1A1",TRUE,TRUE,FALSE
"Fap",421,"Fap","FAP",TRUE,TRUE,FALSE
"Vash1",422,"Vash1","VASH1",TRUE,TRUE,FALSE
"Nat8l",423,"Nat8l","NAT8L",TRUE,TRUE,FALSE
"Pkia",424,"Pkia","PKIA",TRUE,TRUE,FALSE
"Gng4",425,"Gng4","GNG4",TRUE,TRUE,FALSE
"Lin28a",426,"Lin28a","LIN28A",TRUE,TRUE,FALSE
"Cd4",427,"Cd4","CD4",TRUE,TRUE,FALSE
"Scara3",428,"Scara3","SCARA3",TRUE,TRUE,FALSE
"Podnl1",429,"Podnl1","PODNL1",TRUE,TRUE,FALSE
"Lrfn4",430,"Lrfn4","LRFN4",TRUE,TRUE,FALSE
"Col12a1",431,"Col12a1","COL12A1",TRUE,TRUE,FALSE
"Homer3",433,"Homer3","HOMER3",TRUE,TRUE,FALSE
"Ccbe1",434,"Ccbe1","CCBE1",TRUE,TRUE,FALSE
"Cxcr4",435,"Cxcr4","CXCR4",TRUE,TRUE,FALSE
"Ndnf",436,"Ndnf","NDNF",TRUE,TRUE,FALSE
"Gpm6b",437,"Gpm6b","GPM6B",TRUE,TRUE,FALSE
"Adamts17",438,"Adamts17","ADAMTS17",TRUE,TRUE,FALSE
"Aldh1a7",439,"Aldh1a7","ALDH1A1",TRUE,TRUE,FALSE
"Crhr2",440,"Crhr2","CRHR2",TRUE,TRUE,FALSE
"Serpina3c",441,"Serpina3c","SERPINA3",TRUE,TRUE,FALSE
"Pdzd4",442,"Pdzd4","PDZD4",TRUE,TRUE,FALSE
"Sapcd2",443,"Sapcd2","SAPCD2",TRUE,TRUE,FALSE
"Socs1",445,"Socs1","SOCS1",TRUE,TRUE,TRUE
"Itprip",446,"Itprip","ITPRIP",TRUE,TRUE,FALSE
"Necab1",447,"Necab1","NECAB1",TRUE,TRUE,FALSE
"Slc16a4",448,"Slc16a4","SLC16A4",TRUE,TRUE,FALSE
"Elfn1",449,"Elfn1","ELFN1",TRUE,TRUE,FALSE
"Ccng1",450,"Ccng1","CCNG1",TRUE,TRUE,FALSE
"Ms4a14",451,"Ms4a14","MS4A14",TRUE,TRUE,FALSE
"Medag",452,"Medag","MEDAG",TRUE,TRUE,FALSE
"Dgat2l6",453,"Dgat2l6","DGAT2L6",TRUE,TRUE,FALSE
"Efna2",454,"Efna2","EFNA2",TRUE,TRUE,FALSE
"Gpr173",455,"Gpr173","GPR173",TRUE,TRUE,FALSE
"Plekhb1",456,"Plekhb1","PLEKHB1",TRUE,TRUE,FALSE
"Lmod3",457,"Lmod3","LMOD3",TRUE,TRUE,FALSE
"Rprm",459,"Rprm","RPRM",TRUE,TRUE,FALSE
"Klb",461,"Klb","KLB",TRUE,TRUE,FALSE
"Il7r",462,"Il7r","IL7R",TRUE,TRUE,FALSE
"Ccn5",463,"Ccn5","CCN5",TRUE,TRUE,FALSE
"Acan",464,"Acan","ACAN",TRUE,TRUE,FALSE
"Mmp17",465,"Mmp17","MMP17",TRUE,TRUE,FALSE
"Clba1",466,"Clba1","CLBA1",TRUE,TRUE,FALSE
"Slc44a3",467,"Slc44a3","SLC44A3",TRUE,TRUE,FALSE
"Sh3gl1",468,"Sh3gl1","SH3GL1",TRUE,TRUE,FALSE
"Ecrg4",469,"Ecrg4","ECRG4",TRUE,TRUE,FALSE
"Rin2",470,"Rin2","RIN2",TRUE,TRUE,FALSE
"Prph",471,"Prph","PRPH",TRUE,TRUE,FALSE
"Opn3",473,"Opn3","OPN3",TRUE,TRUE,FALSE
"Elovl7",474,"Elovl7","ELOVL7",TRUE,TRUE,FALSE
"Bgn",475,"Bgn","BGN",TRUE,TRUE,FALSE
"Hsd11b1",476,"Hsd11b1","HSD11B1",TRUE,TRUE,FALSE
"Fzd6",477,"Fzd6","FZD6",TRUE,TRUE,FALSE
"Rxrg",478,"Rxrg","RXRG",TRUE,TRUE,FALSE
"Adipoq",479,"Adipoq","ADIPOQ",TRUE,TRUE,FALSE
"Hapln4",480,"Hapln4","HAPLN4",TRUE,TRUE,FALSE
"Cxcl16",481,"Cxcl16","CXCL16",TRUE,TRUE,FALSE
"Clstn3",482,"Clstn3","CLSTN3",TRUE,TRUE,FALSE
"Far2",483,"Far2","FAR2",TRUE,TRUE,FALSE
"Epha3",484,"Epha3","EPHA3",TRUE,TRUE,TRUE
"Ezr",485,"Ezr","EZR",TRUE,TRUE,FALSE
"Apol6",486,"Apol6","APOL6",TRUE,TRUE,FALSE
"Bicc1",488,"Bicc1","BICC1",TRUE,TRUE,FALSE
"Il4ra",489,"Il4ra","IL4R",TRUE,TRUE,FALSE
"Gas1",490,"Gas1","GAS1",TRUE,TRUE,FALSE
"Fabp4",491,"Fabp4","FABP4",TRUE,TRUE,FALSE
"Layn",493,"Layn","LAYN",TRUE,TRUE,TRUE
"Mmp12",495,"Mmp12","MMP12",TRUE,TRUE,FALSE
"C1qtnf6",496,"C1qtnf6","C1QTNF6",TRUE,TRUE,FALSE
"P4ha3",497,"P4ha3","P4HA3",TRUE,TRUE,FALSE
"Cthrc1",498,"Cthrc1","CTHRC1",TRUE,TRUE,FALSE
"Asb2",499,"Asb2","ASB2",TRUE,TRUE,FALSE
"Ptges3l",500,"Ptges3l","PTGES3L",TRUE,TRUE,FALSE
"Dtna",501,"Dtna","DTNA",TRUE,TRUE,FALSE
"Lmx1b",502,"Lmx1b","LMX1B",TRUE,TRUE,FALSE
"Dpyd",503,"Dpyd","DPYD",TRUE,TRUE,FALSE
"Aebp1",504,"Aebp1","AEBP1",TRUE,TRUE,FALSE
"Itga11",505,"Itga11","ITGA11",TRUE,TRUE,FALSE
"Has2",506,"Has2","HAS2",TRUE,TRUE,FALSE
"Fer1l6",507,"Fer1l6","FER1L6",TRUE,TRUE,FALSE
"Cdsn",508,"Cdsn","CDSN",TRUE,TRUE,FALSE
"Mettl22",509,"Mettl22","METTL22",TRUE,TRUE,FALSE
"Ltb4r2",510,"Ltb4r2","LTB4R2",TRUE,TRUE,FALSE
"Evpl",511,"Evpl","EVPL",TRUE,TRUE,FALSE
"Loxl1",512,"Loxl1","LOXL1",TRUE,TRUE,FALSE
"Barx1",514,"Barx1","BARX1",TRUE,TRUE,FALSE
"Pgam2",515,"Pgam2","PGAM2",TRUE,TRUE,FALSE
"Car2",516,"Car2","CA2",TRUE,TRUE,FALSE
"Proca1",518,"Proca1","PROCA1",TRUE,TRUE,FALSE
"Kcnip3",519,"Kcnip3","KCNIP3",TRUE,TRUE,FALSE
"AA467197",520,"AA467197","C15orf48",TRUE,TRUE,FALSE
"Faxc",521,"Faxc","FAXC",TRUE,TRUE,FALSE
"Mxra8",522,"Mxra8","MXRA8",TRUE,TRUE,FALSE
"Numbl",523,"Numbl","NUMBL",TRUE,TRUE,FALSE
"Sall4",525,"Sall4","SALL4",TRUE,TRUE,FALSE
"Bub1",526,"Bub1","BUB1",TRUE,TRUE,TRUE
"Tuba1c",527,"Tuba1c","TUBA1C",TRUE,TRUE,FALSE
"Me1",528,"Me1","ME1",TRUE,TRUE,TRUE
"Ccn3",529,"Ccn3","CCN3",TRUE,TRUE,FALSE
"Gdnf",530,"Gdnf","GDNF",TRUE,TRUE,FALSE
"Ripk3",531,"Ripk3","RIPK3",TRUE,TRUE,FALSE
"Rspo1",532,"Rspo1","RSPO1",TRUE,TRUE,FALSE
"Orai2",534,"Orai2","ORAI2",TRUE,TRUE,FALSE
"Dpt",535,"Dpt","DPT",TRUE,TRUE,FALSE
"Diaph3",536,"Diaph3","DIAPH3",TRUE,TRUE,FALSE
"Kif22",537,"Kif22","KIF22",TRUE,TRUE,FALSE
"Slc6a13",538,"Slc6a13","SLC6A13",TRUE,TRUE,FALSE
"Acyp2",539,"Acyp2","ACYP2",TRUE,TRUE,FALSE
"Klhdc7a",540,"Klhdc7a","KLHDC7A",TRUE,TRUE,FALSE
"Lrig3",541,"Lrig3","LRIG3",TRUE,TRUE,FALSE
"Ckap2l",542,"Ckap2l","CKAP2L",TRUE,TRUE,FALSE
"Frmpd3",543,"Frmpd3","FRMPD3",TRUE,TRUE,FALSE
"Lamb1",544,"Lamb1","LAMB1",TRUE,TRUE,FALSE
"Pcdhb3",545,"Pcdhb3","PCDHB3",TRUE,TRUE,FALSE
"Cyp7b1",546,"Cyp7b1","CYP7B1",TRUE,TRUE,FALSE
"Pkd2",547,"Pkd2","PKD2",TRUE,TRUE,FALSE
"Mdk",548,"Mdk","MDK",TRUE,TRUE,TRUE
"Ednra",550,"Ednra","EDNRA",TRUE,TRUE,FALSE
"Tmem45b",551,"Tmem45b","TMEM45B",TRUE,TRUE,FALSE
"Dusp13b",552,"Dusp13b","DUSP13B",TRUE,TRUE,FALSE
"Tmem30b",553,"Tmem30b","TMEM30B",TRUE,TRUE,FALSE
"Elk3",554,"Elk3","ELK3",TRUE,TRUE,FALSE
"Fmn1",555,"Fmn1","FMN1",TRUE,TRUE,FALSE
"Tmem98",556,"Tmem98","TMEM98",TRUE,TRUE,FALSE
"Epb41l3",557,"Epb41l3","EPB41L3",TRUE,TRUE,FALSE
"S1pr2",559,"S1pr2","S1PR2",TRUE,TRUE,FALSE
"Celsr2",560,"Celsr2","CELSR2",TRUE,TRUE,FALSE
"Cdk1",561,"Cdk1","CDK1",TRUE,TRUE,TRUE
"Emilin3",563,"Emilin3","EMILIN3",TRUE,TRUE,FALSE
"Elf4",564,"Elf4","ELF4",TRUE,TRUE,FALSE
"Slitrk6",565,"Slitrk6","SLITRK6",TRUE,TRUE,FALSE
"Sdk1",567,"Sdk1","SDK1",TRUE,TRUE,FALSE
"Tpbg",568,"Tpbg","TPBG",TRUE,TRUE,FALSE
"Hexb",569,"Hexb","HEXB",TRUE,TRUE,FALSE
"Socs3",570,"Socs3","SOCS3",TRUE,TRUE,FALSE
"Lgr5",571,"Lgr5","LGR5",TRUE,TRUE,FALSE
"Car14",573,"Car14","CA14",TRUE,TRUE,FALSE
"Bche",574,"Bche","BCHE",TRUE,TRUE,FALSE
"Ephb3",575,"Ephb3","EPHB3",TRUE,TRUE,FALSE
"Tgfb1",576,"Tgfb1","TGFB1",TRUE,TRUE,FALSE
"Selenon",577,"Selenon","SELENON",TRUE,TRUE,FALSE
"Gdap1",578,"Gdap1","GDAP1",TRUE,TRUE,FALSE
"Slitrk1",579,"Slitrk1","SLITRK1",TRUE,TRUE,FALSE
"Cdh4",580,"Cdh4","CDH4",TRUE,TRUE,FALSE
"Emb",582,"Emb","EMB",TRUE,TRUE,FALSE
"Il21r",583,"Il21r","IL21R",TRUE,TRUE,FALSE
"Stk32c",584,"Stk32c","STK32C",TRUE,TRUE,TRUE
"Egf",585,"Egf","EGF",TRUE,TRUE,FALSE
"Pxmp2",586,"Pxmp2","PXMP2",TRUE,TRUE,FALSE
"Ptk7",587,"Ptk7","PTK7",TRUE,TRUE,FALSE
"Myo1e",588,"Myo1e","MYO1E",TRUE,TRUE,FALSE
"Slc38a1",589,"Slc38a1","SLC38A1",TRUE,TRUE,FALSE
"Misp3",590,"Misp3","MISP3",TRUE,TRUE,FALSE
"Abr",591,"Abr","ABR",TRUE,TRUE,FALSE
"Ticrr",592,"Ticrr","TICRR",TRUE,TRUE,FALSE
"B4galnt1",593,"B4galnt1","B4GALNT1",TRUE,TRUE,FALSE
"Mettl21c",596,"Mettl21c","METTL21C",TRUE,TRUE,FALSE
"Plk3",597,"Plk3","PLK3",TRUE,TRUE,FALSE
"Rasd1",598,"Rasd1","RASD1",TRUE,TRUE,FALSE
"Vax2",599,"Vax2","VAX2",TRUE,TRUE,FALSE
"Sfrp1",600,"Sfrp1","SFRP1",TRUE,TRUE,TRUE
"Agl",601,"Agl","AGL",TRUE,TRUE,FALSE
"Akr1b8",602,"Akr1b8","AKR1B10",TRUE,TRUE,FALSE
"Prickle2",603,"Prickle2","PRICKLE2",TRUE,TRUE,FALSE
"Prkcq",604,"Prkcq","PRKCQ",TRUE,TRUE,FALSE
"Gp1bb",605,"Gp1bb","GP1BB",TRUE,TRUE,FALSE
"Galnt9",606,"Galnt9","GALNT9",TRUE,TRUE,FALSE
"Ccdc24",607,"Ccdc24","CCDC24",TRUE,TRUE,FALSE
"Efhb",608,"Efhb","EFHB",TRUE,TRUE,FALSE
"Osm",609,"Osm","OSM",TRUE,TRUE,FALSE
"Lax1",611,"Lax1","LAX1",TRUE,TRUE,FALSE
"Snai1",612,"Snai1","SNAI1",TRUE,TRUE,TRUE
"Mmp2",613,"Mmp2","MMP2",TRUE,TRUE,FALSE
"Sec16b",614,"Sec16b","SEC16B",TRUE,TRUE,FALSE
"Prtn3",615,"Prtn3","PRTN3",TRUE,TRUE,FALSE
"Mrap",616,"Mrap","MRAP",TRUE,TRUE,FALSE
"Mmd",617,"Mmd","MMD",TRUE,TRUE,FALSE
"Brsk1",618,"Brsk1","BRSK1",TRUE,TRUE,FALSE
"Iqgap3",619,"Iqgap3","IQGAP3",TRUE,TRUE,FALSE
"D630045J12Rik",620,"D630045J12Rik","KIAA1549",TRUE,TRUE,FALSE
"Dennd2d",621,"Dennd2d","DENND2D",TRUE,TRUE,FALSE
"Cib2",622,"Cib2","CIB2",TRUE,TRUE,FALSE
"Lrrc75b",623,"Lrrc75b","LRRC75B",TRUE,TRUE,FALSE
"Ahr",625,"Ahr","AHR",TRUE,TRUE,TRUE
"Bok",626,"Bok","BOK",TRUE,TRUE,FALSE
"Ltbp1",627,"Ltbp1","LTBP1",TRUE,TRUE,FALSE
"Naaladl2",628,"Naaladl2","NAALADL2",TRUE,TRUE,FALSE
"Vim",629,"Vim","VIM",TRUE,TRUE,FALSE
"Scml4",630,"Scml4","SCML4",TRUE,TRUE,FALSE
"Nckap5l",631,"Nckap5l","NCKAP5L",TRUE,TRUE,FALSE
"Amd1",632,"Amd1","AMD1",TRUE,TRUE,FALSE
"Casp3",633,"Casp3","CASP3",TRUE,TRUE,FALSE
"Tlcd4",634,"Tlcd4","TLCD4",TRUE,TRUE,FALSE
"Gem",635,"Gem","GEM",TRUE,TRUE,FALSE
"Sh2d7",636,"Sh2d7","SH2D7",TRUE,TRUE,FALSE
"Tspyl5",637,"Tspyl5","TSPYL5",TRUE,TRUE,FALSE
"Ptger4",638,"Ptger4","PTGER4",TRUE,TRUE,FALSE
"Grn",639,"Grn","GRN",TRUE,TRUE,TRUE
"Chpf",640,"Chpf","CHPF",TRUE,TRUE,FALSE
"Vstm4",641,"Vstm4","VSTM4",TRUE,TRUE,FALSE
"Sar1b",642,"Sar1b","SAR1B",TRUE,TRUE,FALSE
"Pbk",643,"Pbk","PBK",TRUE,TRUE,FALSE
"Olr1",644,"Olr1","OLR1",TRUE,TRUE,FALSE
"B3gnt9",645,"B3gnt9","B3GNT9",TRUE,TRUE,FALSE
"Gdf3",647,"Gdf3","GDF3",TRUE,TRUE,FALSE
"Jsrp1",648,"Jsrp1","JSRP1",TRUE,TRUE,FALSE
"Myo1f",649,"Myo1f","MYO1F",TRUE,TRUE,FALSE
"Lrrc73",650,"Lrrc73","LRRC73",TRUE,TRUE,FALSE
"Mpzl2",652,"Mpzl2","MPZL2",TRUE,TRUE,FALSE
"Foxc1",653,"Foxc1","FOXC1",TRUE,TRUE,FALSE
"Adhfe1",654,"Adhfe1","ADHFE1",TRUE,TRUE,FALSE
"Mrc2",655,"Mrc2","MRC2",TRUE,TRUE,FALSE
"Ccl22",656,"Ccl22","CCL22",TRUE,TRUE,FALSE
"Timp1",657,"Timp1","TIMP1",TRUE,TRUE,FALSE
"Smim3",658,"Smim3","SMIM3",TRUE,TRUE,FALSE
"Vangl2",659,"Vangl2","VANGL2",TRUE,TRUE,FALSE
"Pcolce",660,"Pcolce","PCOLCE",TRUE,TRUE,FALSE
"Gpr65",661,"Gpr65","GPR65",TRUE,TRUE,FALSE
"Rtn2",662,"Rtn2","RTN2",TRUE,TRUE,FALSE
"Smtnl1",663,"Smtnl1","SMTNL1",TRUE,TRUE,FALSE
"Raet1d",664,"Raet1d","RAET1E",TRUE,TRUE,FALSE
"Prune2",665,"Prune2","PRUNE2",TRUE,TRUE,FALSE
"Cd300c2",666,"Cd300c2","CD300C",TRUE,TRUE,FALSE
"Ckmt2",667,"Ckmt2","CKMT2",TRUE,TRUE,FALSE
"Nmrk2",668,"Nmrk2","NMRK2",TRUE,TRUE,FALSE
"Pex11a",669,"Pex11a","PEX11A",TRUE,TRUE,FALSE
"Asap3",670,"Asap3","ASAP3",TRUE,TRUE,FALSE
"Apobec2",671,"Apobec2","APOBEC2",TRUE,TRUE,FALSE
"Rasgef1b",672,"Rasgef1b","RASGEF1B",TRUE,TRUE,FALSE
"Mmp11",673,"Mmp11","MMP11",TRUE,TRUE,FALSE
"Sparc",674,"Sparc","SPARC",TRUE,TRUE,TRUE
"Pcdhac2",675,"Pcdhac2","PCDHAC2",TRUE,TRUE,FALSE
"Trem2",676,"Trem2","TREM2",TRUE,TRUE,FALSE
"Comp",677,"Comp","COMP",TRUE,TRUE,FALSE
"Mmp13",678,"Mmp13","MMP13",TRUE,TRUE,FALSE
"Edil3",681,"Edil3","EDIL3",TRUE,TRUE,FALSE
"Ephx2",682,"Ephx2","EPHX2",TRUE,TRUE,FALSE
"Amz1",683,"Amz1","AMZ1",TRUE,TRUE,FALSE
"Col3a1",684,"Col3a1","COL3A1",TRUE,TRUE,FALSE
"Ctss",685,"Ctss","CTSS",TRUE,TRUE,FALSE
"Cecr2",686,"Cecr2","CECR2",TRUE,TRUE,FALSE
"2010003K11Rik",687,"2010003K11Rik","C11orf86",TRUE,TRUE,FALSE
"Ppp1r27",688,"Ppp1r27","PPP1R27",TRUE,TRUE,FALSE
"Fabp3",689,"Fabp3","FABP3",TRUE,TRUE,FALSE
"Cmbl",690,"Cmbl","CMBL",TRUE,TRUE,FALSE
"Efna4",691,"Efna4","EFNA4",TRUE,TRUE,FALSE
"Fbn1",692,"Fbn1","FBN1",TRUE,TRUE,FALSE
"Chchd10",694,"Chchd10","CHCHD10",TRUE,TRUE,FALSE
"Dnm1",695,"Dnm1","DNM1",TRUE,TRUE,FALSE
"Nudt12",696,"Nudt12","NUDT12",TRUE,TRUE,FALSE
"Lpl",697,"Lpl","LPL",TRUE,TRUE,FALSE
"Nynrin",698,"Nynrin","NYNRIN",TRUE,TRUE,FALSE
"Ydjc",699,"Ydjc","YDJC",TRUE,TRUE,FALSE
"Pcdhgc5",700,"Pcdhgc5","PCDHGC5",TRUE,TRUE,FALSE
"H1f4",701,"H1f4","H1-4",TRUE,TRUE,FALSE
"Slc41a2",702,"Slc41a2","SLC41A2",TRUE,TRUE,FALSE
"Stk36",703,"Stk36","STK36",TRUE,TRUE,FALSE
"Iglon5",704,"Iglon5","IGLON5",TRUE,TRUE,FALSE
"Adig",705,"Adig","ADIG",TRUE,TRUE,FALSE
"Pcdhb13",706,"Pcdhb13","PCDHB6",TRUE,TRUE,FALSE
"Mfap5",707,"Mfap5","MFAP5",TRUE,TRUE,FALSE
"Has1",708,"Has1","HAS1",TRUE,TRUE,TRUE
"Hibch",709,"Hibch","HIBCH",TRUE,TRUE,FALSE
"AI661453",710,"AI661453","C6orf132",TRUE,TRUE,FALSE
"Tpm4",711,"Tpm4","TPM4",TRUE,TRUE,FALSE
"Lrfn1",712,"Lrfn1","LRFN1",TRUE,TRUE,FALSE
"Uap1l1",714,"Uap1l1","UAP1L1",TRUE,TRUE,FALSE
"Itga10",715,"Itga10","ITGA10",TRUE,TRUE,FALSE
"Bmper",716,"Bmper","BMPER",TRUE,TRUE,FALSE
"Glb1",717,"Glb1","GLB1",TRUE,TRUE,FALSE
"Alb",718,"Alb","ALB",TRUE,TRUE,FALSE
"Fstl1",719,"Fstl1","FSTL1",TRUE,TRUE,FALSE
"Bcl2a1b",720,"Bcl2a1b","BCL2A1",TRUE,TRUE,FALSE
"Aif1",721,"Aif1","AIF1",TRUE,TRUE,FALSE
"Sec24d",722,"Sec24d","SEC24D",TRUE,TRUE,FALSE
"Scrn1",723,"Scrn1","SCRN1",TRUE,TRUE,FALSE
"Prnd",724,"Prnd","PRND",TRUE,TRUE,FALSE
"Ptgfrn",726,"Ptgfrn","PTGFRN",TRUE,TRUE,FALSE
"Egfr",727,"Egfr","EGFR",TRUE,TRUE,TRUE
"Tshz3",728,"Tshz3","TSHZ3",TRUE,TRUE,FALSE
"Itpka",729,"Itpka","ITPKA",TRUE,TRUE,FALSE
"Nrp2",730,"Nrp2","NRP2",TRUE,TRUE,FALSE
"Lyz2",731,"Lyz2","LYZ",TRUE,TRUE,FALSE
"Samd14",732,"Samd14","SAMD14",TRUE,TRUE,FALSE
"Junb",733,"Junb","JUNB",TRUE,TRUE,TRUE
"Tnfaip8l3",734,"Tnfaip8l3","TNFAIP8L3",TRUE,TRUE,FALSE
"Man2a1",737,"Man2a1","MAN2A1",TRUE,TRUE,FALSE
"Slc39a6",738,"Slc39a6","SLC39A6",TRUE,TRUE,FALSE
"Tst",739,"Tst","TST",TRUE,TRUE,FALSE
"Fbxo32",740,"Fbxo32","FBXO32",TRUE,TRUE,FALSE
"Cd109",741,"Cd109","CD109",TRUE,TRUE,FALSE
"Slc37a2",742,"Slc37a2","SLC37A2",TRUE,TRUE,FALSE
"Dlx3",743,"Dlx3","DLX3",TRUE,TRUE,FALSE
"Mfsd4b1",744,"Mfsd4b1","MFSD4B",TRUE,TRUE,FALSE
"Prkar2b",745,"Prkar2b","PRKAR2B",TRUE,TRUE,FALSE
"Rbp4",746,"Rbp4","RBP4",TRUE,TRUE,FALSE
"Ereg",747,"Ereg","EREG",TRUE,TRUE,FALSE
"Sh2d5",748,"Sh2d5","SH2D5",TRUE,TRUE,FALSE
"Klrb1b",749,"Klrb1b","KLRB1",TRUE,TRUE,FALSE
"Mrgprf",750,"Mrgprf","MRGPRF",TRUE,TRUE,FALSE
"Col14a1",751,"Col14a1","COL14A1",TRUE,TRUE,FALSE
"Tbx18",752,"Tbx18","TBX18",TRUE,TRUE,FALSE
"Zc3hav1l",753,"Zc3hav1l","ZC3HAV1L",TRUE,TRUE,FALSE
"Plaat1",754,"Plaat1","PLAAT1",TRUE,TRUE,FALSE
"Tgfbr2",755,"Tgfbr2","TGFBR2",TRUE,TRUE,TRUE
"Tph1",756,"Tph1","TPH1",TRUE,TRUE,FALSE
"Abra",757,"Abra","ABRA",TRUE,TRUE,FALSE
"Nek2",758,"Nek2","NEK2",TRUE,TRUE,TRUE
"Fzd1",759,"Fzd1","FZD1",TRUE,TRUE,FALSE
"Folr1",760,"Folr1","FOLR1",TRUE,TRUE,FALSE
"Kng2",761,"Kng2","KNG1",TRUE,TRUE,FALSE
"Mmp19",762,"Mmp19","MMP19",TRUE,TRUE,FALSE
"Lgals12",763,"Lgals12","LGALS12",TRUE,TRUE,FALSE
"Actn1",764,"Actn1","ACTN1",TRUE,TRUE,FALSE
"Xk",765,"Xk","XK",TRUE,TRUE,FALSE
"Ccr5",766,"Ccr5","CCR5",TRUE,TRUE,FALSE
"Prrx2",767,"Prrx2","PRRX2",TRUE,TRUE,FALSE
"Tnfrsf1a",768,"Tnfrsf1a","TNFRSF1A",TRUE,TRUE,FALSE
"Col1a2",769,"Col1a2","COL1A2",TRUE,TRUE,FALSE
"Il13ra1",770,"Il13ra1","IL13RA1",TRUE,TRUE,FALSE
"Mfap4",771,"Mfap4","MFAP4",TRUE,TRUE,FALSE
"Prrt2",772,"Prrt2","PRRT2",TRUE,TRUE,FALSE
"Pcdhgb1",774,"Pcdhgb1","PCDHGB1",TRUE,TRUE,FALSE
"Smco1",775,"Smco1","SMCO1",TRUE,TRUE,FALSE
"Tyro3",776,"Tyro3","TYRO3",TRUE,TRUE,FALSE
"Popdc3",777,"Popdc3","POPDC3",TRUE,TRUE,FALSE
"Gpr183",778,"Gpr183","GPR183",TRUE,TRUE,FALSE
"Gipc2",779,"Gipc2","GIPC2",TRUE,TRUE,FALSE
"Thbs2",780,"Thbs2","THBS2",TRUE,TRUE,FALSE
"Agtr2",781,"Agtr2","AGTR2",TRUE,TRUE,FALSE
"Ckap4",782,"Ckap4","CKAP4",TRUE,TRUE,FALSE
"1190005I06Rik",787,"1190005I06Rik","C16orf74",TRUE,TRUE,FALSE
"Snca",788,"Snca","SNCA",TRUE,TRUE,FALSE
"Fndc5",789,"Fndc5","FNDC5",TRUE,TRUE,FALSE
"Ahnak2",791,"Ahnak2","AHNAK2",TRUE,TRUE,FALSE
"Cycs",792,"Cycs","CYCS",TRUE,TRUE,FALSE
"Tmem154",794,"Tmem154","TMEM154",TRUE,TRUE,FALSE
"Col27a1",795,"Col27a1","COL27A1",TRUE,TRUE,FALSE
"Nuf2",796,"Nuf2","NUF2",TRUE,TRUE,FALSE
"Prxl2b",797,"Prxl2b","PRXL2B",TRUE,TRUE,FALSE
"Clec7a",798,"Clec7a","CLEC7A",TRUE,TRUE,FALSE
"Entpd7",799,"Entpd7","ENTPD7",TRUE,TRUE,TRUE
"Aldh1a2",801,"Aldh1a2","ALDH1A2",TRUE,TRUE,FALSE
"Itga2b",802,"Itga2b","ITGA2B",TRUE,TRUE,FALSE
"Mgat5",803,"Mgat5","MGAT5",TRUE,TRUE,FALSE
"Gpx7",804,"Gpx7","GPX7",TRUE,TRUE,FALSE
"Muc1",805,"Muc1","MUC1",TRUE,TRUE,FALSE
"Kcns1",806,"Kcns1","KCNS1",TRUE,TRUE,FALSE
"Mgp",807,"Mgp","MGP",TRUE,TRUE,FALSE
"Adra1a",808,"Adra1a","ADRA1A",TRUE,TRUE,FALSE
"Flywch2",809,"Flywch2","FLYWCH2",TRUE,TRUE,FALSE
"Cfap69",810,"Cfap69","CFAP69",TRUE,TRUE,FALSE
"Slc7a4",811,"Slc7a4","SLC7A4",TRUE,TRUE,FALSE
"Cdnf",812,"Cdnf","CDNF",TRUE,TRUE,FALSE
"Kctd11",813,"Kctd11","KCTD11",TRUE,TRUE,FALSE
"Ccn4",814,"Ccn4","CCN4",TRUE,TRUE,FALSE
"Gramd2a",815,"Gramd2a","GRAMD2A",TRUE,TRUE,FALSE
"Prr32",816,"Prr32","PRR32",TRUE,TRUE,FALSE
"Slc2a10",817,"Slc2a10","SLC2A10",TRUE,TRUE,FALSE
"Clec5a",818,"Clec5a","CLEC5A",TRUE,TRUE,FALSE
"Manba",819,"Manba","MANBA",TRUE,TRUE,FALSE
"Cacna1i",820,"Cacna1i","CACNA1I",TRUE,TRUE,FALSE
"Tuba8",821,"Tuba8","TUBA8",TRUE,TRUE,FALSE
