"gene_id","ENTREZID_1W","SYMBOL_1W","logFC_1W","FDR_1W","direction_1W","ENTREZID_4W","SYMBOL_4W","logFC_4W","FDR_4W","direction_4W","in_1W","in_4W","direction_relation","category","ENTREZID","SYMBOL"
"G10090_1284","242669","Azin2",1.79199511008199,4.53297004109136e-09,"Up","242669","Azin2",1.41090525530768,5.25998038385699e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","242669","Azin2"
"G10090_12847","107747","Aldh1l1",-1.14741626404659,6.14383873710707e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","107747","Aldh1l1"
"G10090_1285","20135","Rrm2",2.21223108957656,3.49412181484079e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20135","Rrm2"
"G10090_12854","170761","Nherf4",-1.26395139885279,0.00232897678636343,"Down","170761","Nherf4",-1.11433458080839,0.00216139629183228,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","170761","Nherf4"
"G10090_12855","102631909","Gm30124",1.59503269053476,3.00469569797567e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","102631909","Gm30124"
"G10090_12857","226861","Hhat",1.87908173619222,9.66420811233919e-09,"Up","226861","Hhat",1.45904133279496,1.28315914243982e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","226861","Hhat"
"G10090_1286","74577","Glb1l",1.42576337901048,8.64412596301111e-08,"Up","74577","Glb1l",1.05275704679299,0.000167832599431169,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","74577","Glb1l"
"G10090_1287","26554","Cul3",-1.06017684972023,2.37116151045871e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","26554","Cul3"
"G10090_1288","16154","Il10ra",1.68712167652784,1.0199842793269e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16154","Il10ra"
"G10090_1289","78767","Efcab11",2.40273119429741,5.49304974654372e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","78767","Efcab11"
"G10090_12898","14969","H2-Eb1",1.45557608609995,1.74132246109024e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14969","H2-Eb1"
"G10090_12910","72640","Mex3a",2.95403791240031,1.42752706192043e-09,"Up","72640","Mex3a",1.96288345622698,5.59208704940075e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","72640","Mex3a"
"G10090_12913","16828","Ldha",-1.43765265810586,2.92044722524343e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16828","Ldha"
"G10090_12918","68263","Pdhb",-1.3970436424445,4.51351368656972e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68263","Pdhb"
"G10090_12922","18209","Ntn3",1.34283863058401,1.82882466939335e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18209","Ntn3"
"G10090_12923","16889","Lipa",1.52483345339795,5.31630499981201e-08,"Up","16889","Lipa",1.05867981899798,3.28224493210722e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","16889","Lipa"
"G10090_12955",NA,NA,NA,NA,NA,"64008","Aqp9",-1.56200755788788,0.000453125002332042,"Down",FALSE,TRUE,NA,"4W_only","64008","Aqp9"
"G10090_12959","56504","Srpk3",-1.24620997054165,3.66569158680602e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","56504","Srpk3"
"G10090_12967","107448","Unc5a",-1.43527861175626,5.49123443899442e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","107448","Unc5a"
"G10090_12968","50909","C1ra",1.02900035738352,1.27182635268902e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","50909","C1ra"
"G10090_12974",NA,NA,NA,NA,NA,"213002","Ifitm6",-1.54633909317432,0.00941724524496623,"Down",FALSE,TRUE,NA,"4W_only","213002","Ifitm6"
"G10090_12975","73112","Abracl",1.42188996595878,3.30234025305908e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","73112","Abracl"
"G10090_12985","108079","Prkaa2",-1.40333234294571,0.000568392571040435,"Down","108079","Prkaa2",-1.14885499744918,0.00127080925369697,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","108079","Prkaa2"
"G10090_13003","14180","Fgf9",-1.63149814428448,1.33781669256141e-06,"Down","14180","Fgf9",-1.24329514363406,2.13302900191667e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","14180","Fgf9"
"G10090_13019","319801","Tigar",-1.65717502414419,4.22122416236271e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","319801","Tigar"
"G10090_1303","217203","Tmem106a",1.14514467577223,1.0301234361684e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","217203","Tmem106a"
"G10090_1304","14563","Gdf5",1.61513184127306,0.000568522512191275,"Up","14563","Gdf5",1.28937725375086,0.00823876843276549,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","14563","Gdf5"
"G10090_13043","105244832","Gm40368",1.43861209103789,1.47869930032642e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","105244832","Gm40368"
"G10090_13046","13417","Dnah8",1.70903346831342,2.30095620370178e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","13417","Dnah8"
"G10090_13048","13003","Vcan",2.38937082284523,8.46585560898198e-09,"Up","13003","Vcan",1.29248293771284,2.29909888126537e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","13003","Vcan"
"G10090_13071","71755","Dhdh",-1.27059225566173,5.98694703893315e-07,"Down","71755","Dhdh",-1.08411986660079,1.11460847813396e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","71755","Dhdh"
"G10090_13073","331493","Gm5127",1.38633201059539,0.00357016343903767,"Up","331493","Gm5127",1.84932485942248,0.00164161635333444,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","331493","Gm5127"
"G10090_13077","56745","C1qtnf1",1.72747927866981,1.09266914397144e-07,"Up","56745","C1qtnf1",1.50482414022228,1.87645879583537e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","56745","C1qtnf1"
"G10090_13087","233199","Mybpc2",-1.33623137408554,0.000204297090482557,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","233199","Mybpc2"
"G10090_13093","171543","Bmf",1.53439265211316,9.97318974035089e-10,"Up","171543","Bmf",1.18225702168901,2.1432610323735e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","171543","Bmf"
"G10090_13097","52679","E2f7",1.64359534353338,2.2861530183114e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","52679","E2f7"
"G10090_13104","228359","Arhgap1",1.01711648382278,1.67710468785242e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","228359","Arhgap1"
"G10090_13108","110862","Kcnq3",1.17084048137664,0.00525952607871132,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","110862","Kcnq3"
"G10090_13116","100862177","Ccl21d",1.08394607301331,0.000173568843647014,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","100862177","Ccl21d"
"G10090_13118","18974","Pole2",1.21307205458163,7.69868116662399e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18974","Pole2"
"G10090_1313","241391","Galnt5",1.7770936952583,9.64962082709244e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","241391","Galnt5"
"G10090_13143","68952","Tlcd3b",-2.28182784094643,2.27991483191016e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68952","Tlcd3b"
"G10090_13148","22317","Vamp1",-1.32544812690761,4.27049002106382e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","22317","Vamp1"
"G10090_13153",NA,NA,NA,NA,NA,"217310","Hid1",1.01817959002002,6.30905637792867e-05,"Up",FALSE,TRUE,NA,"4W_only","217310","Hid1"
"G10090_13167","67238","Fam220a",-1.10066475660586,8.19674413362591e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67238","Fam220a"
"G10090_13170","94063","Mrpl16",-1.0554574938352,3.21194453455248e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","94063","Mrpl16"
"G10090_13187","12908","Crat",-1.55343809653997,1.57536090281201e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12908","Crat"
"G10090_1321","68440","Dusp23",-1.04895163026891,3.10392787078594e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68440","Dusp23"
"G10090_1322","67414","Mfn1",-1.4667930368377,1.32832893922079e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67414","Mfn1"
"G10090_13233",NA,NA,NA,NA,NA,"72792","2810459M11Rik",-1.34039309939747,0.00161407609004236,"Down",FALSE,TRUE,NA,"4W_only","72792","2810459M11Rik"
"G10090_13241","214791","Sertad4",2.04601998507983,9.52760427867422e-10,"Up","214791","Sertad4",1.12786625548053,0.000187138336227618,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","214791","Sertad4"
"G10090_13244","21825","Thbs1",2.07877339391141,1.25397070768013e-07,"Up","21825","Thbs1",1.66701386212381,9.59603535530991e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","21825","Thbs1"
"G10090_13245","217149","Cisd3",-1.05086818986535,1.74075778464119e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","217149","Cisd3"
"G10090_13249","209012","Ulk4",1.50423292912855,2.11603877478587e-07,"Up","209012","Ulk4",1.96613556100646,8.47895548974869e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","209012","Ulk4"
"G10090_13256","17082","Il1rl1",1.71907717808086,2.06782954242893e-06,"Up","17082","Il1rl1",1.04532344928673,7.39034492136634e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","17082","Il1rl1"
"G10090_13259",NA,NA,NA,NA,NA,"18508","Pax6",1.14934918655309,0.0471712855820399,"Up",FALSE,TRUE,NA,"4W_only","18508","Pax6"
"G10090_1330","229841","Cenpe",2.80876874975718,3.54879094368503e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","229841","Cenpe"
"G10090_13317","17869","Myc",1.0393754058953,1.44655124633802e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17869","Myc"
"G10090_13329","229488","Fhip1a",-1.07798739828043,0.000195247818546456,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","229488","Fhip1a"
"G10090_13331","102644","Oaf",1.29090670424568,9.02179435302018e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","102644","Oaf"
"G10090_13332","17965","Nbl1",1.38384659783065,1.58128893328738e-06,"Up","17965","Nbl1",1.84625104055734,2.3790502742392e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","17965","Nbl1"
"G10090_13354","17882","Myh2",-2.76398723120618,0.0026479553187753,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17882","Myh2"
"G10090_13356","241447","Cers6",1.38644115806139,2.2701826820153e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","241447","Cers6"
"G10090_13371","70101","Cyp4f16",1.21780797708272,1.0232044369345e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","70101","Cyp4f16"
"G10090_13374","12183","Bpgm",-1.29307966060673,2.83931756155145e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12183","Bpgm"
"G10090_13388","29875","Iqgap1",1.15817376514794,6.06837192426126e-08,"Up","29875","Iqgap1",1.00997811865488,4.94945197534808e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","29875","Iqgap1"
"G10090_13396","16010","Igfbp4",1.97253635513177,1.47242638533161e-09,"Up","16010","Igfbp4",1.22231180968599,0.000111091095523409,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","16010","Igfbp4"
"G10090_1340","380839","Serpinb1c",-1.0163917395248,0.000460264398163147,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","380839","Serpinb1c"
"G10090_13403","208372","Asb18",-1.9850946733764,4.9910907373144e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","208372","Asb18"
"G10090_13415","17085","Ly9",2.53397267635284,5.58186499991013e-08,"Up","17085","Ly9",1.09719346240379,0.000178168005290993,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","17085","Ly9"
"G10090_13431","69893","Coa7",-1.10776202388847,4.17597640113297e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","69893","Coa7"
"G10090_13433","67580","Lrrc18",1.79406520782682,1.39788790197745e-07,"Up","67580","Lrrc18",1.43582255397167,0.00400342616669442,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","67580","Lrrc18"
"G10090_1344","20660","Sorl1",-1.53178940276909,1.16314531113224e-06,"Down","20660","Sorl1",-1.31085431411103,4.43383728699087e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","20660","Sorl1"
"G10090_13448","70310","Plscr3",1.02704933238659,2.93634856447388e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","70310","Plscr3"
"G10090_13456","12836","Col7a1",-1.15727270127031,0.00143241292723517,"Down","12836","Col7a1",-1.09263488553049,0.000551198789685885,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","12836","Col7a1"
"G10090_13457","210029","Metrnl",1.03945709679598,7.58986775937164e-06,"Up","210029","Metrnl",1.5088858977633,1.28315914243982e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","210029","Metrnl"
"G10090_13462","68393","Mogat1",-3.18431774458747,2.59491789205004e-06,"Down","68393","Mogat1",-2.00755902097683,3.61559357158388e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","68393","Mogat1"
"G10090_13469","67795","Rnls",-1.15448933523259,8.36489971628852e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67795","Rnls"
"G10090_13470","217369","Uts2r",1.43220126929492,8.97235108708734e-06,"Up","217369","Uts2r",1.6897802215518,2.03733349032424e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","217369","Uts2r"
"G10090_13473","19886","Ros1",2.99614246812231,5.993042896355e-06,"Up","19886","Ros1",1.53206938820579,0.00329206521449149,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","19886","Ros1"
"G10090_13478","20928","Abcc9",-1.07279284542074,0.00010210941740353,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20928","Abcc9"
"G10090_13479","17865","Mybl2",1.65670076653534,7.49507907534638e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17865","Mybl2"
"G10090_1348","72902","Spock3",1.05162708905979,0.00153537963267962,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","72902","Spock3"
"G10090_13480","17930","Myom2",-1.39368829894615,0.000183318176324596,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17930","Myom2"
"G10090_1349","14282","Fosb",1.62027975179252,0.00213207731600596,"Up","14282","Fosb",1.42151247724486,0.00995094663169375,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","14282","Fosb"
"G10090_13491","218138","Gmds",1.15293233600312,6.57800229391948e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","218138","Gmds"
"G10090_13514",NA,NA,NA,NA,NA,"20678","Sox5",1.97185114310724,6.92611728796366e-06,"Up",FALSE,TRUE,NA,"4W_only","20678","Sox5"
"G10090_13515","215653","Rassf2",1.21729488364854,2.8571324155426e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","215653","Rassf2"
"G10090_13518","11489","Adam12",3.97758920559781,1.29031680864504e-10,"Up","11489","Adam12",1.14431621573922,0.00153782327368167,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","11489","Adam12"
"G10090_13533","234258","Neil3",2.87494205158864,3.1315168800825e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","234258","Neil3"
"G10090_13536",NA,NA,NA,NA,NA,"232431","Gprc5a",1.03810433563723,0.00648168166791741,"Up",FALSE,TRUE,NA,"4W_only","232431","Gprc5a"
"G10090_13559","246738","Dnajc28",-1.48128442630127,1.21341990670346e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","246738","Dnajc28"
"G10090_13568","13106","Cyp2e1",-3.0669722779831,2.3719669227934e-06,"Down","13106","Cyp2e1",-1.84334052328737,1.05027825261399e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","13106","Cyp2e1"
"G10090_13571","666938","Bend4",1.17717378276537,2.00241167426041e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","666938","Bend4"
"G10090_13577","68117","Apool",-1.11815866603967,7.93482071530902e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68117","Apool"
"G10090_13592","16176","Il1b",3.00673637405627,0.000389419279667138,"Up","16176","Il1b",1.15442098060716,0.0371441155897181,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","16176","Il1b"
"G10090_1360","71648","Optn",-1.15261140474828,2.14222736379826e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","71648","Optn"
"G10090_13605","276950","Slfn8",1.27059859623659,1.77749159591758e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","276950","Slfn8"
"G10090_13610","66733","Kcng4",-1.29181119362846,0.00145439240278867,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66733","Kcng4"
"G10090_13625","20539","Slc7a5",1.05853091925034,6.77300456278162e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20539","Slc7a5"
"G10090_13629",NA,NA,NA,NA,NA,"19716","Bex1",-1.12074052178162,0.000542990257484394,"Down",FALSE,TRUE,NA,"4W_only","19716","Bex1"
"G10090_13634","72828","Ubash3b",1.49289585151227,2.77702140667164e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","72828","Ubash3b"
"G10090_13644","56437","Rrad",1.50252123721085,3.9685456486379e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","56437","Rrad"
"G10090_13648","12614","Celsr1",1.18984654120493,2.89502576560639e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12614","Celsr1"
"G10090_13649","68170","Iftap",-1.19382220575252,3.92232327708535e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68170","Iftap"
"G10090_1365","20370","Sez6",-1.84542419510717,0.000468063941761004,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20370","Sez6"
"G10090_13650","57814","Kcne4",2.09460130370544,2.50160521920431e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","57814","Kcne4"
"G10090_13652","22068","Trpc6",1.38248146218069,2.01150527789754e-05,"Up","22068","Trpc6",1.61229959233237,0.000168491206641354,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","22068","Trpc6"
"G10090_13659",NA,NA,NA,NA,NA,"232941","Ppm1n",-1.47510488780752,6.6378306468443e-05,"Down",FALSE,TRUE,NA,"4W_only","232941","Ppm1n"
"G10090_13661","22368","Trpv2",1.26947310399875,1.69831141851692e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","22368","Trpv2"
"G10090_13664","67036","Mrpl45",-1.01100159394118,6.36862009128425e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67036","Mrpl45"
"G10090_13674","68349","Ndufs3",-1.23347387945158,1.82396023537823e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68349","Ndufs3"
"G10090_13689","69662","2310061I04Rik",-1.18298948494412,5.60768970344581e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","69662","2310061I04Rik"
"G10090_13691","74106","Dcaf6",-1.11213974485561,2.53794542159419e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","74106","Dcaf6"
"G10090_13698",NA,NA,NA,NA,NA,"71690","Esm1",1.30187061904863,0.000517303787317751,"Up",FALSE,TRUE,NA,"4W_only","71690","Esm1"
"G10090_13701","17160","Man2b2",1.23327519861142,1.70204238338748e-06,"Up","17160","Man2b2",1.02754682149731,6.54653666977451e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","17160","Man2b2"
"G10090_13705","219114","Ska3",2.70533127954386,4.37706361267642e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","219114","Ska3"
"G10090_1371","73998","Herc3",-1.06757246626981,4.16718239120646e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","73998","Herc3"
"G10090_13717","71740","Nectin4",1.95468876133028,9.38008399144351e-08,"Up","71740","Nectin4",1.02550650098976,0.000347108307961836,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","71740","Nectin4"
"G10090_13718","105245","Txndc5",1.27951712271099,1.62505344742292e-08,"Up","105245","Txndc5",1.25109682204175,7.2773147457608e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","105245","Txndc5"
"G10090_13720","81907","Tmem108",1.5266091681302,0.000821730812035371,"Up","81907","Tmem108",3.70498097680868,0.000141454921512726,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","81907","Tmem108"
"G10090_13723","259172","Mfrp",1.44296464465056,2.02038765375633e-06,"Up","259172","Mfrp",1.24442114446026,0.00114281972489255,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","259172","Mfrp"
"G10090_13732","270084","Lpcat2",2.04087117731194,4.24441071743519e-10,"Up","270084","Lpcat2",1.58207898834541,1.24074745386916e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","270084","Lpcat2"
"G10090_1374","53381","Prdx4",1.15308461673396,6.50450252295613e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","53381","Prdx4"
"G10090_13742","57423","Atp5mf",-1.20607489852189,1.72747240641592e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","57423","Atp5mf"
"G10090_13743","20646","Snrpn",-1.78376781486639,1.55405591160943e-07,"Down","20646","Snrpn",-1.06676128565106,0.00011610885837471,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","20646","Snrpn"
"G10090_13755","240843","Brinp2",-1.33932483280485,0.000305019998407496,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","240843","Brinp2"
"G10090_13762","230145","Galnt12",1.87653433242365,2.97526659118717e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","230145","Galnt12"
"G10090_13764","12322","Camk2a",-1.42208177443355,0.000127777950184312,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12322","Camk2a"
"G10090_13775","67621","Bend5",1.25482402553391,6.09884768392076e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67621","Bend5"
"G10090_13780","13655","Egr3",1.07574030460946,0.000315055977638333,"Up","13655","Egr3",1.08469980385034,0.00781589777090646,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","13655","Egr3"
"G10090_13790","18846","Plxna3",1.34474200971934,3.9044051258742e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18846","Plxna3"
"G10090_13793","14409","Gabrr2",-1.36834923736214,5.59764679343184e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14409","Gabrr2"
"G10090_13799","11674","Aldoa",-1.47423117359538,8.09049323722797e-05,"Down","11674","Aldoa",-1.02299890273066,0.000515606879473174,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","11674","Aldoa"
"G10090_138","17996","Neb",-1.12862564556216,0.00301387409933951,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17996","Neb"
"G10090_1380","20401","Sh3bp1",1.44634809454142,3.0344555345212e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20401","Sh3bp1"
"G10090_13809","23968","Nlrp5",1.24958528423205,0.0060124415672261,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","23968","Nlrp5"
"G10090_13816","14226","Fkbp1b",1.98125121562081,4.12611819623689e-09,"Up","14226","Fkbp1b",1.19552960054373,0.000105920215697697,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","14226","Fkbp1b"
"G10090_1383","338367","Myo1d",1.16101794280388,1.388268579254e-05,"Up","338367","Myo1d",1.59598661873781,2.24607050480471e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","338367","Myo1d"
"G10090_13831","12479","Cd1d1",-1.02043065246892,0.00684309624547895,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12479","Cd1d1"
"G10090_13843",NA,NA,NA,NA,NA,"74155","Errfi1",1.38846688492226,8.3819114258498e-06,"Up",FALSE,TRUE,NA,"4W_only","74155","Errfi1"
"G10090_13844","18140","Uhrf1",2.503176575625,4.07905295399702e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18140","Uhrf1"
"G10090_13845","13730","Emp1",1.49999234940815,5.79287220035673e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","13730","Emp1"
"G10090_13850","20404","Sh3gl2",1.23518021188624,0.000660559958569068,"Up","20404","Sh3gl2",1.29091435504362,0.000458099084758623,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","20404","Sh3gl2"
"G10090_13853","381339","Tmem182",-1.52372943352123,2.13182856233021e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","381339","Tmem182"
"G10090_13860","11474","Actn3",-1.19494038734616,0.00154931724100616,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","11474","Actn3"
"G10090_13898","240641","Kif20b",2.21578728893406,1.17560754814574e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","240641","Kif20b"
"G10090_13936","394432","Ugt1a7c",1.587519934566,1.31834664348199e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","394432","Ugt1a7c"
"G10090_13943","70152","Tmt1a",-1.16593244978972,4.4115186956628e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","70152","Tmt1a"
"G10090_13966","16765","Stmn1",2.11622225091684,1.43892779340656e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16765","Stmn1"
"G10090_13969","319909","Ism1",1.60148045793573,6.24777345070831e-07,"Up","319909","Ism1",1.44845653238084,2.30744859926788e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","319909","Ism1"
