"gene_id","GSM7140486_CON1_synovium","GSM7140491_CON2_synovium","GSM7140495_CON3_synovium","GSM7140500_CON4_synovium","GSM7140502_CON5_synovium","GSM7140507_CON6_synovium","GSM7140511_CON7_synovium","GSM7140516_CON8_synovium","GSM7140518_CON9_synovium","GSM7140523_CON10_synovium","GSM7140527_CON11_synovium","GSM7140532_CON12_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140501_ACLT12_synovium","GSM7140503_RECON1_synovium","GSM7140504_RECON2_synovium","GSM7140505_RECON3_synovium","GSM7140506_RECON4_synovium","GSM7140508_RECON5_synovium","GSM7140509_RECON6_synovium","GSM7140510_RECON7_synovium","GSM7140512_RECON8_synovium","GSM7140513_RECON9_synovium","GSM7140514_RECON10_synovium","GSM7140515_RECON11_synovium","GSM7140517_RECON12_synovium","GSM7140519_REPAIR1_synovium","GSM7140520_REPAIR2_synovium","GSM7140521_REPAIR3_synovium","GSM7140522_REPAIR4_synovium","GSM7140524_REPAIR5_synovium","GSM7140525_REPAIR6_synovium","GSM7140526_REPAIR7_synovium","GSM7140528_REPAIR8_synovium","GSM7140529_REPAIR9_synovium","GSM7140530_REPAIR10_synovium","GSM7140531_REPAIR11_synovium","GSM7140533_REPAIR12_synovium"
"ENSSSCG00000002366",393.738261,569.055975,488.795351,454.164473,847.870997,624.983306,723.587535,701.418226,732.15371,656.895452,581.567693,564.296344,369.727704,387.449961,435.46821,533.004528,433.237916,536.22147,409.210879,440.478887,408.362216,489.044645,399.69216,456.669449,414.725975,482.651417,437.033432,529.676696,533.507421,425.863387,614.584459,359.113743,427.479608,580.072266,446.878218,548.384325,575.250457,448.604685,679.65374,462.553116,362.674339,475.150542,496.505013,415.542779,485.67641,610.105715,459.611408,541.732378
"ENSSSCG00000002367",21.603122,23.090669,23.754839,22.21473,10.431628,19.837842,18.944455,18.821739,25.46126,17.200826,21.873993,27.103194,17.672227,19.116677,13.468545,22.882796,13.3673,14.144138,22.896076,16.998289,29.3083,17.61459,12.194309,6.218483,16.930737,20.62822,20.580135,16.539523,11.24198,16.387658,20.271114,16.023252,18.715293,21.021626,19.623585,18.645294,7.7739,15.530847,19.763045,22.195575,27.450997,21.661381,21.516072,20.056964,24.247157,21.700122,27.636861,27.435377
"ENSSSCG00000002368",116.651714,102.897296,101.699981,111.369003,61.840453,78.680968,102.861821,66.035088,86.22847,44.54044,45.066802,64.888799,72.58533,79.166601,83.430555,33.280659,85.827215,44.088156,181.334965,53.798696,220.655674,99.650324,127.845635,67.538528,101.62368,57.258251,71.810497,141.442029,81.947689,123.958402,89.434024,109.13638,59.774123,78.398333,67.18054,200.317328,66.092594,113.781332,78.958655,33.844894,175.994407,90.640893,178.074919,88.120921,119.726003,24.081421,51.302861,55.609948
"ENSSSCG00000002370",14.482958,13.202302,14.975381,11.422807,10.41611,13.43178,12.533552,13.021914,10.916301,14.018102,9.732507,12.408568,10.910183,11.981491,12.086969,10.470183,12.218225,11.509114,12.050708,12.86142,16.285758,16.182559,7.799613,10.288237,12.908326,11.750749,12.189837,13.456162,7.582223,9.917044,9.486413,11.71142,13.103514,8.722078,14.157446,10.514443,11.389557,10.842561,10.015128,12.331996,12.128277,9.677162,14.22903,12.062782,12.046346,13.392451,12.458866,13.164558
"ENSSSCG00000002372",30.24107,26.688611,31.459463,27.250003,20.048106,28.419843,29.35988,27.518453,24.752159,28.728583,17.425689,25.555414,21.036658,25.888454,20.550833,23.75383,22.050778,21.730002,27.306917,24.720355,28.508247,30.413487,15.220313,18.300966,27.598141,25.731601,25.22565,25.462923,18.012466,25.35085,20.379154,22.99186,28.995154,19.814305,27.405184,20.604179,24.974026,24.629317,21.747085,22.436039,26.488269,20.45877,27.785523,21.585995,20.265665,26.078602,24.770818,27.780602
"ENSSSCG00000002373",0.704859,0.2101,0.101596,0,0,0.277652,0.076019,0.462212,0,0.133914,0.169279,0.580537,0.26975,0,0,0.196531,0.306378,0.55972,0,0.282255,0,0.343154,0,0,0.229566,0.289148,0,0.058711,0.051882,0,0.198811,0.538754,0.089936,0.124949,0.408285,0,0.283557,0,0,0.110148,0.153883,0,0.086209,0.131327,0.242057,0.579681,0.158678,0.305374
"ENSSSCG00000002374",60.110585,57.772079,66.00143,49.498984,59.180862,58.649353,59.217701,59.524932,59.635238,61.127858,55.689582,55.354966,54.494644,51.741433,63.62131,71.647632,59.193281,62.395761,55.256277,68.458511,66.849717,73.87333,46.159319,59.630813,59.08517,70.155927,55.586017,63.426622,53.904197,57.608468,53.848025,58.134078,65.792285,71.197011,64.439083,43.455538,63.2396,55.53855,66.111315,71.772047,53.971259,65.325403,66.356668,63.226463,58.163165,77.856441,68.120623,74.314552
"ENSSSCG00000002375",2.488498,2.710319,4.008337,1.728371,2.281371,1.863126,2.735372,3.961336,4.533729,4.720764,2.136929,3.320361,1.953223,2.251141,0.755573,3.574446,1.542579,2.099037,1.131747,1.3486,2.274375,3.967379,1.017406,2.054796,2.107408,2.430936,1.718661,2.534441,0.572478,2.81642,1.200263,3.005508,0.990197,1.9505,2.857405,1.804928,3.196603,2.854509,3.172102,3.636184,0.611733,2.120304,2.764442,1.845117,1.28618,4.530078,1.863676,2.888924
"ENSSSCG00000002377",32.790049,32.109033,32.038012,29.418783,30.47521,30.267989,30.299605,34.368185,32.106432,33.262223,25.342308,34.7498,31.215506,23.321313,26.475221,28.653705,30.523005,24.641635,34.673059,27.644453,34.361643,31.790214,29.434998,12.370305,29.450253,28.956121,29.083041,32.109656,29.638921,30.683456,25.789961,31.828033,28.961499,35.260799,28.380471,46.16203,32.187379,32.060213,35.947828,25.143749,31.465849,36.098525,28.904152,28.36275,27.901715,31.592381,30.314031,32.230186
"ENSSSCG00000002378",15.372549,15.443126,16.59536,16.256037,11.939711,15.590841,14.635939,19.60556,14.905631,16.692537,11.139992,17.897699,13.355347,13.61247,10.865484,13.326766,13.066223,8.394842,13.438463,10.711389,11.729113,16.333562,12.598791,3.845085,13.860435,12.374828,15.238905,16.457034,8.951002,11.689023,12.835494,10.486451,17.137144,10.968427,14.764583,10.5237,9.609957,14.220225,12.001323,10.041933,18.252722,11.935663,13.261235,9.231962,13.521001,11.917564,12.130801,10.78775
"ENSSSCG00000002379",35.185063,32.282801,35.964567,33.654148,37.547978,48.989143,29.885761,29.912532,27.048905,31.246991,45.510512,39.27354,28.570922,37.531658,42.525104,49.328795,33.952671,46.036675,40.31627,25.443316,30.279549,36.222309,34.591811,28.658465,32.436479,40.705899,37.906278,48.723241,47.514462,51.750215,55.889648,36.031905,53.41945,38.846905,44.670975,44.154151,29.212204,33.599401,37.362923,37.439637,41.784716,42.58976,32.160089,39.966278,46.906348,48.372468,37.556802,44.645617
"ENSSSCG00000002380",0.328241,0.082371,0.160717,0.16343,0.054979,0.088946,0.365778,0,0.057805,0.267966,0.267159,0.258017,0.507802,0.139772,0.117682,0.157191,0,0,0.150645,0.113635,0,0,0,1.149818,0.242918,0,0.288468,0.33165,0.121327,0.207232,0.153578,0.164194,0.072091,0.245144,0.163072,0.163726,0.168556,0,0.060381,0.044085,0.666141,0.09876,0.549064,0.156711,0.559,0.051209,0.332819,0.302859
"ENSSSCG00000002381",67.623377,70.560386,66.554622,70.704754,62.778056,72.296699,75.358222,72.733812,65.324747,63.596278,64.358129,65.572856,56.748858,71.143612,76.785063,59.22966,70.992125,59.664539,83.420145,61.234322,81.420466,66.402091,80.304331,59.333942,76.47648,70.304254,69.707103,76.03851,69.836589,84.292902,73.604257,61.57968,68.050502,77.636052,74.818894,79.042027,63.988653,72.972006,69.59474,58.737335,90.03103,63.478703,76.828032,66.817241,82.003081,64.219694,67.162513,68.894942
"ENSSSCG00000002383",26.958624,23.850158,109.048348,15.687057,50.456968,22.580421,25.328796,16.458137,24.986243,21.597319,18.469578,18.438634,26.557861,21.610136,378.738264,66.946295,29.553323,20.126837,17.846017,30.811738,27.997323,48.180391,38.918411,141.092916,9.617699,25.316008,11.912065,15.225923,54.984473,7.234183,42.579629,33.068313,27.832583,36.411725,10.173497,5.805534,22.668004,15.601763,11.700817,32.67098,16.661158,19.612327,52.667997,530.951963,11.071187,60.090332,23.141148,42.660378
"ENSSSCG00000002385",13.345365,18.301648,10.020483,11.108609,6.109473,6.548343,11.381107,6.544207,9.334484,5.057057,19.696482,5.578446,21.797607,19.667027,17.20462,10.296738,23.755187,14.358144,43.216073,8.296252,15.36493,8.816485,29.831088,15.64561,38.592603,25.242207,32.162361,17.962657,19.723698,37.788476,18.638521,27.346118,9.541446,15.280541,18.2104,47.382823,24.413856,23.17264,13.45284,12.669489,30.562021,25.422608,12.740619,35.778354,32.804841,5.931967,22.923051,6.376486
"ENSSSCG00000002386",20.893157,19.35997,28.148245,48.052262,21.149535,25.826131,33.376456,32.390171,36.231932,40.615366,38.390231,28.255559,41.297392,53.226074,52.160581,25.821681,33.160876,30.695019,43.833665,31.167741,35.867094,28.897209,40.590172,24.363802,22.884822,33.582361,52.512383,29.473256,20.388271,82.726643,44.096882,33.832612,23.617153,37.561865,27.655415,54.820743,27.54985,28.779355,47.218205,38.27152,41.187848,27.782756,40.392035,29.540892,31.353394,18.986568,32.551639,28.436847
"ENSSSCG00000002387",35.631756,32.35372,29.685284,34.788358,27.846115,33.495094,35.028956,41.526814,35.607519,32.680158,28.687181,36.589969,25.971321,29.555889,29.30808,33.364015,36.256703,23.556472,30.679409,29.073498,28.597892,36.381426,24.056375,20.222098,31.844877,31.054552,28.371004,30.858932,21.940307,25.646091,31.9123,25.606887,35.287136,25.691527,34.155204,27.251783,26.732633,35.544128,36.073823,28.331802,35.139459,26.431818,30.582775,27.263672,29.99868,29.632496,28.939293,26.365237
"ENSSSCG00000002388",0,0.05197,0.04972,0,0.035116,0.02774,0,0,0.071283,0,0,0,0,0.043462,0,0,0,0,0.046804,0.036563,0,0.110226,0,0,0.037213,0.0572,0.117372,0,0.05392,0.056113,0,0.033584,0,0.063202,0,0,0,0,0,0,0.117127,0,0,0,0,0,0,0.035872
"ENSSSCG00000002389",17.929234,12.475605,16.09384,10.321302,7.986994,10.844995,16.567731,13.881734,16.174637,18.982517,12.176575,20.614306,13.216555,17.799648,13.581424,21.206985,13.99805,16.836522,15.010736,17.793241,16.737522,25.324913,13.447293,12.448443,17.10371,15.737808,14.080635,14.653756,14.373864,18.265248,6.95992,18.542754,17.86497,17.315908,13.281221,15.338095,16.485992,14.187647,13.817775,20.353829,13.324091,12.458483,19.465944,13.031929,12.976243,21.968938,15.214509,17.204097
"ENSSSCG00000002390",16.170638,11.52934,14.967232,9.174151,6.724598,12.247129,12.364749,11.919447,12.822725,16.65671,6.384986,14.612026,8.869918,10.624416,5.344939,7.779701,7.603494,6.762036,9.572002,7.840355,7.402551,13.914029,5.6326,4.79101,8.263213,9.735449,7.989096,9.559228,3.55932,8.999177,6.675913,8.707866,8.328763,8.499347,8.133804,5.91627,12.292763,8.37115,11.610242,9.56049,9.682393,6.86112,14.487745,6.992752,7.669437,10.916248,10.860328,9.320025
"ENSSSCG00000002391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002392",87.745417,60.256871,70.957501,49.832507,48.500831,55.252053,60.446816,48.188547,64.425084,61.331877,46.999848,47.254134,58.046207,57.276838,36.01715,49.977062,43.385174,47.563005,80.595278,52.399863,67.834321,79.489325,26.999136,37.797773,59.20423,62.685255,51.035346,66.127283,51.458955,35.93443,40.043566,77.759888,48.364794,37.384635,34.762736,50.524989,86.584203,51.395831,76.393987,46.062588,79.292057,58.453486,80.604378,52.137552,62.086311,50.045903,45.464662,40.474536
"ENSSSCG00000002396",22.18645,16.556209,26.888624,16.212452,13.313829,17.944892,22.122978,18.002894,21.044219,22.29244,10.932675,21.469437,17.520175,14.665458,9.705939,15.788653,15.779589,12.96882,14.509776,10.586152,8.969044,18.514916,11.973593,14.875155,16.676781,14.010276,16.618347,12.438947,8.268647,13.267802,13.053274,12.672235,14.019894,17.042811,10.927875,21.139583,17.969758,14.925009,14.979181,13.871599,21.587628,8.582125,21.54789,19.320405,14.760897,13.128873,16.358781,13.762082
"ENSSSCG00000002397",5.367658,4.282464,5.07708,5.25899,3.959449,4.35839,3.746716,3.304597,3.057632,4.223061,3.698834,3.880419,4.26503,3.425873,3.234854,3.888806,4.202114,2.983598,3.854971,4.107488,4.161015,5.020685,2.49368,4.115639,4.171838,4.400561,3.641591,4.127743,2.825935,4.744189,4.528602,4.697105,5.013523,2.723431,4.212235,4.316135,3.808967,5.093034,3.247911,3.271074,2.658149,3.565852,3.7491,4.63382,4.567941,3.630671,3.908217,4.665577
"ENSSSCG00000002398",0.203928,0.38031,0.21704,0.074616,0.051503,0.121224,0.1384,0.068075,0.234628,0.04841,0.364972,0.463853,0.260697,0.19025,0.054318,0.659398,0,0.082183,0,0.078361,0.17931,0.284174,0.084091,0,0.162538,0.33123,0.042992,0.020846,0.135767,0,0.190862,0,0.032301,0,0,0.072505,0.32675,0.152241,0.275374,0.142044,0,0.132077,0.280075,0.309333,0,0.068358,0.171723,0.054077
"ENSSSCG00000002399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276169,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002400",0.674836,0.31361,0.399109,0,0.211489,0.175279,0.232954,0.200834,0.383175,0.208039,0.058339,0.077168,0.091718,0.53373,0.193635,0.19443,0,0.416062,0,0.358141,0.497873,0.242527,0.211106,0,0.078047,0.292949,0.122945,0.245221,0.148557,0.125478,0.258163,0.256202,0.367198,0.293536,0,0,0.368212,0,0.387018,0.272668,0.29768,0.254183,0.258086,0.132618,0,0.384387,0.427955,0.147748
"ENSSSCG00000002403",22.4074,15.923195,23.285874,17.671483,18.647881,17.97325,22.925071,17.270211,22.597417,23.545159,11.921712,18.858236,16.255173,15.756171,11.175115,13.428393,14.154688,11.567659,15.562209,12.462276,10.792121,19.045547,13.372452,13.589423,16.376662,14.121518,15.147989,16.410574,11.518327,15.949099,17.124845,10.626594,16.902891,13.429075,16.630465,16.410301,13.648818,17.265997,18.236663,14.421152,21.187322,9.99338,18.959084,13.229607,14.113497,16.656235,16.415263,16.526712
"ENSSSCG00000002404",32.534449,27.656111,35.512798,24.534352,29.380505,31.805538,29.201389,28.268124,29.976783,36.388297,27.199778,30.513955,30.529759,27.563919,28.816164,27.005531,31.686068,28.510311,26.600905,29.038516,31.236941,37.625479,22.070801,24.182676,22.961202,27.422298,21.988147,26.443714,20.379369,28.084859,24.722279,31.252632,36.284141,26.548672,34.402203,21.413466,27.663522,28.332798,27.838625,29.178781,27.087049,33.303462,26.286554,22.991316,23.919672,31.83138,30.845185,36.33644
"ENSSSCG00000002406",56.355886,61.855947,67.141283,57.785908,64.830308,60.959117,59.08329,58.382294,56.494892,57.76895,59.425697,67.491303,59.435506,68.90591,69.297667,64.654289,65.008653,67.847583,74.549423,67.910363,85.196799,66.701759,54.297794,75.830576,64.480297,70.33901,68.623652,90.309777,72.274277,77.428903,60.557857,63.812162,74.971094,59.271543,61.545136,66.379134,64.666723,80.039009,64.822084,67.696793,59.589208,77.422833,54.995242,71.527986,67.616261,67.63551,73.083555,78.726727
"ENSSSCG00000002408",9.599468,7.28478,9.127105,8.375165,6.154361,9.016313,7.291693,8.076966,9.246414,9.01919,6.284079,8.848103,7.989534,5.429882,4.73176,5.236435,6.427729,4.619837,6.564391,5.888419,6.976312,7.334946,7.486446,6.227378,5.343234,5.60975,7.157235,5.322461,3.407552,7.022105,7.253499,5.926914,9.346449,4.065028,7.778746,6.828956,5.114411,4.959044,6.585296,5.639865,8.051796,5.833314,8.142641,4.364945,5.044709,6.97373,7.321598,6.376291
"ENSSSCG00000002410",15.951328,13.799116,15.414305,12.002026,8.496272,12.220248,12.820525,16.788373,13.76238,10.832059,6.441512,12.878542,9.262094,15.531917,10.730708,13.050524,11.243041,7.620089,15.037623,10.357229,8.115179,16.852803,8.924988,11.461295,13.549493,10.955488,10.767815,12.942898,11.47039,11.678531,13.665557,9.444227,13.756667,10.855658,13.458834,15.310303,10.264085,9.499972,9.108316,7.245326,13.024712,9.029167,14.237615,11.739542,12.56156,9.945092,8.621068,10.645433
"ENSSSCG00000002411",34.927015,25.841179,30.155225,25.360892,29.285805,33.551619,35.16676,37.511626,30.736638,33.145422,24.44813,39.335348,21.879362,28.250464,27.376038,31.191038,30.14356,24.040599,32.427657,26.7292,33.004305,36.821895,26.552331,30.035889,27.845775,25.626459,26.620221,38.661361,28.334554,31.340682,32.683668,27.027213,33.625559,26.003441,30.621895,37.211245,27.33772,32.08266,32.49796,30.740875,33.174396,28.752042,31.292589,28.862304,28.72886,29.837639,31.738988,30.479048
"ENSSSCG00000002412",16.878641,11.67758,13.335846,14.748731,5.668784,14.678208,14.875643,14.493116,10.295991,10.365726,5.639584,8.693922,9.102439,12.522203,4.856193,5.936187,8.783438,3.728828,20.988634,8.795015,8.715275,11.276662,5.655433,6.796838,14.28673,9.414621,10.239476,7.088551,5.063986,15.647779,13.23063,11.561838,6.091305,7.873124,7.555349,7.59823,6.567959,9.510182,6.030357,6.526813,18.634434,4.762686,14.372693,13.147225,7.240252,4.292808,9.532624,6.331595
"ENSSSCG00000002414",71.560359,75.116767,82.599272,69.75673,67.960845,74.766291,75.737879,74.004123,78.237388,77.660262,79.197902,83.451338,70.447464,72.621144,68.031273,65.79234,72.067483,69.236711,78.39229,87.744112,86.391669,76.053287,59.763897,42.400653,74.012861,66.791884,75.859981,90.277733,58.32452,67.242305,74.05222,64.951686,92.664974,57.564203,72.769505,71.897019,64.9134,71.266736,70.649593,77.950989,63.139733,61.147079,66.762803,70.431093,70.810998,70.216704,70.709801,78.077234
"ENSSSCG00000002423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002424",10.629871,11.928946,9.962918,11.307803,6.758813,8.008891,8.761892,9.898403,10.793286,11.088148,6.943254,7.254804,10.916376,7.538382,8.284123,9.517546,8.511574,5.199906,10.12728,5.67268,6.633943,9.455149,8.04643,5.173668,8.124283,8.979323,9.607791,9.517618,9.2028,10.241659,9.501505,7.512615,6.950392,8.293743,11.160451,11.836172,8.114008,7.169518,7.906646,7.016127,10.841678,13.917534,7.925072,8.211918,9.047529,8.519448,9.084381,9.081519
"ENSSSCG00000002425",39.00921,36.815634,29.320887,37.68069,27.788354,41.105582,34.803276,36.67925,27.868405,27.345674,31.990522,34.055513,40.398575,45.833678,49.297575,41.111553,38.116145,39.881921,54.666818,40.419642,46.556608,45.575998,41.783166,31.537474,54.812488,49.36314,47.197677,47.712733,56.08594,59.697712,40.653004,42.461793,50.908831,45.648047,51.990093,58.187079,47.24596,42.2875,37.386541,27.556142,56.926271,50.841042,36.164485,41.806475,54.13036,43.146869,43.416647,36.350743
"ENSSSCG00000002426",52.279506,40.393309,45.171223,41.838488,39.337759,45.526208,37.391383,49.464719,43.934194,42.49953,43.152233,41.136251,43.127496,38.041058,54.908074,37.369358,46.890931,42.721091,43.858355,39.789258,48.235801,49.885871,39.379313,28.48648,42.67645,41.164102,43.582154,44.472771,38.277847,37.792286,41.29957,41.285158,52.102589,38.727316,42.770734,40.048796,41.24553,44.102761,35.017032,37.754522,46.810515,50.17583,41.41546,33.742129,43.204755,42.219692,36.872074,44.95005
"ENSSSCG00000002427",1.937452,0.95668,1.347375,1.661967,1.316323,0.875903,1.46871,1.631466,1.039748,0.33439,1.419624,0.245398,1.508065,2.662412,1.933616,0.636943,1.124753,1.242403,2.238085,1.762804,2.871365,1.90134,1.431379,0.590097,2.378976,2.522828,1.881197,1.283758,0.945459,1.261097,1.61214,1.339424,1.87236,0.933251,0.913111,1.636726,1.339315,1.268204,1.891059,0.645269,1.633262,1.076499,1.437622,1.273639,1.748921,0.933597,0.801604,0.855414
"ENSSSCG00000002428",6.201247,7.76943,7.98688,5.643304,5.732054,6.126741,8.075718,8.228749,8.378659,8.308008,5.899855,6.966335,6.730278,6.307443,5.948823,6.256571,5.316739,4.937399,8.202597,4.553858,6.149659,9.038106,8.093821,4.200034,5.249805,5.559289,5.441613,7.169116,4.560172,8.364625,4.114881,6.499552,6.967222,6.247457,3.750676,4.621035,5.642618,4.560432,4.124592,7.569538,6.683198,6.555823,6.860983,3.994778,7.223416,5.460561,5.985038,5.957817
"ENSSSCG00000002429",90.690986,67.453167,72.131033,75.629517,53.254323,61.417385,67.674006,65.970825,82.531307,56.789292,96.421493,65.061647,84.890944,83.050224,77.405597,59.61707,81.567805,87.931215,87.407587,74.480801,93.642431,89.667854,75.979194,62.201933,87.834341,115.327231,86.322426,85.997687,66.712637,80.579013,71.299139,85.690632,87.766224,84.317833,79.659846,90.875238,106.731839,92.495874,89.796061,48.238702,103.571915,86.100774,77.211147,65.590939,98.74347,80.623049,61.839553,80.039842
"ENSSSCG00000002430",9.352027,15.482557,12.155169,11.517278,12.029388,12.958904,11.605356,6.844585,9.06064,16.245084,9.745398,14.692583,8.713028,5.31906,3.778613,10.096726,12.250503,5.314758,2.476963,8.414321,8.76177,13.225737,5.655755,14.192771,7.963347,6.481121,7.700014,12.701039,2.275276,9.757704,8.838031,11.87021,9.581961,10.780828,4.712358,13.786852,6.013106,7.299163,5.445108,14.103653,15.942137,8.927637,10.634511,6.170408,11.813908,5.646686,10.793612,7.788825
"ENSSSCG00000002431",3.331508,3.084108,3.785232,2.520413,1.755223,4.610279,3.894271,3.076682,2.365865,3.38672,1.856548,3.512974,2.491927,2.501331,1.801417,1.374967,1.710657,1.356543,2.356274,2.883105,3.044459,3.60801,3.848314,1.793365,3.11955,1.696897,2.604087,2.154714,1.531056,3.814828,2.146622,3.22917,2.756327,1.799213,2.504129,3.002571,2.938807,2.488544,1.397485,2.614276,4.827548,2.012993,3.275572,2.339715,2.644751,1.96729,3.445201,2.963049
"ENSSSCG00000002432",5.22287,3.95317,5.275256,9.626777,5.421169,9.725024,9.28594,6.386506,9.942511,8.788848,6.719828,6.734757,2.93873,3.871813,3.785168,6.438999,4.918281,5.194504,4.912615,5.366011,3.45684,6.84209,1.787928,5.124691,6.204986,3.518575,6.000358,6.431296,3.206554,7.495488,1.990198,9.059773,5.582531,6.183688,3.072802,4.472224,3.087833,3.363254,4.265258,5.167701,6.130878,4.226511,5.725159,2.855227,4.652665,6.094935,2.824972,5.961486
"ENSSSCG00000002433",49.096912,51.290877,49.25217,33.577688,44.930269,50.898022,46.194966,42.589199,51.718438,40.555172,51.489724,41.398021,41.181739,41.530048,55.619095,61.223716,43.573251,46.005063,51.585972,46.174506,58.620404,42.863781,38.077205,40.204556,52.415522,48.682,48.690415,56.623867,44.487755,54.571241,45.320747,48.306715,47.334995,50.820491,47.043529,49.75379,45.149293,46.173361,49.334396,55.849949,40.92365,43.854548,52.217556,48.004218,49.053276,51.807478,47.390827,54.944444
"ENSSSCG00000002434",11.673177,10.076829,11.058134,8.45445,7.114528,8.829097,10.562413,8.980304,10.627873,8.984701,6.778096,9.753899,8.592457,8.286834,6.21527,7.16807,7.776832,5.871761,10.81971,6.621415,7.4764,11.341778,7.098188,5.688366,9.307941,8.966194,9.728384,9.187036,4.770266,9.240389,6.617729,8.829318,10.716746,7.579488,9.295589,6.874476,8.047295,8.764747,10.109855,7.502723,12.107178,5.837044,11.460383,6.890386,9.157145,8.777986,8.040639,9.252685
"ENSSSCG00000002436",29.540598,20.890386,23.166387,19.034466,13.76515,27.229446,18.297841,19.681494,20.606273,17.261367,12.565262,22.76552,16.345215,17.775074,13.182113,11.915471,13.454351,11.790432,18.595319,16.631882,17.527726,21.542825,9.786218,13.27425,18.03197,16.526057,18.635113,14.241304,9.921751,13.63486,9.78863,17.258574,22.008977,10.187161,15.387339,13.924625,16.28284,13.607406,13.019198,12.262885,33.880936,13.984376,24.6509,13.01236,12.934407,13.984767,13.715935,11.963439
"ENSSSCG00000002438",1.550696,1.180543,3.592757,1.15814,0,0.647333,0,0,0,0,0,0,0,0,0,0,0,0,2.286473,2.682414,0,0,0,0,0,0,0,0.675523,0,0,0,3.224406,0,0,0,0,0,0,0,0,4.579047,0,2.080497,0,0,0,0.628541,0
"ENSSSCG00000002440",5.073516,2.661616,6.816581,2.167395,1.771662,2.506974,2.791393,1.331357,2.742598,2.167778,1.189175,1.599331,3.750513,2.817606,1.404911,0.809164,1.678288,1.488255,3.53577,2.497694,2.604592,3.562534,0.996792,1.518858,2.984394,2.150019,2.339484,2.011979,0.905197,2.114565,1.721761,3.26036,2.834855,0.963843,1.660473,1.538359,1.856054,2.739395,1.293997,2.209386,2.965784,1.736999,3.441812,1.660781,1.432178,1.384631,2.164583,1.432399
"ENSSSCG00000002441",54.47041,46.282296,50.060084,43.234308,40.870232,46.082173,47.512608,53.342166,46.782892,44.558206,37.223129,48.020946,40.071771,46.662659,50.224576,43.436994,44.954981,39.319111,42.800474,44.883589,48.520396,55.274974,35.694009,38.783131,43.098878,45.218026,39.753373,44.20401,45.785496,47.778478,38.035162,44.743797,56.36843,39.600772,44.836964,43.866388,43.052427,41.516734,44.521407,42.802203,49.00188,43.710506,46.094456,43.812669,42.317491,40.425155,42.967117,42.343733
"ENSSSCG00000002442",0.093228,0.069684,0,0,0.144405,0.108785,0.047687,0.23743,0,0.086646,0,0.047632,0,0.121537,0.032793,0,0.063421,0,0,0.043222,0,0,0,0,0.106226,0.038629,0,0,0,0,0,0.080078,0,0,0.072833,0.058732,0,0.053267,0,0.069887,0,0,0.057483,0,0,0,0.034785,0
"ENSSSCG00000002443",7.315299,3.900284,5.284579,4.311497,4.430233,3.600645,2.477491,4.087393,5.219992,4.279472,3.474455,3.004641,5.13451,7.795543,4.235448,3.767954,6.076351,2.858043,8.193832,4.828721,4.425871,9.01962,4.719813,6.930158,8.074828,4.57067,5.247275,2.829568,2.008177,5.679472,5.762529,4.240887,5.166824,3.08673,3.941576,5.304552,3.487416,5.542301,3.885533,3.474795,7.542227,5.201071,4.474706,5.713049,4.380165,2.65856,4.303657,4.356693
"ENSSSCG00000002444",67.851751,62.634684,52.602952,49.076181,13.40812,52.424926,59.530861,39.096404,53.059496,50.655213,29.759556,34.18937,32.003169,55.357004,28.071858,15.104965,41.906637,20.687883,76.004467,31.867702,31.719466,41.837354,47.614653,19.509822,66.028914,35.792069,42.226523,22.058994,24.452842,47.399847,46.586666,28.981382,25.53827,33.734046,30.594179,65.52973,32.407824,34.947489,25.310021,19.448365,100.910052,19.068744,67.450403,37.590168,62.629742,11.320362,41.487041,20.677364
"ENSSSCG00000002445",31.387299,29.730643,29.229841,34.586633,28.927629,36.76463,32.373644,36.812577,27.657202,33.079558,25.873737,30.147596,28.159494,32.573041,39.324525,40.36026,39.103352,34.59615,32.444581,34.927762,31.649325,36.032114,27.169427,30.309896,34.906543,30.555644,30.991468,35.900124,39.513397,35.445145,30.549908,26.224798,42.39347,32.325839,40.553,37.206582,27.695123,32.201667,32.623674,37.583659,37.263301,27.342021,27.300918,34.242864,27.566516,35.342116,32.017904,32.876593
