"category","role","required","source_exact_rel","source_basename_candidates","source_resolved","destination","selection_mode","n_exact_basename_candidates","status","source_size_bytes","copied_size_bytes","source_modified_time","copied_modified_time","md5_copied_file","all_exact_basename_candidates","error_message"
"alignment_featureCounts","H2w5 trimmed BAM input check",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_bam_input_check_18samples.csv","stepH2w5_v2_trimmed_bam_input_check_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_bam_input_check_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_bam_input_check_18samples.csv","exact_relative_path",2,"COPIED",13914,13914,"2026-05-16 22:10:10","2026-05-16 22:10:10","487175c8fab7c419c8b1ee1a63eb2bc8","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_bam_input_check_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_bam_input_check_18samples.csv",""
"alignment_featureCounts","H2w5 featureCounts arguments",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_featureCounts_arguments.csv","stepH2w5_v2_featureCounts_arguments.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_featureCounts_arguments.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_featureCounts_arguments.csv","exact_relative_path",2,"COPIED",2407,2407,"2026-05-16 22:10:10","2026-05-16 22:10:10","0572a22a48525fe067d8f274088d0df8","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_featureCounts_arguments.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_featureCounts_arguments.csv",""
"alignment_featureCounts","H2w5 trimmed gene-level count matrix",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_gene_level_counts_matrix.csv","stepH2w5_v2_trimmed_gene_level_counts_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_gene_level_counts_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_gene_level_counts_matrix.csv","exact_relative_path",2,"COPIED",2528028,2528028,"2026-05-16 22:18:50","2026-05-16 22:18:50","5d81dbc0ce5fec412f1059aad2175f93","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_gene_level_counts_matrix.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_gene_level_counts_matrix.csv",""
"alignment_featureCounts","H2w5 featureCounts annotation",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_annotation.csv","stepH2w5_v2_trimmed_featureCounts_annotation.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_annotation.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_featureCounts_annotation.csv","exact_relative_path",2,"COPIED",14434968,14434968,"2026-05-16 22:18:56","2026-05-16 22:18:56","17eb2dbe4b63479c92b6c17815a2ea81","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_annotation.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_annotation.csv",""
"alignment_featureCounts","H2w5 featureCounts stat",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_stat.csv","stepH2w5_v2_trimmed_featureCounts_stat.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_stat.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_featureCounts_stat.csv","exact_relative_path",2,"COPIED",1506,1506,"2026-05-16 22:18:56","2026-05-16 22:18:56","8177ab6b128bf90f7fcb84e03c1989ca","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_stat.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_stat.csv",""
"alignment_featureCounts","H2w5 featureCounts assignment summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_sample_assignment_summary.csv","stepH2w5_v2_trimmed_featureCounts_sample_assignment_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_sample_assignment_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_featureCounts_sample_assignment_summary.csv","exact_relative_path",2,"COPIED",879,879,"2026-05-16 22:18:56","2026-05-16 22:18:56","703cc91a4cb88cb781b133bce90861ea","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_sample_assignment_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_sample_assignment_summary.csv",""
"alignment_featureCounts","H2w5 sample info for DE",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_sample_info_for_DE.csv","stepH2w5_v2_trimmed_sample_info_for_DE.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_sample_info_for_DE.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_sample_info_for_DE.csv","exact_relative_path",2,"COPIED",2384,2384,"2026-05-16 22:18:56","2026-05-16 22:18:56","8ff4ca14dd36c2dd815b2cea2e167a4d","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_sample_info_for_DE.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_sample_info_for_DE.csv",""
"alignment_featureCounts","H2w5 featureCounts overall summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_overall_summary.csv","stepH2w5_v2_trimmed_featureCounts_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w5_v2_trimmed_featureCounts_overall_summary.csv","exact_relative_path",2,"COPIED",2131,2131,"2026-05-16 22:18:56","2026-05-16 22:18:56","2ae40ef72cbd7ff1c2ca93c563ec9657","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_overall_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w5_v2_trimmed_featureCounts_overall_summary.csv",""
"trimmed_DE","H2w6 trimmed t7 QLF DE table",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv","stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv","exact_relative_path",2,"COPIED",2405624,2405624,"2026-05-17 07:18:26","2026-05-17 07:18:26","11c46657ec9a19513dd124cee1baa873","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv",""
"trimmed_DE","H2w6 trimmed t28 QLF DE table",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv","stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv","exact_relative_path",2,"COPIED",2379726,2379726,"2026-05-17 07:18:32","2026-05-17 07:18:32","83af930d50caa257f49cbc1c89069d22","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv",""
"trimmed_DE","H2w6 filterByExpr keep t7",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv","stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv","exact_relative_path",2,"COPIED",984725,984725,"2026-05-17 07:18:26","2026-05-17 07:18:26","4a34f44607feeeefa29164ca7ca04297","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv",""
"trimmed_DE","H2w6 filterByExpr keep t28",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t28_vs_Control_t0.csv","stepH2w6_trimmed_filterByExpr_keep_ACLT_t28_vs_Control_t0.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t28_vs_Control_t0.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_filterByExpr_keep_ACLT_t28_vs_Control_t0.csv","exact_relative_path",2,"COPIED",984966,984966,"2026-05-17 07:18:32","2026-05-17 07:18:32","18b56515f6fe4195aa0788426c01e823","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t28_vs_Control_t0.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t28_vs_Control_t0.csv",""
"trimmed_DE","H2w6 count library summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_count_library_summary_18samples.csv","stepH2w6_trimmed_count_library_summary_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_count_library_summary_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_count_library_summary_18samples.csv","exact_relative_path",2,"COPIED",688,688,"2026-05-17 07:18:20","2026-05-17 07:18:20","617f0295f4cf3305b78766f5f201d556","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_count_library_summary_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_count_library_summary_18samples.csv",""
"trimmed_DE","H2w6 DE run summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_DE_run_summary.csv","stepH2w6_trimmed_edgeR_QLF_DE_run_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_DE_run_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_edgeR_QLF_DE_run_summary.csv","exact_relative_path",2,"COPIED",1635,1635,"2026-05-17 07:18:32","2026-05-17 07:18:32","08f36874fb36439224410f85fa04f36d","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_DE_run_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_DE_run_summary.csv",""
"trimmed_DE","H2w6 DE method parameters",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_method_parameters.csv","stepH2w6_trimmed_edgeR_QLF_method_parameters.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_method_parameters.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_edgeR_QLF_method_parameters.csv","exact_relative_path",2,"COPIED",679,679,"2026-05-17 07:18:32","2026-05-17 07:18:32","af42b22e2cff14fcf2b1bf4a5ce31568","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_method_parameters.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_method_parameters.csv",""
"trimmed_DE","H2w6 DE overall summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_overall_summary.csv","stepH2w6_trimmed_edgeR_QLF_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/03_trimmed_edgeR_QLF_DE/stepH2w6_trimmed_edgeR_QLF_overall_summary.csv","exact_relative_path",2,"COPIED",1787,1787,"2026-05-17 07:18:32","2026-05-17 07:18:32","51b43ee5f9462a1405274b17cf6b8e5c","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_overall_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_edgeR_QLF_overall_summary.csv",""
"DE_stability","H2w7 locked selected DE files",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_selected_files.csv","stepH2w7_DE_file_selection_selected_files.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_selected_files.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_DE_file_selection_selected_files.csv","exact_relative_path",2,"COPIED",823,823,"2026-05-27 08:08:00","2026-05-27 08:08:00","4b4979440fc1f3d109b55c770e0f2473","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_selected_files.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_selected_files.csv",""
"DE_stability","H2w7 locked candidate record",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_candidates.csv","stepH2w7_DE_file_selection_candidates.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_candidates.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_DE_file_selection_candidates.csv","exact_relative_path",2,"COPIED",823,823,"2026-05-27 08:08:00","2026-05-27 08:08:00","4b4979440fc1f3d109b55c770e0f2473","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_candidates.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_candidates.csv",""
"DE_stability","H2w7 t7 gene-level comparison",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv","stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv","exact_relative_path",2,"COPIED",3783367,3783367,"2026-05-27 08:08:02","2026-05-27 08:08:02","c23040162358074c1cdfe6d5cd8bac6e","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv",""
"DE_stability","H2w7 t28 gene-level comparison",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_gene_level_comparison.csv","stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_gene_level_comparison.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_gene_level_comparison.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_gene_level_comparison.csv","exact_relative_path",2,"COPIED",3705808,3705808,"2026-05-27 08:08:04","2026-05-27 08:08:04","c21448e1fdab4f5997dc2c58fdcf5ddc","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_gene_level_comparison.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_gene_level_comparison.csv",""
"DE_stability","H2w7 t7 strict membership",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv","stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv","exact_relative_path",2,"COPIED",531325,531325,"2026-05-27 08:08:02","2026-05-27 08:08:02","cf85c39323ab0f1034c6c9f9410b8589","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv",""
"DE_stability","H2w7 t28 strict membership",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_strict_membership.csv","stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_strict_membership.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_strict_membership.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_strict_membership.csv","exact_relative_path",2,"COPIED",488769,488769,"2026-05-27 08:08:04","2026-05-27 08:08:04","e26ce9c502b8387d67cccf8b463e1f71","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_strict_membership.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t28_vs_Control_t0_strict_membership.csv",""
"DE_stability","H2w7 DE stability summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_summary.csv","stepH2w7_trimmed_vs_untrimmed_DE_stability_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_trimmed_vs_untrimmed_DE_stability_summary.csv","exact_relative_path",2,"COPIED",1288,1288,"2026-05-27 08:08:04","2026-05-27 08:08:04","3caeb0942f670134fbaf197545168f4a","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_summary.csv",""
"DE_stability","H2w7 interpretation flags",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv","stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv","exact_relative_path",2,"COPIED",1369,1369,"2026-05-27 08:08:04","2026-05-27 08:08:04","a31133bbda9bcafdc80718712ac1d0de","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv",""
"DE_stability","H2w7 overall summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_overall_summary.csv","stepH2w7_trimmed_vs_untrimmed_DE_stability_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/04_DE_stability/stepH2w7_trimmed_vs_untrimmed_DE_stability_overall_summary.csv","exact_relative_path",2,"COPIED",1320,1320,"2026-05-27 08:08:04","2026-05-27 08:08:04","0214b6c49aee9811c7632ab38e87012c","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_overall_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_overall_summary.csv",""
"signature_score_stability","H2w8 signature genes used",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_genes_used.csv","stepH2w8_current78_signature_genes_used.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_genes_used.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/05_signature_score_stability/stepH2w8_current78_signature_genes_used.csv","exact_relative_path",1,"COPIED",2679,2679,"2026-05-17 07:33:58","2026-05-17 07:33:58","14fdb42a49ac9883d9d35f0d55f99473","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_genes_used.csv",""
"signature_score_stability","H2w8 signature scores long",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_scores_long.csv","stepH2w8_current78_signature_scores_long.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_scores_long.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/05_signature_score_stability/stepH2w8_current78_signature_scores_long.csv","exact_relative_path",1,"COPIED",15088,15088,"2026-05-17 07:33:58","2026-05-17 07:33:58","1c67fd8ae3c8c1a8946085d4c6ae3e7c","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_scores_long.csv",""
