"category","role","required","expected_paths","exact_basenames","found","source_chosen","source_mode","destination","copied","source_size_bytes","dest_size_bytes","source_md5","dest_md5","warning_message","error_message"
"figures","Figure3B_mouse_Hallmark_GSEA_running_curves.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3B_mouse_Hallmark_GSEA_running_curves.pdf","Figure3B_mouse_Hallmark_GSEA_running_curves.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3B_mouse_Hallmark_GSEA_running_curves.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures/Figure3/Figure3B_mouse_Hallmark_GSEA_running_curves.pdf",TRUE,279654,279654,"b422c4e87838b2a98606d8004f5a1af0","b422c4e87838b2a98606d8004f5a1af0",NA,NA
"figures","Figure3C_persistent_mouse_to_human_CellAge_framework.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework.png","Figure3C_persistent_mouse_to_human_CellAge_framework.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework.png",TRUE,111531,111531,"7a58cbacb3d3b5f627fb193d0adf46fb","7a58cbacb3d3b5f627fb193d0adf46fb",NA,NA
"figures","Figure3C_persistent_mouse_to_human_CellAge_framework.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework.pdf","Figure3C_persistent_mouse_to_human_CellAge_framework.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework.pdf",TRUE,4723,4723,"f8c2f86b9fc586afe04c803547d7f064","f8c2f86b9fc586afe04c803547d7f064",NA,NA
"figures","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.png","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.png",TRUE,102420,102420,"bfefd899a9f2dd0cec612fe0455c2603","bfefd899a9f2dd0cec612fe0455c2603",NA,NA
"figures","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.pdf","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction.pdf",TRUE,5377,5377,"5e06ff3cc058183222783b9a185bd227","5e06ff3cc058183222783b9a185bd227",NA,NA
"figures_optional","Figure1D_mouse_1W_volcano_final_SYMBOL.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.png","Figure1D_mouse_1W_volcano_final_SYMBOL.png",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.png",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure1D_mouse_1W_volcano_final_SYMBOL.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.pdf","Figure1D_mouse_1W_volcano_final_SYMBOL.pdf",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.pdf",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure1E_mouse_4W_volcano_final_SYMBOL.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.png","Figure1E_mouse_4W_volcano_final_SYMBOL.png",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.png",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure1E_mouse_4W_volcano_final_SYMBOL.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.pdf","Figure1E_mouse_4W_volcano_final_SYMBOL.pdf",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.pdf",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure2D_strict_gene_set_summary_color_position_fixed.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure2/Figure2D_strict_gene_set_summary_color_position_fixed.png","Figure2D_strict_gene_set_summary_color_position_fixed.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure2/Figure2D_strict_gene_set_summary_color_position_fixed.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure2/Figure2D_strict_gene_set_summary_color_position_fixed.png",TRUE,97102,97102,"e222609921f66d1f550380742d81d99e","e222609921f66d1f550380742d81d99e",NA,NA
"figures_optional","Figure2D_strict_gene_set_summary_color_position_fixed.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure2/Figure2D_strict_gene_set_summary_color_position_fixed.pdf","Figure2D_strict_gene_set_summary_color_position_fixed.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure2/Figure2D_strict_gene_set_summary_color_position_fixed.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure2/Figure2D_strict_gene_set_summary_color_position_fixed.pdf",TRUE,4972,4972,"bb1873ed348e5b33a6c38b174b90bc6c","bb1873ed348e5b33a6c38b174b90bc6c",NA,NA
"figures_optional","Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.png","Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.png",TRUE,111531,111531,"7a58cbacb3d3b5f627fb193d0adf46fb","7a58cbacb3d3b5f627fb193d0adf46fb",NA,NA
"figures_optional","Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.pdf","Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure3/Figure3C_persistent_mouse_to_human_CellAge_framework_barplot_current_4step.pdf",TRUE,4723,4723,"f8c2f86b9fc586afe04c803547d7f064","f8c2f86b9fc586afe04c803547d7f064",NA,NA
"figures_optional","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.png","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.png",TRUE,102420,102420,"bfefd899a9f2dd0cec612fe0455c2603","bfefd899a9f2dd0cec612fe0455c2603",NA,NA
"figures_optional","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.pdf","Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure3/Figure3D_top_CellAge_overlapping_persistent_genes_by_ACLR_direction_current.pdf",TRUE,5377,5377,"5e06ff3cc058183222783b9a185bd227","5e06ff3cc058183222783b9a185bd227",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.png","step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.png",TRUE,249140,249140,"4f8701fce7a1d714da64db4cdd44aa34","4f8701fce7a1d714da64db4cdd44aa34",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.pdf","step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS.pdf",TRUE,7488,7488,"b074da7c275bac755a4b17927fa11f01","b074da7c275bac755a4b17927fa11f01",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.png","step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.png",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.png","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.png",TRUE,236877,236877,"02fdf5596405dd1aaddff6fe0a8347eb","02fdf5596405dd1aaddff6fe0a8347eb",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.pdf","step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.pdf",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.pdf","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/figures/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS.pdf",TRUE,7481,7481,"c187a95400e782467efcabc851c3addb","c187a95400e782467efcabc851c3addb",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS_coordinates.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS_coordinates.csv","step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS_coordinates.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS_coordinates.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_1W_MDS_coordinates.csv",TRUE,2417,2417,"62f924efa997a1a0d02cc201ab6f9bbb","62f924efa997a1a0d02cc201ab6f9bbb",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS_coordinates.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS_coordinates.csv","step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS_coordinates.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS_coordinates.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_4W_MDS_coordinates.csv",TRUE,2412,2412,"18fba124eae02f4e36118109a8b7fb19","18fba124eae02f4e36118109a8b7fb19",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_all_MDS_coordinates.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_all_MDS_coordinates.csv","step06_mouse_MDS_from_step05_voom_logCPM_all_MDS_coordinates.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_all_MDS_coordinates.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/source_data/step06_mouse_MDS_from_step05_voom_logCPM_all_MDS_coordinates.csv",TRUE,4696,4696,"b180ae9e7a5254c39a1ff8824f89ec6e","b180ae9e7a5254c39a1ff8824f89ec6e",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_1W_matched_metadata.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_1W_matched_metadata.csv","step06_mouse_MDS_from_step05_voom_logCPM_1W_matched_metadata.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_1W_matched_metadata.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_1W_matched_metadata.csv",TRUE,1267,1267,"f2c58ae59fd99c8f3a31621c09fb1077","f2c58ae59fd99c8f3a31621c09fb1077",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_4W_matched_metadata.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_4W_matched_metadata.csv","step06_mouse_MDS_from_step05_voom_logCPM_4W_matched_metadata.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_4W_matched_metadata.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_4W_matched_metadata.csv",TRUE,1267,1267,"19191d28edb209ca82dfea0cd66fa9c4","19191d28edb209ca82dfea0cd66fa9c4",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_summary.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_summary.csv","step06_mouse_MDS_from_step05_voom_logCPM_summary.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_summary.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/tables/step06_mouse_MDS_from_step05_voom_logCPM_summary.csv",TRUE,1655,1655,"fcf36a1f62d95449cfe3118cbd5306e0","fcf36a1f62d95449cfe3118cbd5306e0",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_input_file_record.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_input_file_record.csv","step06_mouse_MDS_from_step05_voom_logCPM_input_file_record.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_input_file_record.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_input_file_record.csv",TRUE,623,623,"04bc77277dacfaca55251d8db4030a10","04bc77277dacfaca55251d8db4030a10",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_software_versions.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_software_versions.csv","step06_mouse_MDS_from_step05_voom_logCPM_software_versions.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_software_versions.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_software_versions.csv",TRUE,87,87,"a241e630138f287be0fd146160e2f67c","a241e630138f287be0fd146160e2f67c",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_summary_to_send_me.txt",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_summary_to_send_me.txt","step06_mouse_MDS_from_step05_voom_logCPM_summary_to_send_me.txt",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_summary_to_send_me.txt","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_summary_to_send_me.txt",TRUE,5908,5908,"d9d0f2c04816ee93a4a5e7278baf8cc0","d9d0f2c04816ee93a4a5e7278baf8cc0",NA,NA
"supplement_S1_MDS","step06_mouse_MDS_from_step05_voom_logCPM_full_run_log.txt",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_full_run_log.txt","step06_mouse_MDS_from_step05_voom_logCPM_full_run_log.txt",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_full_run_log.txt","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/supplement/S1/logs/step06_mouse_MDS_from_step05_voom_logCPM_full_run_log.txt",TRUE,2914,2914,"2a09c7da9dda663ea3e829f0ac9b09ab","2a09c7da9dda663ea3e829f0ac9b09ab",NA,NA
"tables_source_data","step01_directory_structure.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step01_directory_structure.csv","step01_directory_structure.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step01_directory_structure.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/07_tables/step01_directory_structure.csv",TRUE,1206,1206,"6523ff871e5d1fbeb9dd86eddef2afbc","6523ff871e5d1fbeb9dd86eddef2afbc",NA,NA
"tables_source_data","step02_downloaded_files_GSE271903.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step02_downloaded_files_GSE271903.csv","step02_downloaded_files_GSE271903.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step02_downloaded_files_GSE271903.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/07_tables/step02_downloaded_files_GSE271903.csv",TRUE,690,690,"30df60280bde677285597eac783ffe94","30df60280bde677285597eac783ffe94",NA,NA
"tables_source_data","step03_expression_matrix_raw_counts.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/02_expression_matrix/step03_expression_matrix_raw_counts.csv","step03_expression_matrix_raw_counts.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/02_expression_matrix/step03_expression_matrix_raw_counts.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/02_expression_matrix/step03_expression_matrix_raw_counts.csv",TRUE,5159637,5159637,"4007acdda39d5624f0c2b1d4ba6898f0","4007acdda39d5624f0c2b1d4ba6898f0",NA,NA
"tables_source_data","step03_metadata_raw.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/01_metadata/step03_metadata_raw.csv","step03_metadata_raw.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/01_metadata/step03_metadata_raw.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/01_metadata/step03_metadata_raw.csv",TRUE,5122,5122,"89da2c9f0ec40bb8c37def8240a9839d","89da2c9f0ec40bb8c37def8240a9839d",NA,NA
"tables_source_data","step04_expr_1W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/02_expression_matrix/step04_expr_1W.csv","step04_expr_1W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/02_expression_matrix/step04_expr_1W.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/02_expression_matrix/step04_expr_1W.csv",TRUE,2146621,2146621,"91cbacde4bb1f5fe03c05440737fe5a4","91cbacde4bb1f5fe03c05440737fe5a4",NA,NA
"tables_source_data","step04_expr_4W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/02_expression_matrix/step04_expr_4W.csv","step04_expr_4W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/02_expression_matrix/step04_expr_4W.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/02_expression_matrix/step04_expr_4W.csv",TRUE,2149537,2149537,"9e8285312b199a98d7cff75f892ad9ca","9e8285312b199a98d7cff75f892ad9ca",NA,NA
"tables_source_data","step04_anno_1W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/01_metadata/step04_anno_1W.csv","step04_anno_1W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/01_metadata/step04_anno_1W.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/01_metadata/step04_anno_1W.csv",TRUE,846,846,"6cf1d589baab6c190e6b7c152cb7b35f","6cf1d589baab6c190e6b7c152cb7b35f",NA,NA
"tables_source_data","step04_anno_4W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/01_metadata/step04_anno_4W.csv","step04_anno_4W.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/01_metadata/step04_anno_4W.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/01_metadata/step04_anno_4W.csv",TRUE,846,846,"fe6a7bfc9aa9718031531b6ffa06ba5a","fe6a7bfc9aa9718031531b6ffa06ba5a",NA,NA
"tables_source_data","step04_sample_name_diagnosis.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step04_sample_name_diagnosis.csv","step04_sample_name_diagnosis.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step04_sample_name_diagnosis.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/07_tables/step04_sample_name_diagnosis.csv",TRUE,2045,2045,"862bd87d54ecaa54f4a55a68ba06f9ef","862bd87d54ecaa54f4a55a68ba06f9ef",NA,NA
"tables_source_data","step04_sample_matching_summary.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step04_sample_matching_summary.csv","step04_sample_matching_summary.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step04_sample_matching_summary.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/07_tables/step04_sample_matching_summary.csv",TRUE,141,141,"f3893d6f3cb513843af1be05a0e9cbdd","f3893d6f3cb513843af1be05a0e9cbdd",NA,NA
"tables_source_data","step04_group_summary.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step04_group_summary.csv","step04_group_summary.csv",TRUE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step04_group_summary.csv","expected_path","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/tables_and_source_data/07_tables/step04_group_summary.csv",TRUE,97,97,"e62a0d5e2e9f399fb98c64d218367f85","e62a0d5e2e9f399fb98c64d218367f85",NA,NA
