"gene_id","GSM7140486_CON1_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140491_CON2_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140495_CON3_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140500_CON4_synovium","GSM7140501_ACLT12_synovium","GSM7140502_CON5_synovium","GSM7140507_CON6_synovium","GSM7140511_CON7_synovium","GSM7140516_CON8_synovium","GSM7140518_CON9_synovium","GSM7140523_CON10_synovium","GSM7140527_CON11_synovium","GSM7140532_CON12_synovium"
"ENSSSCG00000007289",103.095885,89.780143,90.485977,85.746449,84.932511,103.79242,109.198866,83.901591,98.614604,112.402956,90.151351,95.579278,97.13574,78.316896,92.945696,76.155336,89.075227,102.881686,87.807766,97.864099,100.501166,98.658739,93.464029,103.368418
"ENSSSCG00000007291",155.95189,101.802826,102.536862,82.516441,91.793549,128.115067,109.584169,105.623992,86.235163,138.320879,99.298324,110.485605,134.769699,92.172598,128.574122,98.397342,132.758422,130.378481,120.392496,143.518924,154.965223,131.304628,104.280168,123.856109
"ENSSSCG00000007305",0.116951,0.076145,0.372807,0.205525,0,0,0.253449,0,0.566983,0.420128,0.174517,0.309998,0.192921,0,0.257698,0,0.353521,0.232865,0.312639,0.224064,0,0.166684,0.094157,0
"ENSSSCG00000007307",28.068102,19.182779,19.303837,16.866503,19.889922,21.999861,20.074399,16.870177,22.279902,26.458364,19.489705,16.165908,26.78452,20.426409,23.626499,13.304133,18.231269,27.634241,25.70073,28.430793,31.01092,26.967449,17.922503,32.662761
"ENSSSCG00000007308",35.5071,49.951026,53.769589,64.906927,82.601867,53.389664,51.895523,57.570815,48.602812,47.487662,46.93729,46.541458,38.477325,76.014745,48.375137,65.028853,81.142663,54.939462,56.133334,46.946792,53.229812,37.281223,91.420371,40.216882
"ENSSSCG00000007309",200.067847,140.29402,155.977049,184.695666,153.837947,203.370426,165.804167,138.261746,139.186858,187.930006,143.653196,145.095064,191.664503,137.980953,176.727338,115.78675,152.054438,191.744968,184.640822,207.578096,163.805375,191.192436,141.654057,210.969597
"ENSSSCG00000007311",27.345097,19.350461,21.268725,21.4676,21.9235,23.341094,22.758925,19.824934,23.677805,24.606907,20.417386,19.74609,23.172971,18.323326,19.832484,16.639919,20.466763,21.910126,25.036885,25.03303,24.275382,25.158317,21.256261,20.415973
"ENSSSCG00000007312",61.789812,49.346382,54.582785,41.951127,60.533433,48.125661,43.896209,44.422589,61.053972,66.790218,52.454411,65.670081,43.663012,52.871055,39.39827,43.022551,54.731595,55.472474,61.213573,43.950467,65.216345,58.378488,56.894831,57.571555
"ENSSSCG00000007313",0.357241,0.122616,0.118384,0.065827,0.263367,0.278204,0.135622,0.223242,0,0.2659,0.380451,0.493785,1.27225,0,0,0,0,0.453071,0.510765,0.779864,0.295218,0.542356,0.075898,0.210051
"ENSSSCG00000007314",322.48788,132.207732,211.21015,182.666148,335.043318,194.220439,166.828617,278.347988,105.06697,316.236962,205.03655,180.564227,365.670986,67.132224,285.214002,210.567758,254.293082,290.003439,263.262827,309.713583,246.812468,323.915185,117.117791,366.626282
"ENSSSCG00000007315",15.517394,11.598047,11.892339,19.3863,14.165944,13.13844,12.973567,12.166213,12.472026,17.032754,13.331496,17.348385,17.122592,11.350011,15.999318,13.894934,13.228271,16.556683,14.323489,17.658873,16.18328,16.792983,14.614476,15.310434
"ENSSSCG00000007317",86.503726,54.496263,74.757883,56.133424,75.220432,54.354694,61.879482,82.243147,64.961591,75.982915,80.1875,69.885951,92.10633,31.03962,62.556053,65.069884,51.009349,60.965646,67.93054,71.089048,65.450323,70.699516,38.827704,67.294148
"ENSSSCG00000007322",41.68407,35.137822,36.786239,28.867072,39.959507,33.588028,36.03553,28.625759,36.424232,43.023228,30.230767,36.483534,44.339724,29.332325,32.459709,29.796847,33.740079,36.90746,38.754135,36.091018,36.309345,35.16982,30.368424,31.226838
"ENSSSCG00000007323",12.826129,9.71066,11.092404,7.191966,9.742202,14.179263,9.520337,8.014025,9.556545,13.499698,9.104161,12.59935,16.058523,7.822925,14.354397,7.882299,8.029992,10.536067,14.031739,12.775957,14.070459,12.674559,7.311627,13.5824
"ENSSSCG00000007324",25.598654,19.16562,22.348109,17.086231,15.672997,18.650257,20.084503,19.590175,20.526946,22.380797,20.83418,20.268549,24.995824,10.677152,21.82791,16.808777,10.635271,21.443901,21.106917,25.798369,19.223002,22.816041,12.441462,20.964537
"ENSSSCG00000007331",14.412594,14.1226,14.392963,14.757489,19.212928,13.387072,16.176072,12.914966,14.288552,16.832923,12.430598,16.419578,17.268365,17.491224,16.820325,13.591821,15.876853,17.33409,11.777771,16.228403,13.65286,16.659277,13.933982,15.916446
"ENSSSCG00000007332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093347,0
"ENSSSCG00000007334",21.327235,15.825859,18.355148,12.377253,11.725055,20.017804,9.297371,10.204558,18.966201,21.144103,14.484385,14.933853,19.040245,9.300196,15.812375,11.186845,11.249257,13.608576,19.422923,18.124659,16.809143,17.842584,10.214026,20.947059
"ENSSSCG00000007336",2.012502,1.591159,2.358226,0.832807,0.680656,1.197524,1.227519,1.682462,0.679225,0.793439,0.699862,0.38064,2.524923,0.518671,1.392922,2.639941,1.020036,4.672085,1.845756,0.796475,1.411593,0.911584,0.959724,0.619404
"ENSSSCG00000007337",45.695934,32.301943,37.68378,33.741358,46.365832,36.210662,39.447698,36.474849,44.027762,35.746256,31.621577,42.898645,43.817985,30.479993,31.200468,28.941457,43.555684,40.765749,41.367381,47.33923,37.923837,37.288084,32.027279,39.560334
"ENSSSCG00000007338",1.487095,0,0,0.131964,0.841526,0.4263,0.867172,1.148764,0.253664,0.131626,0.614017,2.839146,0.430709,0.278481,0.141751,0,1.160168,0.153274,0.641846,1.155776,1.652379,0,0,0.610794
"ENSSSCG00000007340",8.673093,6.447861,6.414824,5.31617,8.219761,7.638458,5.706573,5.328678,6.040153,10.579519,5.916162,6.866522,9.984766,3.945477,7.148455,6.246082,7.384701,9.54754,8.191974,8.740486,8.939725,9.931327,5.994852,8.453362
"ENSSSCG00000007342",34.222578,19.673032,22.011576,27.793746,26.229755,32.613638,28.314268,27.989229,23.18304,28.815426,26.944046,31.45529,31.201391,20.343733,28.108796,24.765459,30.131444,33.456106,26.249949,31.475343,33.076785,29.923245,25.940407,32.771472
"ENSSSCG00000007344",3.539174,4.989817,7.785764,2.915699,2.5736,2.536585,2.95721,1.007942,5.47887,3.814732,4.730746,5.200256,7.373173,4.98554,2.337351,2.420584,0.803308,3.008298,2.868569,1.368341,2.269453,1.005311,2.21185,1.396641
"ENSSSCG00000007345",42.4084,31.059683,34.774536,33.934531,35.787363,36.59332,38.385161,29.811521,37.616761,39.641974,35.936827,40.274891,37.093754,30.94733,35.418821,24.021263,32.658879,40.914245,34.739225,39.241001,38.10931,37.716263,38.216896,38.773694
"ENSSSCG00000007346",8.879854,0.745582,1.443613,0,0,6.81723,0,0,5.513362,0,0,0,0,0,10.232799,0,0.564741,35.199895,6.450196,0,7.135686,1.644287,0,4.03614
"ENSSSCG00000007348",0,0,0,0,0,0,0,0,0,0.096072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007349",6.866676,5.083751,6.44506,6.468988,3.284751,5.510567,6.602548,5.022516,6.217796,7.604265,4.723414,5.132469,6.273292,2.741272,3.954515,4.443866,4.064717,6.066829,5.792961,5.034659,5.138519,6.542747,4.17566,4.41141
"ENSSSCG00000007350",7.70032,4.646969,7.166779,3.002022,1.472306,4.541235,4.277507,1.229751,6.458111,7.849832,4.364406,4.442521,6.482308,2.607875,3.043877,2.647608,1.903533,2.701529,3.771099,1.758493,4.225143,2.567152,2.046385,2.709279
"ENSSSCG00000007351",0.703202,0.086362,0.258472,0,0.195916,0.719743,0.305586,0.492682,0.562647,0.915787,0.562305,0,0,0,0.201718,0.233319,0.27861,0.403818,0.209039,0.08994,0.526113,0.681135,0.654688,0.750834
"ENSSSCG00000007352",12.463327,6.798387,8.712419,8.267932,7.073924,10.417675,8.154914,7.83664,9.721476,10.42464,7.720879,9.518043,12.980886,6.309538,5.72997,6.764802,7.226251,9.371018,9.928785,10.418888,10.066724,10.425259,7.717923,10.630561
"ENSSSCG00000007355",60.802759,34.804754,48.87457,48.355488,48.800727,57.477726,45.977043,51.531456,31.918013,51.675821,47.412349,46.346456,57.458944,29.693117,53.958645,49.779217,63.747321,57.603369,55.712854,59.456173,57.951656,50.94004,36.559938,76.392734
"ENSSSCG00000007356",27.777582,27.069749,36.041989,19.084858,15.545592,21.667114,23.588013,13.829302,33.386712,31.666859,24.713766,24.254173,35.605248,14.611476,22.392329,21.031641,13.320525,18.892856,21.40585,18.937766,22.558024,19.330857,10.90312,21.851653
"ENSSSCG00000007358",4.361153,22.649161,13.003741,5.830175,2.561349,6.223152,11.513155,2.863221,22.652462,1.281743,5.328306,2.507964,6.605324,28.456066,4.671992,10.440461,0.466531,0.774711,2.2225,0.562153,1.182647,0.40862,8.583753,0.876685
"ENSSSCG00000007359",8.522882,5.480387,6.193393,3.224913,5.028864,7.603682,4.117993,6.129007,4.924032,9.024928,4.433239,4.815208,6.000776,2.513187,7.218715,6.578141,5.821121,6.752395,11.105421,6.366281,7.668313,10.400453,4.056978,10.406729
"ENSSSCG00000007360",23.635864,16.760057,20.176255,15.541579,13.603947,18.780134,15.348607,11.598597,20.976683,21.99646,17.859866,17.309038,25.749282,12.637454,18.332626,12.54628,14.440047,19.095807,21.763564,19.241401,20.393105,18.968991,12.637962,20.368811
"ENSSSCG00000007362",110.499755,95.746164,103.269568,101.840953,84.396642,119.553915,96.753764,102.913887,100.085695,127.894599,108.595148,127.945366,114.300318,67.668681,115.473431,83.83057,107.255761,126.548575,84.533964,105.268329,120.997859,118.732291,106.049083,129.130955
"ENSSSCG00000007364",20.414647,21.733763,21.033323,20.734464,22.028786,25.199699,22.112908,18.688475,19.694237,21.855844,23.825557,24.417416,26.897286,20.099756,23.974401,23.275745,22.939086,29.028873,26.223508,26.266611,24.614728,27.273205,18.775587,25.302959
"ENSSSCG00000007366",3.964355,3.584091,5.373507,3.023098,4.183967,2.827801,1.936845,4.811254,3.818432,4.396088,2.668128,2.372368,4.456013,3.209827,1.341565,5.723631,2.094666,2.335282,3.781759,1.382872,2.043341,3.098114,2.543157,1.107502
"ENSSSCG00000007367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007369",2.93108,6.123114,2.729282,1.556796,1.726206,2.984706,2.518408,2.147988,3.910396,5.534658,2.082932,4.140345,5.163765,3.773102,4.588727,3.180204,1.484316,3.367608,2.163031,3.210963,3.374195,1.858998,2.035013,2.91241
"ENSSSCG00000007370",0.383193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106567,0,0,0,0,0
"ENSSSCG00000007371",0.061747,0,0,0,0,0.092562,0,0,0.041754,0,0,0,0,0.101076,0,0,0,0.44643,0.136136,0,0.064009,0.059514,0,0
"ENSSSCG00000007373",1.243786,0.539182,0.864728,1.031045,0.70369,0.443448,1.380087,0.712666,0.710907,1.543811,0.649669,0.58383,1.767505,0.360174,1.017925,1.998936,1.101754,0.814845,0.66632,0.733143,0.576186,0.808198,0.509684,0.455186
"ENSSSCG00000007377",1.874053,0,0,0,0,0,0.358172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007381",212.016369,177.139426,195.996179,215.714868,226.476299,220.582609,200.730652,234.677507,228.2541,223.307181,178.243682,242.077405,220.187,185.955459,199.211491,194.670878,193.994528,222.040213,208.539109,191.577151,196.255806,195.161737,210.079319,195.831391
"ENSSSCG00000007382",0,0.097208,0,0,0.342722,0,0.233675,0.082504,0,0,0.164287,0,0,0,0,0.166898,0,0,0,0,0.080099,0,0.060799,0
"ENSSSCG00000007383",5.737866,4.369688,4.223026,3.943985,5.215379,3.807513,5.706595,2.299704,6.347633,7.256035,4.13386,4.814576,5.434074,5.385706,5.64875,2.664445,4.141792,7.692713,5.3217,6.056503,6.694937,4.799119,4.526456,2.983436
"ENSSSCG00000007384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007385",3.374525,0.585206,1.223402,0.359659,0.268827,1.127963,2.870062,0.609864,11.25456,0.541885,0.434908,0.332224,1.263333,0.543679,2.421845,0.959594,0.288189,0.708034,1.023325,0.628621,0.912312,0.180357,0.403498,0.636631
"ENSSSCG00000007391",22.527679,3.896877,5.415467,2.96715,4.013519,17.500203,10.251338,10.368148,17.979889,18.899072,7.563685,2.07114,19.080507,5.295901,12.061421,9.976252,8.903444,16.394744,12.736053,8.86029,11.786924,17.151918,3.805776,23.471635
"ENSSSCG00000007395",30.612832,29.006447,27.934895,33.05749,25.523577,30.575307,28.431625,29.12543,25.001294,31.10876,25.564278,39.955184,38.763085,19.1926,24.727345,35.876667,30.452529,26.945605,29.956167,30.66717,29.778202,27.937428,36.748308,31.582347
"ENSSSCG00000007398",0,0,0.288902,0,0,0,0,0,0,0,0,0,0,0,0,0.509686,0,0,0,0,0,0,0,0
"ENSSSCG00000007407",11.467087,6.892976,8.340091,5.831749,5.714564,7.915247,6.86955,7.164043,9.75589,13.138221,5.119473,4.223514,9.177909,7.787569,9.784675,8.734011,6.119327,8.660083,7.83326,9.25768,6.698449,6.835532,5.865283,6.923851
"ENSSSCG00000007421",1.933143,2.756252,3.66109,3.086915,1.062581,1.814086,4.066958,3.450066,3.333782,4.80343,1.305179,1.709704,1.511704,5.352162,1.471222,5.707739,4.853597,3.292496,4.316157,2.907638,5.89599,3.062649,2.626314,3.315498
"ENSSSCG00000007422",22.849379,20.788938,23.503498,17.888869,26.741038,25.393722,20.945423,21.177834,24.654757,26.458305,25.898833,21.942402,22.989924,17.821918,23.92239,18.8478,21.967781,23.062461,26.065717,23.22482,24.193554,24.185168,19.027541,27.247915
"ENSSSCG00000007423",2.461026,3.649226,5.234578,1.437675,7.763786,10.798222,3.81785,7.840276,2.52267,4.684465,12.300288,2.147984,6.59865,1.567972,0.461683,0,2.254936,2.313022,3.262834,0.4109,3.428671,4.941435,4.000446,1.810213
"ENSSSCG00000007424",0,0.217098,0.259611,0.236794,0.149833,0.464406,0.153982,0,0.277494,0,0,0,0,0.159973,0.49428,1.285402,0,0.415772,0.11613,0.142355,0.109256,0.814685,0.136284,0
"ENSSSCG00000007425",25.235886,23.793505,24.937116,23.125102,17.543155,23.775748,17.465563,28.443094,36.140901,26.927338,21.28185,27.626512,28.989251,21.453606,24.159291,22.255602,19.753395,24.19226,26.791527,28.943546,23.599909,21.886221,21.480257,20.781618
"ENSSSCG00000007426",19.998301,11.171549,11.282099,11.019528,16.134301,15.943764,8.956834,8.71415,13.645925,16.338579,13.672808,11.331506,16.07953,13.377708,14.296786,7.57282,12.125908,17.081707,17.088941,14.086329,14.970968,20.535571,11.696936,14.74251
"ENSSSCG00000007427",2.443963,2.581537,3.700342,1.461443,2.210456,1.699762,1.510602,2.141252,2.404149,3.33804,1.645846,1.836755,2.495657,1.476124,1.99257,1.463435,1.718028,2.728978,2.128663,1.355292,3.484434,3.307737,1.941404,1.887852
"ENSSSCG00000007428",1.562391,2.056175,2.094066,0.566494,0.738925,1.384673,1.185425,1.53312,1.469881,2.267523,1.677477,0.767864,1.406571,1.513799,0.959075,0.338915,1.271245,1.978328,2.234251,1.242594,1.980165,1.177807,0.735589,1.41584
"ENSSSCG00000007430",1.471273,0.377913,1.395147,0.570271,0.74631,1.533072,0.772379,0.851648,1.509778,1.598615,1.399201,0.179072,0.943184,0.166894,1.813816,0.977462,1.358067,2.259158,1.815135,1.361337,2.799619,1.982872,0.952477,1.30315
"ENSSSCG00000007431",178.485403,160.988318,168.942671,126.126453,210.354942,236.890551,150.846204,215.567762,130.96797,222.646569,210.951721,194.23682,235.052974,86.532668,151.0624,214.146234,277.476868,224.681874,241.362724,183.406244,276.347291,327.180226,226.081944,244.782742
"ENSSSCG00000007432",18.517331,15.109362,15.924151,11.705949,10.983586,14.571475,14.192264,13.578449,16.071361,19.31069,13.97047,15.974282,20.087749,10.184486,13.905055,13.171573,10.673147,15.127537,15.229588,16.295152,14.362352,15.057542,11.363189,16.513403
"ENSSSCG00000007433",29.908699,20.602687,27.015018,20.422418,19.27827,26.340959,19.507067,18.721739,33.93471,28.292642,19.897215,26.274412,31.243517,19.139605,21.241465,22.712912,15.835725,20.218132,25.307302,19.914612,24.61338,21.158809,18.13257,21.947601
"ENSSSCG00000007435",295.27682,207.935596,180.166026,251.016402,384.656393,456.945979,209.052309,387.190681,115.955789,377.994962,309.777282,227.746799,570.762506,92.536645,266.172043,429.343223,627.836419,471.516526,707.247369,480.002402,739.244136,985.05983,373.951719,867.123318
"ENSSSCG00000007436",0.503896,0.235457,0.07718,0.401721,0.543278,0.467431,21.553274,4.114759,0.082056,0.350389,1.425624,0.437234,0.67679,0,0.279486,0.201158,0,0.248242,0.479968,0,0.127319,1.561928,0.293786,1.56941
"ENSSSCG00000007437",1.061112,0.52923,0.421955,0.333378,0.111929,0.273552,0.270937,0.194602,0.666297,0.520463,0.240845,0.32161,0.697403,0.599368,0.613984,0.929905,0.878175,0.206113,0.451844,0.309588,0.318694,0.569891,0.205341,0.449587
"ENSSSCG00000007438",32.745883,25.488258,26.988122,23.533457,22.882335,26.503451,26.469348,20.561199,27.428118,32.675796,28.496237,30.038189,32.16302,16.150881,24.122346,22.679602,25.73697,29.058769,26.258324,26.899137,24.885676,29.928416,19.765533,23.593524
"ENSSSCG00000007439",0,0,0,0,0.065907,0,0,0,0.294128,0.061878,0.190454,0,0.066817,0,0,0,0,0,0,0,0.045486,0,0,0
"ENSSSCG00000007448",0,0.122225,0.240211,0,0,0.14453,0.145111,0.10657,0,0.14214,0.101078,0,0,0,0,0,0.295652,0.075193,0.32546,0.12513,0,1.213723,0,0
"ENSSSCG00000007451",10.080127,16.50441,14.126789,9.238383,13.081978,9.501375,14.378726,14.87518,16.075047,14.863041,11.675274,8.778651,16.342358,8.620156,11.315325,14.200321,10.949463,13.39179,8.863204,10.718081,6.570692,11.965354,14.439686,6.88525
"ENSSSCG00000007452",16.011241,12.596215,12.421888,13.899903,11.034903,12.169397,11.655122,10.820004,14.156487,14.773299,12.154856,15.911294,16.698248,16.458971,13.403415,6.571782,10.765831,12.050827,12.701152,11.52119,10.877435,14.654775,11.414414,15.747214
"ENSSSCG00000007453",0.261712,0,0.22688,0.38082,0,1.243528,0.715846,0.439457,1.187723,0.662474,0.207548,0.346479,0.717121,0.318433,0.894971,1.454535,0,1.700774,0.516997,0.543948,0.273229,0.192025,0.052252,0.157926
"ENSSSCG00000007454",26.547991,14.372354,19.829826,14.055225,16.912171,20.177302,15.58872,16.306392,16.844822,25.24889,12.888072,13.543643,25.452983,8.215254,19.878392,13.915369,18.539644,21.087899,22.906897,22.677289,15.905896,23.51478,9.863674,21.954362
"ENSSSCG00000007456",98.959431,30.536599,51.064043,45.050242,38.291412,67.3389,87.576771,40.513408,105.205031,57.904543,43.054117,95.800317,54.126895,51.737537,97.115762,40.206086,40.161118,56.270173,65.975995,75.489724,63.93023,33.21369,40.273869,41.490204
"ENSSSCG00000007458",49.557907,44.374739,44.736321,43.97507,48.904399,34.790859,43.929628,34.585232,42.364236,47.108011,43.013292,41.04802,52.278699,37.567585,33.47624,35.834594,42.399603,37.543417,42.348645,34.878401,44.129882,42.523695,40.697617,37.594644
"ENSSSCG00000007460",28.933879,19.139276,23.847453,20.260382,25.218306,22.042363,20.440115,19.244509,23.004898,24.212156,18.942011,24.979941,27.134609,15.515456,24.661351,18.311967,22.293703,24.176355,25.556681,27.180521,26.122188,24.744331,20.343187,25.725759
"ENSSSCG00000007462",2.024298,0.707613,1.360648,0.236203,0.178072,2.099107,0.974659,0.093476,3.152556,1.168293,0.297242,2.105406,0.549751,1.063457,0.733527,0.251119,0.617153,3.341059,1.711412,0.453502,0.948778,0.317669,0.467818,0.719393
"ENSSSCG00000007463",101.957702,45.089908,54.331096,50.895186,17.778877,103.932815,71.80352,37.880214,139.685369,76.286475,42.567344,154.39052,40.162853,120.837784,70.775896,23.607941,38.130264,65.777693,74.390813,39.850562,57.690268,21.090507,64.487998,29.404917
"ENSSSCG00000007464",5.329628,1.741849,0,0,0,0,0,0,5.976733,0,0,2.487834,0,0,0,0,0,1.167702,6.495128,0,0,0,2.227017,0
"ENSSSCG00000007465",54.869881,48.389845,47.749858,42.766757,41.137875,42.810929,45.58689,44.93679,41.617535,51.904028,57.262146,61.550183,60.121899,38.30229,39.148502,43.707769,37.830223,43.992936,41.304726,34.757694,48.575289,43.695581,56.056494,34.943358
"ENSSSCG00000007466",22.291315,12.051043,13.146617,9.037692,11.91442,15.316226,9.934648,12.110519,13.335638,21.629411,12.220891,12.036155,18.761998,8.097491,13.778085,8.757698,11.028519,16.389043,18.431392,18.483275,17.104859,19.820032,10.593966,14.994083
"ENSSSCG00000007469",38.720167,31.229514,32.269596,43.445771,30.437097,32.840039,32.196443,31.197821,26.523476,33.999914,30.917516,36.79582,41.552867,23.185372,27.802594,35.839692,37.326839,30.170362,31.640969,34.618575,34.365157,36.879498,38.346502,30.434757
"ENSSSCG00000007470",12.099618,2.222509,6.248706,3.377529,5.01708,23.316354,5.261655,5.242244,5.490678,22.361051,5.330002,5.841347,13.476932,0.175306,21.544963,5.576947,6.068671,19.136866,27.132787,23.697225,21.890272,27.786106,5.07132,29.540995
"ENSSSCG00000007472",3.798309,5.015226,5.011591,5.735362,4.37646,4.491388,3.858727,5.611626,4.889824,3.318789,3.555395,4.408925,4.918493,7.780104,3.494176,4.493904,3.401643,4.047308,4.410817,3.105265,4.851621,3.762806,5.496581,3.45264
"ENSSSCG00000007473",47.785102,32.939148,39.280735,36.496909,35.210357,44.189918,38.590801,28.828381,45.125871,48.309592,35.734706,41.757424,45.495375,34.7327,40.193464,23.93976,36.072934,43.648625,41.541982,44.006338,45.578862,44.943548,32.070272,45.710584
"ENSSSCG00000007475",14.947888,10.080541,9.771043,12.082533,12.084831,12.312472,10.933172,10.527607,11.818634,13.07875,10.016878,13.742078,12.140563,8.60753,15.242292,10.501551,12.827033,12.304921,13.089918,13.481024,13.130898,10.283002,13.385059,16.400564
"ENSSSCG00000007476",0.371683,1.962657,3.940788,5.853898,14.215759,0.331064,22.187634,17.338059,0.463686,0.043791,5.919784,7.050292,1.445969,0.381518,0.900644,3.560512,1.393051,0.861963,0.241961,0.473855,0.748482,0.306386,21.522485,0.654361
"ENSSSCG00000007477",47.34654,161.74343,94.036596,226.757511,48.521031,40.602066,33.546254,103.991504,87.484643,52.726005,71.775112,150.391449,97.317038,129.85101,20.396937,69.551805,55.778113,10.463772,25.213544,20.015888,64.872189,11.915282,119.174813,14.433904
"ENSSSCG00000007478",25.565013,17.46552,22.387912,17.029693,11.24564,20.68113,19.205943,17.438944,22.041191,22.881668,19.274341,22.418973,26.386103,12.029636,20.827184,14.21641,16.780597,23.528935,21.816165,19.720065,22.403916,20.721653,11.893111,21.282272
"ENSSSCG00000007481",5.447968,2.20829,3.796802,1.814679,2.813562,3.474485,2.829712,2.492126,2.264107,4.841637,2.433051,4.032969,2.686831,2.912195,3.353483,2.834722,1.718804,2.734685,3.479921,2.628002,2.730631,3.065856,2.084324,4.618011
"ENSSSCG00000007482",83.163304,70.038044,78.862351,65.299435,57.783728,62.508085,77.70341,57.873947,72.776618,93.229489,40.918425,75.016202,102.563478,57.149699,75.577428,63.766062,35.262007,47.608871,63.633257,46.989878,73.682695,72.260203,63.816511,58.45093
"ENSSSCG00000007484",26.578456,16.442567,22.748001,13.436357,23.148418,27.633425,21.767677,16.784221,24.905236,31.604206,22.7932,23.066803,28.358367,12.542115,25.418424,12.647418,14.845946,25.906162,28.306796,28.54112,23.445107,30.08148,14.288449,32.863134
"ENSSSCG00000007485",0,0,0.141036,0,0.108105,0.083462,0,0,0.360593,0.078512,0.120524,0,0,0,0,0.32142,0.184139,0.09517,0,0,0,0,0.302868,0
"ENSSSCG00000007486",17.030821,12.261745,11.386189,12.50719,9.486288,12.270878,12.186613,9.910105,11.141791,16.531874,11.701087,13.700621,19.383864,10.533912,13.66802,11.677539,11.40331,13.708381,10.739926,15.859294,16.485116,13.255456,11.368313,14.550847
"ENSSSCG00000007487",22.659568,15.842848,19.987588,21.487224,23.359441,23.018387,19.989448,27.170488,17.672595,20.37262,16.420884,17.16133,12.286276,22.243089,26.100795,18.707396,17.569353,20.684547,20.911551,20.601356,17.92824,22.77116,24.284541,17.939655
"ENSSSCG00000007488",1.129325,0.708437,0.633819,0.711579,0.910452,0.618018,1.083498,0.782459,0.78455,0.690037,0.473582,1.013066,1.745312,0.422267,0.537506,0.645078,0.771041,0.56272,0.641442,0.647374,0.805646,0.788448,0.728486,0.654663
"ENSSSCG00000007490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007492",21.465886,17.841576,19.02534,18.798147,25.443657,20.450928,16.549899,14.77234,21.383057,19.385145,15.180442,17.693775,28.734877,15.650243,18.362336,54.233605,13.169933,29.647864,26.418335,15.50113,17.406742,20.659558,21.308117,15.664695
"ENSSSCG00000007493",2.920465,2.249691,1.450631,0.928943,2.767378,1.398154,1.275082,1.237723,4.266527,3.353709,1.996314,2.446603,4.049225,1.839006,1.803591,1.278564,1.155269,1.923833,2.991101,1.258303,1.406627,1.711949,1.844337,2.674868
"ENSSSCG00000007494",14.16153,10.283151,9.398952,10.612044,9.081882,11.66555,11.064638,8.439314,10.68816,11.29128,10.786476,11.143862,6.728855,7.654732,10.876153,4.279723,9.97119,12.39988,9.622158,11.484502,12.093122,13.087821,9.60725,12.992597
"ENSSSCG00000007495",4.418146,2.784802,2.078785,4.031724,2.689766,3.663912,1.424929,1.63704,1.828013,4.342934,3.84069,2.89256,4.336959,0.295894,1.315154,3.091168,1.477749,1.736873,3.798079,2.199314,3.108001,4.846857,1.813001,3.045417
"ENSSSCG00000007496",46.68609,41.68568,39.332909,37.873647,47.657034,46.941628,38.740224,40.194715,48.607114,51.38132,39.226231,44.262027,58.999806,32.532409,35.761362,37.478041,38.160367,45.085862,54.680982,47.774905,47.310114,43.787706,38.251683,53.370277
"ENSSSCG00000007497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007498",1.362949,0.29056,0.281793,0,0,1.007458,2.32681,1.027774,0.931475,2.015061,0.940458,1.630337,0.369513,1.163125,2.973047,1.726537,0.681697,0.88441,3.80028,2.97766,1.84547,3.67497,0.897626,1.373728
"ENSSSCG00000007499",0.155026,0.403797,0.299726,0.05567,0,0,0.119113,0.087557,0.10617,0,0,0,0.252324,0,0.118817,0,0.155243,0,0,0,0.242953,0,0,0
"ENSSSCG00000007500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007501",2.925395,0.732587,2.513155,4.211402,2.785945,2.48143,7.60339,8.216391,6.002019,3.347337,3.033782,5.411316,0.164106,2.162955,10.462562,2.339511,3.649289,3.55765,4.009047,4.827617,3.792695,1.209942,3.136225,0.328699
