"gene_id","GSM7140486_CON1_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140491_CON2_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140495_CON3_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140500_CON4_synovium","GSM7140501_ACLT12_synovium","GSM7140502_CON5_synovium","GSM7140503_RECON1_synovium","GSM7140504_RECON2_synovium","GSM7140505_RECON3_synovium","GSM7140506_RECON4_synovium","GSM7140507_CON6_synovium","GSM7140508_RECON5_synovium","GSM7140509_RECON6_synovium","GSM7140510_RECON7_synovium","GSM7140511_CON7_synovium","GSM7140512_RECON8_synovium","GSM7140513_RECON9_synovium","GSM7140514_RECON10_synovium","GSM7140515_RECON11_synovium","GSM7140516_CON8_synovium","GSM7140517_RECON12_synovium","GSM7140518_CON9_synovium","GSM7140519_REPAIR1_synovium","GSM7140520_REPAIR2_synovium","GSM7140521_REPAIR3_synovium","GSM7140522_REPAIR4_synovium","GSM7140523_CON10_synovium","GSM7140524_REPAIR5_synovium","GSM7140525_REPAIR6_synovium","GSM7140526_REPAIR7_synovium","GSM7140527_CON11_synovium","GSM7140528_REPAIR8_synovium","GSM7140529_REPAIR9_synovium","GSM7140530_REPAIR10_synovium","GSM7140531_REPAIR11_synovium","GSM7140532_CON12_synovium","GSM7140533_REPAIR12_synovium"
"ENSSSCG00000002496",6.077184,4.339239,4.809401,4.517456,4.411066,5.058068,5.36279,4.506887,4.364824,6.089152,4.493443,6.45197,5.240222,3.857703,6.325783,3.825849,4.889257,5.884925,4.301128,5.429464,6.352511,6.132641,5.144722,4.610451,6.339208,5.345966,6.151674,6.091114,5.297243,5.852341,6.658213,5.618423,5.104129,4.372154,6.624717,5.464989,5.695954,6.152971,8.460664,3.8247,5.303362,5.869125,4.478557,4.565564,6.313503,5.788736,8.96949,5.442233
"ENSSSCG00000002497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002501",9.389951,6.318458,6.422096,5.374737,3.264157,9.506377,3.424069,0.628056,6.339349,11.621186,5.710154,10.161801,16.274318,2.076093,2.415119,2.16073,1.903582,2.365674,3.840032,3.989821,5.436453,5.347091,4.456232,0.62223,4.399963,4.979012,7.729914,7.244542,4.294644,1.989078,4.243678,7.167499,5.62614,9.679616,8.41936,9.500579,3.588384,3.31012,7.267594,4.378725,9.124795,4.340112,4.194122,7.126316,2.920487,5.608807,6.059847,2.854384
"ENSSSCG00000002502",25.332828,19.763989,21.711455,20.751087,23.360476,26.309012,22.576091,17.436799,22.305134,22.298421,20.421464,24.780104,27.956278,21.786164,21.719035,15.335299,20.225275,22.390981,21.296845,21.39393,23.102744,26.002948,16.069217,21.032282,24.108782,23.891091,20.578331,26.929188,16.582703,21.56971,23.018675,22.589786,24.786777,20.177709,23.787411,25.220328,18.81205,21.977313,25.53942,22.519168,21.91564,20.517282,20.538138,22.874324,19.699925,21.212282,25.357197,22.996934
"ENSSSCG00000002504",3.988948,1.709743,0.836558,0.118061,0.305481,0.251065,0.238091,0,3.674567,2.936429,0.110716,0,0.287692,0,0.081688,0,2.896612,0,2.357666,0,0.048241,0.045153,1.021041,0.310833,0,1.60759,0.632247,0.145636,0.621903,0,0.299316,0.171478,3.587728,4.185509,0.263513,0.122787,0.043376,2.050634,0.179399,0.204815,1.605014,0.457622,0,0,0.103632,2.032958,3.434578,0.060631
"ENSSSCG00000002505",98.422531,72.532431,96.351851,108.217083,111.488167,94.79075,111.76775,101.361107,99.545469,93.431696,107.234941,109.194127,105.609538,80.279047,109.043902,83.826264,96.031603,90.985929,96.013298,96.528835,110.020469,108.009815,100.155916,99.274099,97.181078,92.842207,89.139273,124.28375,98.212871,103.725453,114.605155,86.062277,92.16837,81.926939,97.82492,90.560844,102.264451,102.051836,88.842277,82.65362,98.739416,93.130413,90.831073,93.843013,104.695332,102.209372,103.979672,96.855127
"ENSSSCG00000002506",29.525186,19.892449,22.030869,18.050056,21.533839,25.89377,18.947535,19.927946,19.063946,29.186345,18.848393,20.858148,32.351684,15.101497,22.108704,25.709249,21.660203,18.379519,21.769977,21.209141,21.564133,25.418353,13.127184,21.072418,23.038976,24.769984,20.346666,25.422693,18.360952,26.102708,26.69866,20.281027,30.799577,21.597658,20.086523,20.770306,21.584252,32.448735,25.947379,22.947258,24.735866,19.405176,17.351064,17.211138,24.544823,21.029944,29.196379,22.374299
"ENSSSCG00000002507",0.7062,0.507802,0.697177,0,0.117462,0.900582,0.339225,0,0.291263,0.818817,0.954023,0.249324,0.372733,0,0.243193,0.288465,0.270996,0,0.188864,0.060607,0,0,0.089827,0.083061,0,0.255645,0.523517,0.099469,0.071595,0,0,0.893754,0.688774,0.073373,0.176472,0,0.299684,0.585701,0.332957,0.351465,0.403455,0.053871,0,0.1789,0.201768,0.280838,0,0
"ENSSSCG00000002508",63.855443,39.968692,43.672344,39.923028,45.731705,65.626362,50.705635,49.509378,42.031418,60.974415,51.21885,44.768062,55.732242,24.683715,58.012079,49.810648,49.341562,40.892478,51.447229,39.939857,42.05157,64.329811,41.772632,40.349396,44.362142,62.257988,43.087004,52.803484,47.085805,45.525732,64.407889,33.979802,61.387315,50.332673,44.948321,48.76323,46.794733,76.199792,49.757647,54.951931,65.975234,37.644356,40.979243,42.951972,50.542506,51.300719,75.336452,54.350063
"ENSSSCG00000002509",22.31962,19.178422,18.990202,18.088964,19.050369,19.889729,19.555366,23.349776,23.189777,24.031056,24.575105,21.301157,23.800548,9.086577,21.156022,18.912153,19.288563,23.642996,24.004621,15.846631,22.855359,25.455609,16.118213,15.047407,16.397948,27.562008,16.579748,25.097523,14.863852,16.603574,23.081422,20.421366,20.917192,21.390164,21.313803,20.691172,18.303749,28.047192,23.577817,15.065065,25.49298,11.142633,20.178877,14.880912,16.089515,20.104462,20.218469,20.774785
"ENSSSCG00000002510",0.535667,0.345353,0.266567,0,0.313538,0.1041,0.322103,0.076664,0.277972,0.938863,0.232102,0.11932,0.105643,0.514215,0.758241,0,0.069724,0.075978,0.117154,0.29865,0.177343,0.52892,0.058061,0.479349,0,0.772612,0.187534,0.093197,0.058698,0.574695,0.098341,1.203052,0.589932,0.280824,0.161846,0.236038,0,0.428571,0.398357,0.177036,1.121028,0.106592,0.199394,0.39852,0.17523,0.156918,0.343388,0.063923
"ENSSSCG00000002512",0,0.921704,1.597784,1.241245,0,0.195765,0.404023,0.646115,1.536823,0.537578,1.532671,0.224358,0.381402,0,0,0,0.404977,0.547602,2.774794,1.7997,0.306492,0.310585,1.476566,2.021657,1.550006,0,1.395834,0.483255,0,0.532206,0.696587,0,0.393749,0.372254,0.627188,0.422291,0.315729,1.281736,2.048732,2.630939,0.915074,0.395606,0.123178,1.256354,0.328645,0.293999,0.17386,0.371646
"ENSSSCG00000002515",0,0.150003,0.31633,0,0,0,0,0,0.171607,0.523004,0.140201,0.222742,0.186416,0,0,0,0.406898,0.271533,0.211476,0,0.100366,0.517544,0,0,1.186785,0.288332,0,0,0,0,0.174288,0.333053,0.130284,0.61246,0.315092,0.977185,0.104743,0.256222,0,0.414409,0.609844,0,0.122481,0.116253,0.10766,0,0.698849,0
"ENSSSCG00000002516",29.074383,38.150417,43.923105,18.406325,26.250778,30.871907,28.946782,28.357145,21.296387,31.739906,22.891063,22.079528,24.220072,14.286143,21.875757,18.653893,23.156049,20.772866,23.889419,22.163169,29.747131,28.510021,20.817512,21.857884,16.238604,30.995126,30.441745,24.512293,23.300853,28.02478,26.722215,15.803673,30.435927,27.035495,26.828593,27.33318,36.57396,26.756507,20.494059,23.942533,29.130238,27.508915,30.836642,19.958853,28.143914,36.016934,29.938679,26.796265
"ENSSSCG00000002517",3.806781,3.662227,4.176627,2.079459,4.606422,7.326348,4.204714,3.319221,5.78282,7.78762,3.876266,7.592922,7.730955,2.226773,6.664534,7.170787,4.997901,6.06096,3.929242,6.732951,7.160264,5.090187,2.007917,3.134152,5.863967,6.153242,6.389586,6.044868,5.126829,4.864684,5.386023,3.519853,5.470326,4.792772,6.620199,4.324561,5.117625,6.815057,5.74655,5.732101,5.239916,2.886018,3.151692,2.898036,4.838376,4.800214,3.646932,5.811285
"ENSSSCG00000002520",17.845331,7.090743,10.671717,5.282231,2.55107,14.915127,5.45788,4.161816,13.924801,13.739071,8.67708,5.084037,13.330115,4.214273,8.723978,6.147156,5.219643,8.268042,9.367081,7.273701,5.593994,12.234119,3.355,6.481561,6.698411,12.799344,10.445108,7.328168,4.473951,2.67275,8.161008,10.835756,11.235806,8.909391,7.274356,7.095938,5.678505,9.477373,14.181716,5.837004,16.756008,4.212253,7.856198,7.722022,4.641847,5.436427,9.601485,7.055166
"ENSSSCG00000002523",59.246558,46.928544,52.096924,45.682344,37.434606,48.648579,48.390014,43.296061,47.4102,63.986931,44.481905,55.825411,68.529632,33.554465,50.716817,40.9645,32.570608,51.48959,53.184617,55.248437,50.010621,40.896028,27.899435,47.333571,28.650065,48.21746,54.969152,63.366397,33.850356,55.996834,50.071851,36.664389,47.184791,49.977442,44.933739,50.190373,38.340457,48.060099,62.136849,35.343242,58.860187,31.1415,42.247191,39.309663,47.803692,36.969734,47.692923,42.006684
"ENSSSCG00000002524",0,0,0,0,0,0,0,0,0,0,0,0,0.454597,0,0,0,0,0,0,0,0,0.134825,0,0,0,0,0,0,0,1.033223,0.227587,0,0,0,0,0,0.662606,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002525",12.469321,17.155004,13.148783,17.716639,10.429451,9.835608,14.166197,12.926788,10.674388,14.685101,12.888734,15.803104,15.850475,9.358576,9.363431,11.617824,11.595257,12.503154,17.710202,13.297284,14.711501,9.409117,10.510702,11.340207,6.393979,10.795223,13.223698,17.288054,10.595383,11.639152,9.546512,10.463726,11.58013,18.407287,10.02311,14.506527,13.401871,12.174249,13.697774,11.725842,11.579863,13.896883,11.622486,12.819078,14.34535,13.160672,10.680063,10.64464
"ENSSSCG00000002526",27.125281,18.492066,20.045885,18.29829,19.162543,21.986743,20.729008,23.771129,20.125782,22.155004,24.365389,21.786681,28.210599,12.550315,19.243081,14.98394,21.220182,15.539115,24.553896,17.119361,21.90897,25.196179,15.413529,13.398486,14.692401,20.217886,17.590624,21.137334,17.940272,17.407698,29.312509,12.732761,26.998376,22.042944,17.425614,20.311162,17.798716,27.922045,20.318967,16.150385,19.925507,18.764434,17.233279,18.801046,18.283599,17.257741,29.65494,16.589654
"ENSSSCG00000002528",9.91811,9.484042,10.699782,8.74515,8.599456,10.773137,9.894472,8.72067,11.484352,14.663151,9.551228,10.12176,13.638116,6.220858,11.621798,6.827316,7.145591,12.678898,10.76709,13.401376,10.22466,11.399745,4.647732,12.560135,8.119476,11.935771,10.597834,11.93101,6.838179,11.123017,12.31515,7.663103,8.748466,10.601793,11.960641,10.367509,9.681905,12.080789,13.659658,6.33816,10.227595,5.92159,9.415191,8.546473,8.361424,8.938437,11.539874,9.278704
"ENSSSCG00000002530",24.660681,27.471309,42.731837,29.432249,47.117636,40.606569,35.454468,34.747369,48.824942,41.629829,39.754395,38.974838,36.359717,43.966727,25.998501,39.792748,47.1773,34.441565,50.027119,40.907425,45.854373,43.610288,55.360778,49.052259,55.274054,37.87409,30.286632,29.940863,52.959295,28.740658,45.213248,42.964513,46.068094,48.483287,39.075703,38.427019,33.227257,57.010463,40.389131,61.157306,42.567638,49.563996,43.967172,42.386653,36.867847,42.049194,54.463328,36.252638
"ENSSSCG00000002531",9.578616,5.322914,7.449789,4.021391,5.246672,2.963789,4.071804,3.609817,5.505267,10.618309,5.36745,5.85528,11.993543,5.54139,5.609724,3.41024,5.653264,4.81835,8.741573,8.145157,6.060413,5.643036,5.061364,8.094668,6.03813,6.667546,6.395051,9.460281,2.845918,6.245231,7.370106,6.097851,6.758885,7.450992,8.002358,8.878735,4.604348,5.60272,7.457052,5.474436,7.094982,4.640246,7.953153,4.41278,6.249698,4.24903,4.627217,5.627978
"ENSSSCG00000002532",9.245782,9.171316,10.527747,7.284413,4.811698,7.014688,7.7607,5.521451,8.587413,9.295995,7.345737,11.540023,9.773035,7.436911,8.922467,11.113473,7.963327,9.62116,11.248298,12.022711,11.98316,10.231638,4.703818,13.59141,9.253849,9.476653,8.344247,8.683982,7.66118,9.521025,8.316344,8.152386,10.397757,8.518457,10.057374,9.995574,8.164442,10.761326,9.988533,6.682751,10.501859,6.174325,8.258091,6.456315,10.248773,8.012745,11.210735,6.114282
"ENSSSCG00000002533",13.397431,7.053238,15.399218,12.010818,17.012312,18.286773,13.620614,15.153088,10.528695,14.620006,15.634512,19.438102,18.141354,8.149754,11.588405,12.630741,18.196925,11.701184,11.907848,15.280296,11.95997,14.259425,16.538291,14.285767,12.992076,10.129123,10.291231,14.047119,12.203947,11.335649,10.935001,7.803633,11.49185,11.14886,14.403786,13.199734,12.032792,15.131578,9.533841,15.356763,12.298599,12.885864,13.643356,10.139613,12.841901,14.493145,12.830257,14.766067
"ENSSSCG00000002535",324.5998,281.013701,335.093586,449.777043,379.552914,397.6512,370.581996,418.44842,374.073622,355.851118,368.998821,474.584255,352.333517,364.816279,353.498329,308.366913,416.149734,329.600775,370.914435,358.607951,539.902061,410.186921,435.371369,422.68359,339.552028,349.270481,340.2019,442.517584,398.172321,394.379757,353.845361,344.26736,344.184439,367.44565,365.258431,365.283222,436.386213,330.788926,369.161003,404.950155,419.617016,407.141121,350.177532,381.985395,444.433731,389.887507,362.853621,474.808369
"ENSSSCG00000002536",0,0,0,0,0,0.60902,0,0.741572,0,0.569476,0,0,0.592809,0,0,0,0,1.280892,0.335821,0.320769,0,0,1.003926,1.596762,0,0.93261,1.152327,0,0.363188,0,1.101076,0,1.625755,0,0,2.179687,0,2.043869,0,0.941849,0.494427,0,0.761366,0,0,0.928496,0,1.552562
"ENSSSCG00000002540",66.621337,45.972994,60.393031,50.096827,64.780669,56.141581,47.418309,60.169898,61.658238,63.394021,48.778138,51.730167,65.682878,52.928145,46.502291,33.892225,50.884413,47.628371,51.104483,52.436548,57.319065,55.493249,53.375875,52.641995,51.064179,57.277478,50.319042,58.83666,50.090287,49.121301,59.940561,49.53837,53.66875,54.189854,53.772554,50.766998,48.938516,59.957691,54.116441,51.437231,55.249572,44.763987,47.803022,56.304901,64.999891,54.508317,52.446284,57.303677
"ENSSSCG00000002544",19.528957,18.830336,17.705471,19.133801,15.80765,16.431083,13.78277,16.760717,13.579415,25.558567,18.894809,15.891353,26.427563,10.736882,13.099142,22.202952,17.439794,15.62309,27.161454,16.56784,18.985023,17.863478,9.637649,15.999256,10.293953,13.635218,18.348944,16.621013,16.012311,14.171602,14.966417,12.355187,21.304624,21.523517,15.899812,17.776517,19.11945,19.787982,13.332912,24.871135,17.058523,15.654019,14.049123,15.470458,29.657656,18.43045,18.712644,18.471129
"ENSSSCG00000002546",5.57736,6.922325,5.883744,4.615691,3.165013,5.159385,4.415117,5.167025,5.252812,6.791563,6.514671,8.071106,11.722068,1.218223,3.900875,6.134027,4.976805,8.764235,7.615681,6.710153,5.063688,4.665373,5.091851,4.89764,2.89233,5.346528,7.983346,7.138815,4.004077,13.370817,7.817099,3.065107,5.358014,8.226635,3.768539,5.271576,6.620547,7.57591,7.551925,4.065438,8.553595,3.940417,6.333812,3.896295,6.869959,5.830652,7.182923,8.170134
"ENSSSCG00000002547",159.68076,113.949786,118.304594,133.184749,125.592822,128.166427,138.518974,149.86402,126.910677,146.991049,126.646592,142.17134,164.07429,99.385159,122.245339,113.491182,120.514126,118.220843,142.493206,145.204122,146.943755,131.734131,101.456336,131.928966,98.943771,108.706303,134.120911,182.283012,106.825305,146.966341,146.53665,104.523008,131.371597,139.613986,125.917063,122.750207,132.890015,126.103458,118.793372,129.474076,135.988387,114.258635,116.968529,110.770107,133.391957,113.022526,130.969993,147.150563
"ENSSSCG00000002552",0.212744,0.087714,0,0,0,0,0,0.075444,0,0.492705,0,0,0.109329,0,0.154807,0,0,0.073908,0.056306,0,0,0.082095,0.026673,0,0,0.075423,0,0,0,0,0.186196,0,0,0,0,0,0,0,0,0,0.041539,0,0,0,0,0,0,0
"ENSSSCG00000002554",62.741986,21.795638,25.012713,12.866571,34.100943,29.54585,30.030914,36.606542,28.820279,62.525758,33.067246,14.166359,45.411651,7.758275,40.211106,17.007514,44.670088,13.815151,26.517864,15.892,17.661761,33.764751,24.378488,15.090305,23.809657,43.091854,21.250071,36.786927,37.855531,9.689153,80.410764,14.786585,43.128167,31.901511,12.119689,24.329108,21.489786,41.952363,31.592781,10.158795,61.910558,20.816093,20.491893,17.293766,55.829505,20.596487,43.198288,46.981638
"ENSSSCG00000002555",4.63349,2.970746,4.129887,1.376275,0.531023,4.95452,2.035998,2.118378,4.339484,12.287824,3.551202,2.196703,5.055288,2.796178,1.704018,0.491531,0.87206,3.134051,2.764006,4.378404,2.701352,2.390348,1.079538,2.698278,1.126232,2.175425,4.44707,2.181992,0.666343,1.261567,0.687699,1.065065,4.476625,3.955782,2.30904,1.791045,2.269969,1.505978,3.94491,5.53971,5.348611,1.509321,2.649356,2.570038,1.816365,2.383698,1.691245,1.452188
"ENSSSCG00000002557",5.13116,5.875919,4.401579,3.232278,2.281636,7.299688,3.175634,1.265304,4.036268,10.525437,3.138498,3.02686,5.864678,2.213568,1.564142,1.397062,1.579948,5.437697,1.901861,5.563545,5.864017,5.460871,4.050492,1.567075,4.761499,3.454469,4.169513,1.272921,2.149537,6.707949,4.924,3.577222,6.025665,5.645175,2.704469,0.558298,4.830788,3.637696,5.520865,8.378162,3.188425,3.435751,5.08144,3.817425,4.539548,4.809706,6.930498,2.102205
"ENSSSCG00000002558",15.233024,15.490718,15.963405,15.321922,12.877256,12.200112,15.217809,24.108153,16.587331,12.915549,24.028738,24.465076,17.48567,12.118265,19.226105,10.073307,10.441629,15.020027,24.833331,20.217801,23.219905,12.220277,14.973008,11.451612,9.133508,11.557722,17.004476,28.474874,11.696174,23.980066,17.753186,10.025577,13.313382,16.899527,18.459783,19.144962,11.702493,10.166629,16.293319,16.119601,11.496795,10.315477,12.604975,13.500924,19.475132,12.703809,8.883163,14.516083
"ENSSSCG00000002559",6.218832,5.256541,6.914024,4.059197,3.940696,4.319951,6.775626,7.198307,7.120632,6.263366,5.605662,6.115415,7.427414,4.360307,5.600169,4.113879,3.963934,5.464664,5.678972,4.335036,4.002267,4.465909,5.621144,5.821882,7.200242,6.298691,6.358361,8.61799,3.739879,4.879222,6.423427,5.815162,4.602235,5.422146,5.705986,6.245292,6.262878,5.038976,5.101769,3.822173,6.766662,4.086373,6.833158,5.398753,6.150939,5.581525,5.800153,5.115881
"ENSSSCG00000002573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002594",0,0,0,0,0,0,0,0,0.347351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002620",3.102126,3.402158,1.85706,1.986275,1.31599,2.30846,1.05956,2.048572,3.275011,4.823938,1.94263,2.099614,2.739858,3.661583,1.464017,2.477578,1.957502,2.678478,2.807039,3.337443,2.524499,2.157922,1.68373,3.306488,2.6056,2.442448,2.415267,2.408813,1.280067,1.801858,2.44046,2.965063,2.382113,1.679408,2.22624,2.491446,1.586687,2.319069,3.885064,2.154418,2.504845,2.20107,2.032475,2.651634,1.304251,2.123187,2.320841,1.275378
"ENSSSCG00000002622",15.614389,21.280883,20.811942,21.570435,24.553417,23.691098,20.699625,18.943772,24.007818,21.853629,15.47125,17.605461,15.634903,14.736504,16.017801,26.093393,23.061469,19.714677,25.007085,17.281761,25.665573,25.677451,21.834766,25.591578,24.000736,23.982283,21.395574,22.14382,24.72838,21.12876,27.868107,28.885072,22.643937,27.27623,24.527138,24.673054,21.073726,24.658587,23.480874,23.353938,19.284524,26.277027,26.139,26.621817,23.145317,23.637982,22.822487,14.212145
"ENSSSCG00000002623",24.244035,17.668055,18.952473,14.581692,13.784636,19.677212,18.069359,12.187433,15.795686,20.368372,16.267593,18.72302,26.983341,14.643019,21.437217,19.824629,15.161209,15.370416,15.399089,21.087032,14.368825,19.006099,8.601923,17.534546,16.518763,17.580671,16.478812,23.533722,10.462732,22.487532,22.790102,17.637467,21.747547,14.799755,18.203151,17.400228,14.886018,21.416558,20.755405,14.539025,17.524402,16.149798,15.087914,18.241417,17.241856,16.471,23.346992,15.713017
"ENSSSCG00000002627",28.256346,21.913514,25.188853,16.47016,20.857207,37.400361,19.379378,20.534886,25.18282,27.682309,21.011273,22.731195,31.540309,19.393446,21.953633,15.579525,18.754711,20.5823,25.067045,20.313095,16.213108,30.832817,14.461994,16.742334,24.106177,21.920602,16.337884,20.620886,20.849858,19.176366,21.497857,21.707968,31.237615,21.010814,29.258356,20.898317,26.28014,29.926977,37.752035,20.339619,28.590986,22.521176,19.273086,31.327666,24.004716,22.564449,41.587712,20.882394
"ENSSSCG00000002628",25.625324,24.632378,24.0677,26.999409,19.287561,26.448117,28.047748,21.305185,33.395639,21.314449,24.45805,32.18406,27.137705,28.986708,25.946045,18.895953,19.227033,33.830271,26.56104,28.570431,30.091673,23.897515,26.827442,37.076519,33.59363,23.74694,22.631661,32.101892,24.690212,28.478478,26.573054,32.457242,19.53355,23.207849,33.861662,26.294739,18.499663,20.531696,31.847717,26.003931,22.300293,24.045796,30.08913,30.728475,21.867476,27.527385,20.37064,28.871765
"ENSSSCG00000002629",29.45789,30.443965,32.915293,33.257568,33.06587,30.626938,27.795258,28.163899,32.788837,33.139443,25.932934,37.446569,31.527217,28.571403,25.781149,25.271218,25.295427,33.353904,32.780522,33.971334,34.073894,27.693789,30.850709,34.294525,31.713418,28.138824,26.785893,32.0594,36.009456,28.384981,28.654863,38.097552,26.007163,32.917165,32.540602,33.194677,26.045304,25.298565,38.21869,28.036756,33.253574,31.35896,32.262026,33.952508,33.887296,29.049964,20.778773,25.066103
"ENSSSCG00000002632",8.449973,4.631637,5.752969,3.885528,4.953243,4.329403,5.16683,3.593559,4.715415,7.854056,3.403623,6.070459,5.110702,3.707808,4.253085,6.85471,4.523451,5.32405,4.812004,5.661507,3.302013,5.81264,2.317568,3.920458,4.965883,5.048045,5.65919,5.312287,3.049117,7.297483,5.490925,3.107672,5.923456,4.903694,5.016442,4.775891,3.706329,6.576704,5.146492,4.166604,4.899624,4.284275,5.069885,6.345848,5.292093,4.550603,4.646747,4.232559
"ENSSSCG00000002633",12.050324,10.322955,13.125339,8.170044,9.288226,10.5232,8.180057,9.586382,11.193208,15.558509,11.49595,13.486664,17.901566,4.397815,11.383329,10.514204,5.345329,13.24828,14.073476,13.044137,10.736491,10.677358,5.587278,11.544381,3.593156,12.743931,14.036473,13.423825,8.283313,11.415329,12.78343,11.820364,8.737766,11.214455,11.780704,10.334351,10.042638,11.355879,15.530713,9.146046,14.959792,6.445414,10.54082,8.315574,9.638219,6.851179,12.651534,10.339224
"ENSSSCG00000002635",3.433333,2.332674,3.025982,3.360121,3.863548,3.470706,3.92396,2.614002,3.039875,4.485739,4.558348,3.785026,5.062666,0.810517,3.271315,4.108902,2.50494,3.022429,4.330888,4.010141,4.14958,2.699202,2.862748,3.418489,1.522531,3.032841,4.215069,3.431403,3.589082,2.399081,3.963227,2.762424,2.82691,3.253332,4.189557,4.556143,5.330296,3.858553,2.075459,5.154756,4.314128,4.087249,3.701056,1.965115,3.80847,3.09416,2.855427,5.106873
"ENSSSCG00000002637",0,0.251632,0.26045,0.363079,0.313723,0.160446,0.487247,0,0.143788,0.920373,0.341857,0.546819,0.317077,0,0.311727,0,0.335051,0,0.18049,0,0,0.169624,0.084676,0,0,0.119871,0.208093,0,0.201895,0.146461,0.856114,0,0,0.049085,0.524795,0,0.344438,0.208955,0.599012,0.041125,0,0.329453,0.099966,0.097402,0.467173,0.081094,0,0
"ENSSSCG00000002639",2.340659,1.936089,2.028105,2.58655,11.228278,6.707664,9.829164,7.519129,1.243715,2.113471,2.883995,10.873493,4.317283,0.831534,0.76117,9.545898,2.37225,3.287583,3.917598,3.459752,5.369201,1.511135,1.816307,2.735309,2.418586,4.80397,7.250603,3.692333,1.017337,3.700914,1.699917,1.05076,4.858257,3.981258,8.961401,3.526736,36.721265,4.517673,0.856672,5.67817,1.439575,22.755798,3.811624,1.914437,15.584825,5.813784,2.933672,7.981855
"ENSSSCG00000002640",61.788752,38.86743,40.463918,25.064628,32.922287,41.855717,37.817595,30.630344,40.876401,49.466085,35.937997,40.167912,56.995702,27.732454,49.389184,30.65856,34.399083,42.582044,40.756841,40.450373,36.979066,41.047467,19.638919,38.525248,32.154997,47.809695,38.858845,43.015333,28.330798,48.888328,50.321426,37.057496,46.97479,42.957508,37.812366,44.896673,28.162776,53.216989,46.16638,25.336342,49.32136,28.222286,33.530632,37.704936,37.178607,34.08258,51.483837,33.507832
"ENSSSCG00000002642",0,0,0,0,0,0,0,0,0,0.082775,0,0,0,0,0,0,0,0,0,0,0.176382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000002645",53.565005,66.544234,55.759333,47.556534,39.413925,41.364746,47.994011,54.785169,73.963106,65.053926,49.179704,52.750325,67.230205,42.493627,48.724024,44.257996,44.808865,83.326652,68.077543,84.909367,63.403884,44.183892,47.605292,55.337935,52.580916,58.41933,63.092559,44.836341,29.80212,50.235782,42.034691,66.455875,51.042975,58.581742,74.814976,59.18692,36.845318,59.560169,60.853598,40.602451,48.707285,41.716237,70.227231,50.797147,53.529469,45.576377,48.39492,41.781814
