"gene_id","ENTREZID","SYMBOL","logFC_1W","FDR_1W","direction_1W","logFC_4W","FDR_4W","direction_4W","direction_persistent","category","mouse_symbol","ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs","Entrez ID","Gene symbol","Gene name","Cancer Cell","Type of senescence","Senescence Effect","Reference","human_symbol","CellAge_effect_current","FDR_1W_num","FDR_4W_num","logFC_1W_num","logFC_4W_num","FDR_1W_safe","FDR_4W_safe","rank_component_1W","rank_component_4W","combined_effect_score","mean_logFC","plot_direction"
"G10090_24908",13649,"Egfr",1.38296115763,3.46409089136572e-08,"Up",1.3864545462011,9.59603535530991e-06,"Up","Up","persistent_direction_consistent","Egfr","EGFR","Egfr",724,"ENSMUSG00000020122","724.1.1","ENSG00000146648","epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]",1,1,1956,"EGFR","epidermal growth factor receptor","Yes","Unclear","Inhibits",25504754,"EGFR","Inhibits",3.46409089136572e-08,9.59603535530991e-06,1.38296115763,1.3864545462011,3.46409089136572e-08,9.59603535530991e-06,10.3174582476872,6.95710158168524,17.2745598293724,1.38470785191555,"Up in ACLR"
"G10090_25163",16477,"Junb",1.33474619252745,7.8067017990442e-09,"Up",1.56247066532037,2.48381892860386e-05,"Up","Up","persistent_direction_consistent","Junb","JUNB","Junb",730,"ENSMUSG00000052837","730.1.1","ENSG00000171223","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",1,1,3726,"JUNB","JunB proto-oncogene, AP-1 transcription factor subunit","Yes","Unclear","Induces",18628455,"JUNB","Induces",7.8067017990442e-09,2.48381892860386e-05,1.33474619252745,1.56247066532037,7.8067017990442e-09,2.48381892860386e-05,10.8214980144134,7.19499002291757,18.016488037331,1.44860842892391,"Up in ACLR"
"G10090_2572",21813,"Tgfbr2",1.26736079222307,4.41073612201873e-08,"Up",1.26025074047476,1.70583664455986e-06,"Up","Up","persistent_direction_consistent","Tgfbr2","TGFBR2","Tgfbr2",752,"ENSMUSG00000032440","752.1.1","ENSG00000163513","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]",1,1,7048,"TGFBR2","transforming growth factor beta receptor 2","Yes","Unclear","Unclear",28273461,"TGFBR2","Unclear",4.41073612201873e-08,1.70583664455986e-06,1.26736079222307,1.26025074047476,4.41073612201873e-08,1.70583664455986e-06,9.32205826949337,7.26920511280902,16.5912633823024,1.26380576634892,"Up in ACLR"
"G10090_25886",18005,"Nek2",2.20587456563461,5.39778809009456e-09,"Up",1.02420103161812,0.00630585201658416,"Up","Up","persistent_direction_consistent","Nek2","NEK2","Nek2",755,"ENSMUSG00000026622","755.1.1","ENSG00000117650","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]",1,1,4751,"NEK2","NIMA related kinase 2","No","Unclear","Inhibits",32264951,"NEK2","Inhibits",5.39778809009456e-09,0.00630585201658416,2.20587456563461,1.02420103161812,5.39778809009456e-09,0.00630585201658416,18.2376948131326,2.25350469580891,20.4911995089415,1.61503779862637,"Up in ACLR"
"G10090_27183",93685,"Entpd7",1.65691359050899,3.50093316231453e-08,"Up",1.03586852268253,4.86009170853033e-05,"Up","Up","persistent_direction_consistent","Entpd7","ENTPD7","Entpd7",795,"ENSMUSG00000025192","795.1.1","ENSG00000198018","ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]",1,1,57089,"ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7","No","Oncogene-induced","Induces",27737960,"ENTPD7","Induces",3.50093316231453e-08,4.86009170853033e-05,1.65691359050899,1.03586852268253,3.50093316231453e-08,4.86009170853033e-05,12.3536431577108,4.46806922651686,16.8217123842277,1.34639105659576,"Up in ACLR"
"G10090_29159",18817,"Plk1",2.50571445180965,6.60000381204688e-08,"Up",1.0431569584136,0.00238331703741574,"Up","Up","persistent_direction_consistent","Plk1","PLK1","Plk1",862,"ENSMUSG00000030867","862.1.1","ENSG00000166851","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]",1,1,5347,"PLK1","polo like kinase 1","No","Replicative","Inhibits",23525475,"PLK1","Inhibits",6.60000381204688e-08,0.00238331703741574,2.50571445180965,1.0431569584136,6.60000381204688e-08,0.00238331703741574,17.9921719027611,2.73601103761868,20.7281829403798,1.77443570511163,"Up in ACLR"
"G10090_29400",14104,"Fasn",-1.61915055765161,3.34629743168523e-05,"Down",-1.14229659927646,0.000668400354329154,"Down","Down","persistent_direction_consistent","Fasn","FASN","Fasn",871,"ENSMUSG00000025153","871.1.1","ENSG00000169710","fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]",1,1,2194,"FASN","fatty acid synthase","No","Oncogene-induced","Induces",30962418,"FASN","Induces",3.34629743168523e-05,0.000668400354329154,-1.61915055765161,-1.14229659927646,3.34629743168523e-05,0.000668400354329154,7.24640382064247,3.62674981303299,10.8731536336755,-1.38072357846404,"Down in ACLR"
"G10090_29543",65086,"Lpar3",1.47409457821065,0.00141514707472567,"Up",1.64816586768811,0.00107285926783474,"Up","Up","persistent_direction_consistent","Lpar3","LPAR3","Lpar3",879,"ENSMUSG00000036832","879.1.1","ENSG00000171517","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]",1,1,23566,"LPAR3","lysophosphatidic acid receptor 3","No","Unclear","Inhibits",27641212,"LPAR3","Inhibits",0.00141514707472567,0.00107285926783474,1.47409457821065,1.64816586768811,0.00141514707472567,0.00107285926783474,4.19998794616358,4.89415807316895,9.09414601933253,1.56113022294938,"Up in ACLR"
"G10090_29840",14235,"Foxm1",2.86077516295816,4.87250385805307e-10,"Up",1.21625967648023,0.000962489255165681,"Up","Up","persistent_direction_consistent","Foxm1","FOXM1","Foxm1",894,"ENSMUSG00000001517","894.1.1","ENSG00000111206","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]",1,1,2305,"FOXM1","forkhead box M1","Yes","Unclear","Inhibits",25071344,"FOXM1","Inhibits",4.87250385805307e-10,0.000962489255165681,2.86077516295816,1.21625967648023,4.87250385805307e-10,0.000962489255165681,26.6402472413976,3.66897393899172,30.3092211803893,2.0385174197192,"Up in ACLR"
"G10090_3009",73804,"Kif2c",3.47108344852736,7.73150945745769e-09,"Up",1.71973887875196,0.00360447931638313,"Up","Up","persistent_direction_consistent","Kif2c","KIF2C","Kif2c",902,"ENSMUSG00000028678","902.1.1","ENSG00000142945","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]",1,1,11004,"KIF2C","kinesin family member 2C","Yes","Unclear","Inhibits",23098759,"KIF2C","Inhibits",7.73150945745769e-09,0.00360447931638313,3.47108344852736,1.71973887875196,7.73150945745769e-09,0.00360447931638313,28.156511556719,4.20159287474309,32.358104431462,2.59541116363966,"Up in ACLR"
"G10090_30321",12051,"Bcl3",1.89122005085788,3.96703267905889e-09,"Up",1.75178265102517,1.46789234953788e-05,"Up","Up","persistent_direction_consistent","Bcl3","BCL3","Bcl3",909,"ENSMUSG00000053175","909.1.1","ENSG00000069399","BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]",1,1,602,"BCL3","BCL3 transcription coactivator","No","Unclear","Inhibits",25255445,"BCL3","Inhibits",3.96703267905889e-09,1.46789234953788e-05,1.89122005085788,1.75178265102517,3.96703267905889e-09,1.46789234953788e-05,15.8891499785047,8.46690123527737,24.3560512137821,1.82150135094152,"Up in ACLR"
"G10090_30398",18787,"Serpine1",1.65954084201701,1.66250733152731e-05,"Up",1.9433393254445,2.57038594725519e-05,"Up","Up","persistent_direction_consistent","Serpine1","SERPINE1","Serpine1",911,"ENSMUSG00000037411","911.1.1","ENSG00000106366","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]",1,1,5054,"SERPINE1","serpin family E member 1","No","Replicative","Induces",16862142,"SERPINE1","Induces",1.66250733152731e-05,2.57038594725519e-05,1.65954084201701,1.9433393254445,1.66250733152731e-05,2.57038594725519e-05,7.93133805059465,8.91993073325708,16.8512687838517,1.80144008373075,"Up in ACLR"
"G10090_30726",12571,"Cdk6",1.7692259362118,5.3935242427679e-09,"Up",2.02165185588443,3.03525924601535e-06,"Up","Up","persistent_direction_consistent","Cdk6","CDK6","Cdk6",926,"ENSMUSG00000040274","926.1.1","ENSG00000105810","cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]",1,1,1021,"CDK6","cyclin dependent kinase 6","No","Replicative","Inhibits",12082615,"CDK6","Inhibits",5.3935242427679e-09,3.03525924601535e-06,1.7692259362118,2.02165185588443,5.3935242427679e-09,3.03525924601535e-06,14.6281853778194,11.1550791200688,25.7832644978882,1.89543889604811,"Up in ACLR"
"G10090_30826",14281,"Fos",1.44603110727967,0.000286073138768813,"Up",1.06630618428732,0.00710722365740957,"Up","Up","persistent_direction_consistent","Fos","FOS","Fos",934,"ENSMUSG00000021250","934.1.1","ENSG00000170345","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]",1,1,2353,"FOS","Fos proto-oncogene, AP-1 transcription factor subunit","No","Unclear","Inhibits",1560044,"FOS","Inhibits",0.000286073138768813,0.00710722365740957,1.44603110727967,1.06630618428732,0.000286073138768813,0.00710722365740957,5.12404437017262,2.29074559438397,7.41478996455659,1.2561686457835,"Up in ACLR"
"G10090_3111",65970,"Lima1",1.46282643817297,8.71680483519396e-08,"Up",1.25312209238673,8.45037099015405e-06,"Up","Up","persistent_direction_consistent","Lima1","LIMA1","Lima1",948,"ENSMUSG00000023022","948.1.1","ENSG00000050405","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]",1,1,51474,"LIMA1","LIM domain and actin binding 1","No","Replicative","Inhibits",26206181,"LIMA1","Inhibits",8.71680483519396e-08,8.45037099015405e-06,1.46282643817297,1.25312209238673,8.71680483519396e-08,8.45037099015405e-06,10.3270319527554,6.35724404268503,16.6842759954404,1.35797426527985,"Up in ACLR"
"G10090_31209",20969,"Sdc1",2.36871920070603,2.36125290003132e-10,"Up",2.28945657705889,4.35967872867964e-06,"Up","Up","persistent_direction_consistent","Sdc1","SDC1","Sdc1",957,"ENSMUSG00000020592","957.1.1","ENSG00000115884","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]",1,1,6382,"SDC1","syndecan 1","Yes","Unclear","Inhibits",25462564,"SDC1","Inhibits",2.36125290003132e-10,4.35967872867964e-06,2.36871920070603,2.28945657705889,2.36125290003132e-10,4.35967872867964e-06,22.8033221924786,12.2727361822075,35.0760583746861,2.32908788888246,"Up in ACLR"
"G10090_3169",19017,"Ppargc1a",-1.27859530509038,4.77262731938042e-05,"Down",-1.10778665525826,0.000242231606109701,"Down","Down","persistent_direction_consistent","Ppargc1a","PPARGC1A","Ppargc1a",968,"ENSMUSG00000029167","968.1.1","ENSG00000109819","PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]",1,1,10891,"PPARGC1A","PPARG coactivator 1 alpha","Yes","Stress-induced","Inhibits",26244551,"PPARGC1A","Inhibits",4.77262731938042e-05,0.000242231606109701,-1.27859530509038,-1.10778665525826,4.77262731938042e-05,0.000242231606109701,5.52512034338452,4.00550085854555,9.53062120193007,-1.19319098017432,"Down in ACLR"
"G10090_317",110749,"Chaf1b",2.19371360052576,2.94159991979939e-09,"Up",1.08489351906906,0.00529905751046534,"Up","Up","persistent_direction_consistent","Chaf1b","CHAF1B","Chaf1b",971,"ENSMUSG00000022945","971.1.1","ENSG00000159259","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]",1,1,8208,"CHAF1B","chromatin assembly factor 1 subunit B","Yes","Oncogene-induced","Inhibits",28806777,"CHAF1B","Inhibits",2.94159991979939e-09,0.00529905751046534,2.19371360052576,1.08489351906906,2.94159991979939e-09,0.00529905751046534,18.7154841774159,2.46900215383246,21.1844863312484,1.63930355979741,"Up in ACLR"
"G10090_33654",56213,"Htra1",1.40342527589439,3.75565725136775e-08,"Up",1.90813504770515,3.87386476733688e-06,"Up","Up","persistent_direction_consistent","Htra1","HTRA1","Htra1",1044,"ENSMUSG00000006205","1044.1.1","ENSG00000166033","HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]",1,1,5654,"HTRA1","HtrA serine peptidase 1","Yes","Replicative","Induces",23623979,"HTRA1","Induces",3.75565725136775e-08,3.87386476733688e-06,1.40342527589439,1.90813504770515,3.75565725136775e-08,3.87386476733688e-06,10.4208734180477,10.3265512368703,20.7474246549179,1.65578016179977,"Up in ACLR"
"G10090_34007",268697,"Ccnb1",3.28108131024327,2.27991483191016e-08,"Up",1.67852589783557,0.00287139460186942,"Up","Up","persistent_direction_consistent","Ccnb1","CCNB1","Ccnb1",1060,"ENSMUSG00000041431","1060.1.1","ENSG00000134057","cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]",1,1,891,"CCNB1","cyclin B1","Yes","Unclear","Inhibits",30069972,"CCNB1","Inhibits",2.27991483191016e-08,0.00287139460186942,3.28108131024327,1.67852589783557,2.27991483191016e-08,0.00287139460186942,25.0742903745565,4.26665693150493,29.3409473060615,2.47980360403942,"Up in ACLR"
"G10090_3812",50490,"Nox4",1.76101877635724,2.05783342967305e-08,"Up",1.71911543977758,1.4994558453223e-06,"Up","Up","persistent_direction_consistent","Nox4","NOX4","Nox4",1085,"ENSMUSG00000030562","1085.1.1","ENSG00000086991","NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]",1,1,50507,"NOX4","NADPH oxidase 4","No","Oncogene-induced","Induces",20523116,"NOX4","Induces",2.05783342967305e-08,1.4994558453223e-06,1.76101877635724,1.71911543977758,2.05783342967305e-08,1.4994558453223e-06,13.5362289320934,10.0122423303258,23.5484712624192,1.74006710806741,"Up in ACLR"
"G10090_3855",20698,"Sphk1",3.29307509299994,4.51543048713266e-09,"Up",2.10419806063483,8.5380088924601e-05,"Up","Up","persistent_direction_consistent","Sphk1","SPHK1","Sphk1",1089,"ENSMUSG00000061878","1089.1.1","ENSG00000176170","sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]",1,1,8877,"SPHK1","sphingosine kinase 1","No","Replicative","Inhibits",30885289,"SPHK1","Inhibits",4.51543048713266e-09,8.5380088924601e-05,3.29307509299994,2.10419806063483,4.51543048713266e-09,8.5380088924601e-05,27.481702336793,8.56123154581943,36.0429338826124,2.69863657681739,"Up in ACLR"
"G10090_4010",15229,"Foxd1",1.58173188258595,0.00153478098166078,"Up",3.09955447353965,0.000126236942782196,"Up","Up","persistent_direction_consistent","Foxd1","FOXD1","Foxd1",1104,"ENSMUSG00000078302","1104.1.1","ENSG00000251493","forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802]",1,1,2297,"FOXD1","forkhead box D1","No","Replicative","Unclear",30933975,"FOXD1","Unclear",0.00153478098166078,0.000126236942782196,1.58173188258595,3.09955447353965,0.00153478098166078,0.000126236942782196,4.4509201110477,12.0845849239588,16.5355050350065,2.3406431780628,"Up in ACLR"
"G10090_4761",19016,"Pparg",-1.45576962863612,0.000125732609514865,"Down",-1.15131720599084,0.000423029846577313,"Down","Down","persistent_direction_consistent","Pparg","PPARG","Pparg",1136,"ENSMUSG00000000440","1136.1.1","ENSG00000132170","peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]",1,1,5468,"PPARG","peroxisome proliferator activated receptor gamma","No","Replicative","Induces",18544633,"PPARG","Induces",0.000125732609514865,0.000423029846577313,-1.45576962863612,-1.15131720599084,0.000125732609514865,0.000423029846577313,5.67830523958006,3.8841171030446,9.56242234262466,-1.30354341731348,"Down in ACLR"
"G10090_4840",15251,"Hif1a",1.7628766892618,1.92898868909224e-09,"Up",1.18436287018642,3.50122417820682e-06,"Up","Up","persistent_direction_consistent","Hif1a","HIF1A","Hif1a",1142,"ENSMUSG00000021109","1142.1.1","ENSG00000100644","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]",1,1,3091,"HIF1A","hypoxia inducible factor 1 subunit alpha","Yes","Stress-induced","Inhibits",26057707,"HIF1A","Inhibits",1.92898868909224e-09,3.50122417820682e-06,1.7628766892618,1.18436287018642,1.92898868909224e-09,3.50122417820682e-06,15.3628891597869,6.46162335597079,21.8245125157577,1.47361977972411,"Up in ACLR"
"G10090_5196",320712,"Abi3bp",1.75484735969399,6.4631773892018e-06,"Up",1.23081012352728,1.89203058694459e-05,"Up","Up","persistent_direction_consistent","Abi3bp","ABI3BP","Abi3bp",1166,"ENSMUSG00000035258","1166.1.1","ENSG00000154175","ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]",1,1,25890,"ABI3BP","ABI family member 3 binding protein","Yes","Unclear","Induces",18559958,"ABI3BP","Induces",6.4631773892018e-06,1.89203058694459e-05,1.75484735969399,1.23081012352728,6.4631773892018e-06,1.89203058694459e-05,9.10687500189175,5.81320464341716,14.9200796453089,1.49282874161063,"Up in ACLR"
"G10090_5574",54354,"Rassf5",1.68811405150072,3.2120070630787e-08,"Up",1.01410214564951,0.000122807768363058,"Up","Up","persistent_direction_consistent","Rassf5","RASSF5","Rassf5",1180,"ENSMUSG00000026430","1180.1.1","ENSG00000266094","Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]",1,1,83593,"RASSF5","Ras association domain family member 5","Yes","Oncogene-induced","Induces",25778922,"RASSF5","Induces",3.2120070630787e-08,0.000122807768363058,1.68811405150072,1.01410214564951,3.2120070630787e-08,0.000122807768363058,12.6494158955582,3.9659244672842,16.6153403628424,1.35110809857512,"Up in ACLR"
"G10090_6618",18740,"Pitx1",1.11532099888943,2.02240042495284e-05,"Up",1.20595613086136,0.000190752415119131,"Up","Up","persistent_direction_consistent","Pitx1","PITX1","Pitx1",1230,"ENSMUSG00000021506","1230.1.1","ENSG00000069011","paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]",1,1,5307,"PITX1","paired like homeodomain 1","Yes","Replicative","Induces",31404068,"PITX1","Induces",2.02240042495284e-05,0.000190752415119131,1.11532099888943,1.20595613086136,2.02240042495284e-05,0.000190752415119131,5.2354649415712,4.48558995282846,9.72105489439966,1.16063856487539,"Up in ACLR"
"G10090_6694",108655,"Foxp1",1.13110514122642,1.95531130956795e-08,"Up",1.08257605194477,3.13436890041195e-06,"Up","Up","persistent_direction_consistent","Foxp1","FOXP1","Foxp1",1235,"ENSMUSG00000030067","1235.1.1","ENSG00000114861","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]",1,1,27086,"FOXP1","forkhead box P1","No","Replicative","Inhibits",28240601,"FOXP1","Inhibits",1.95531130956795e-08,3.13436890041195e-06,1.13110514122642,1.08257605194477,1.95531130956795e-08,3.13436890041195e-06,8.7194453142577,5.95833608490049,14.6777813991582,1.10684059658559,"Up in ACLR"
"G10090_699",29870,"Gtse1",2.53541081722936,1.51635724332518e-08,"Up",1.037168723471,0.00154010688458839,"Up","Up","persistent_direction_consistent","Gtse1","GTSE1","Gtse1",1249,"ENSMUSG00000022385","1249.1.1","ENSG00000075218","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]",1,1,51512,"GTSE1","G2 and S-phase expressed 1","Yes","Stress-induced","Inhibits",30961661,"GTSE1","Inhibits",1.51635724332518e-08,0.00154010688458839,2.53541081722936,1.037168723471,1.51635724332518e-08,0.00154010688458839,19.8248803825464,2.91698428202776,22.7418646645742,1.78628977035018,"Up in ACLR"
"G10090_7033",105988,"Espl1",2.00225032408749,3.86016769238108e-08,"Up",1.32231006128197,7.29103552454981e-05,"Up","Up","persistent_direction_consistent","Espl1","ESPL1","Espl1",1251,"ENSMUSG00000058290","1251.1.1","ENSG00000135476","extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]",1,1,9700,"ESPL1","extra spindle pole bodies like 1, separase","Yes","Oncogene-induced","Inhibits",28806777,"ESPL1","Inhibits",3.86016769238108e-08,7.29103552454981e-05,2.00225032408749,1.32231006128197,3.86016769238108e-08,7.29103552454981e-05,14.8434701955276,5.47067544760242,20.31414564313,1.66228019268473,"Up in ACLR"
"G10090_7920",78070,"Cpt1c",1.56228625167445,5.7305948263793e-08,"Up",1.41256298498195,1.81245149671975e-05,"Up","Up","persistent_direction_consistent","Cpt1c","CPT1C","Cpt1c",1284,"ENSMUSG00000007783","1284.1.1","ENSG00000169169","carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]",1,1,126129,"CPT1C","carnitine palmitoyltransferase 1C","Yes","Unclear","Inhibits",30070697,"CPT1C","Inhibits",5.7305948263793e-08,1.81245149671975e-05,1.56228625167445,1.41256298498195,5.7305948263793e-08,1.81245149671975e-05,11.3137650408053,6.69799737763856,18.0117624184438,1.4874246183282,"Up in ACLR"
"G10090_9034",24088,"Tlr2",1.77583117693233,5.70532941167379e-09,"Up",1.3797536244035,2.79338099795345e-05,"Up","Up","persistent_direction_consistent","Tlr2","TLR2","Tlr2",1346,"ENSMUSG00000027995","1346.1.1","ENSG00000137462","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]",1,1,7097,"TLR2","toll like receptor 2","No","Oncogene-induced","Induces",31183403,"TLR2","Induces",5.70532941167379e-09,2.79338099795345e-05,1.77583117693233,1.3797536244035,5.70532941167379e-09,2.79338099795345e-05,14.6394537031825,6.28321839676645,20.9226720999489,1.57779240066791,"Up in ACLR"
"G10090_922",19125,"Prodh",-1.77369343078908,5.11512961290624e-11,"Down",-1.09933441698998,2.59324964996507e-05,"Down","Down","persistent_direction_consistent","Prodh","PRODH","Prodh",1358,"ENSMUSG00000003526","1358.1.1","ENSG00000100033","proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]",1,1,5625,"PRODH","proline dehydrogenase 1","Yes","Unclear","Induces",27545311,"PRODH","Induces",5.11512961290624e-11,2.59324964996507e-05,-1.77369343078908,-1.09933441698998,5.11512961290624e-11,2.59324964996507e-05,18.2533333679219,5.04171877196185,23.2950521398837,-1.43651392388953,"Down in ACLR"
"G10090_9264",22337,"Vdr",2.04844302454462,0.000310175015816925,"Up",1.63749168451803,0.0124767478606999,"Up","Up","persistent_direction_consistent","Vdr","VDR","Vdr",1363,"ENSMUSG00000022479","1363.1.1","ENSG00000111424","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]",1,1,7421,"VDR","vitamin D receptor","No","Oncogene-induced","Inhibits",27041576,"VDR","Inhibits",0.000310175015816925,0.0124767478606999,2.04844302454462,1.63749168451803,0.000310175015816925,0.0124767478606999,7.18674355117547,3.11761812790746,10.3043616790829,1.84296735453132,"Up in ACLR"
"G10090_9771",100502766,"Kifc1",2.81541666918161,1.7904654613455e-08,"Up",1.28169492653007,0.000436171256349281,"Up","Up","persistent_direction_consistent","Kifc1","KIFC1","Kifc1",1387,"ENSMUSG00000079553","1387.1.1","ENSG00000237649","kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]",1,1,3833,"KIFC1","kinesin family member C1","No","Unclear","Inhibits",23318213,"KIFC1","Inhibits",1.7904654613455e-08,0.000436171256349281,2.81541666918161,1.28169492653007,1.7904654613455e-08,0.000436171256349281,21.8111288074264,4.30693452039507,26.1180633278215,2.04855579785584,"Up in ACLR"
